"","Sample_Name","Run_Number","Conc","Absorbance","Dilution","Unit","Test","Run_Time"
"222","MSM_202305_UP_LysA_20cm",40,1.038633,0.56966,0,"mg N/L","Ammonia 2","1/11/2024 19:37"
"223","MSM_202305_UP_LysA_45cm",41,1.378821,0.750161,0,"mg N/L","Ammonia 2","1/11/2024 19:40"
"224","MSM_202305_UP_LysB_10cm",42,0.120079,0.082283,0,"mg N/L","Ammonia 2","1/11/2024 19:42"
"225","MSM_202305_UP_LysB_20cm",43,0.336225,0.196968,0,"mg N/L","Ammonia 2","1/11/2024 19:45"
"226","MSM_202305_UP_LysB_45cm",44,0.52005,0.294504,0,"mg N/L","Ammonia 2","1/11/2024 19:48"
"227","MSM_202305_UP_LysC_10cm",45,0.479273,0.272868,0,"mg N/L","Ammonia 2","1/11/2024 19:50"
"228","MSM_202305_UP_LysC_20cm",48,1.262636,0.688514,0,"mg N/L","Ammonia 2","1/11/2024 19:58"
"229","MSM_202305_UP_LysC_45cm",49,1.55332,0.842749,0,"mg N/L","Ammonia 2","1/11/2024 20:01"
"230","MSM_202305_TR_LysA_10cm",50,0.235197,0.143363,0,"mg N/L","Ammonia 2","1/11/2024 20:04"
"231","MSM_202305_TR_LysB_20cm",51,1.133378,0.619931,0,"mg N/L","Ammonia 2","1/11/2024 20:06"
"232","MSM_202305_TR_LysB_10cm",53,0.274356,0.164141,0,"mg N/L","Ammonia 2","1/11/2024 20:12"
"233","MSM_202305_TR_LysA_20cm",55,1.781698,0.963924,0,"mg N/L","Ammonia 2","1/11/2024 20:17"
"234","MSM_202305_TR_LysA_45cm",56,1.143704,0.625409,0,"mg N/L","Ammonia 2","1/11/2024 20:20"
"235","MSM_202305_TR_LysB_45cm",57,1.324768,0.721481,0,"mg N/L","Ammonia 2","1/11/2024 20:22"
"236","MSM_202305_TR_LysC_10cm",60,0.44207,0.253128,0,"mg N/L","Ammonia 2","1/11/2024 20:30"
"237","MSM_202305_TR_LysC_20cm",61,1.77043,0.957945,0,"mg N/L","Ammonia 2","1/11/2024 20:33"
"238","MSM_202305_TR_LysC_45cm",62,1.788528,0.967548,0,"mg N/L","Ammonia 2","1/11/2024 20:36"
"239","MSM_202305_WC_LysA_10cm",63,0.189209,0.118962,0,"mg N/L","Ammonia 2","1/11/2024 20:38"
"240","MSM_202305_WC_LysA_20cm",64,0.272442,0.163125,0,"mg N/L","Ammonia 2","1/11/2024 20:41"
"241","MSM_202305_WC_LysA_45cm",65,0.221449,0.136069,0,"mg N/L","Ammonia 2","1/11/2024 20:44"
"242","MSM_202305_WC_LysB_10cm",66,0.220078,0.135341,0,"mg N/L","Ammonia 2","1/11/2024 20:46"
"243","MSM_202305_WC_LysB_20cm",68,0.131541,0.088365,0,"mg N/L","Ammonia 2","1/11/2024 20:52"
"244","MSM_202305_WC_LysC_10cm",72,0.15279,0.099639,0,"mg N/L","Ammonia 2","1/11/2024 21:03"
"245","MSM_202305_WC_LysC_20cm",73,0.609511,0.341971,0,"mg N/L","Ammonia 2","1/11/2024 21:05"
"246","MSM_202305_SW_A",74,0.075749,0.058762,0,"mg N/L","Ammonia 2","1/11/2024 21:08"
"247","MSM_202305_SW_B",75,0.193575,0.121279,0,"mg N/L","Ammonia 2","1/11/2024 21:11"
"248","MSM_202305_SW_C",76,0.21632,0.133347,0,"mg N/L","Ammonia 2","1/11/2024 21:13"
"249","GCW_202305_UP_LysA_20cm",11,-0.045479,0.003458,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:55"
"250","GCW_202305_UP_LysB_10cm",12,-0.046617,0.001045,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:56"
"251","GCW_202305_UP_LysB_20cm",13,-0.046431,0.001439,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:58"
"252","GCW_202305_TR_LysA_20cm",14,-0.045904,0.002557,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:59"
"253","GCW_202305_TR_LysA_45cm",15,-0.046011,0.00233,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:00"
"254","GCW_202305_TR_LysB_10cm",16,-0.043767,0.007084,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:02"
"255","GCW_202305_TR_LysB_20cm",17,-0.043572,0.007498,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:03"
"256","GCW_202305_TR_LysC_10cm",18,-0.04476,0.00498,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:04"
"257","GCW_202305_TR_LysC_20cm",20,-0.044788,0.004922,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:07"
"258","GCW_202305_WC_LysA_10cm",24,-0.032503,0.030951,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:13"
"259","GCW_202305_WC_LysA_20cm",25,-0.024545,0.047813,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:14"
"260","GCW_202305_WC_LysA_45cm",26,0.008171,0.117133,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:15"
"261","GCW_202305_WC_LysB_10cm",27,-0.020894,0.05555,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:17"
"262","GCW_202305_WC_LysB_20cm",28,-0.023455,0.050124,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:18"
"263","GCW_202305_WC_LysB_45cm",29,0.04362,0.192246,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:19"
"264","GCW_202305_WC_LysC_10cm",30,-0.030597,0.034991,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:21"
"265","GCW_202305_WC_LysC_20cm",31,-0.026629,0.043397,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:22"
"266","GCW_202305_WC_LysC_45cm",32,-0.012846,0.072603,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:23"
"267","GCW_202305_SW_A",36,-0.039072,0.017033,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:29"
"268","GCW_202305_SW_B",38,-0.040324,0.01438,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:32"
"269","GCW_202305_SW_C",39,-0.039768,0.015559,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:33"
"270","MSM_202305_UP_LysA_20cm",40,-0.046262,0.001798,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:34"
"271","MSM_202305_UP_LysA_45cm",41,-0.045107,0.004246,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:36"
"272","MSM_202305_UP_LysB_10cm",42,-0.045861,0.002648,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:37"
"273","MSM_202305_UP_LysB_20cm",43,-0.046011,0.002331,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:38"
"274","MSM_202305_UP_LysB_45cm",44,-0.046346,0.00162,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:40"
"275","MSM_202305_UP_LysC_10cm",45,-0.0458,0.002777,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:41"
"276","MSM_202305_UP_LysC_20cm",48,-0.045727,0.002931,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:45"
"277","MSM_202305_UP_LysC_45cm",49,-0.0437,0.007227,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:46"
"278","MSM_202305_TR_LysA_10cm",50,-0.045807,0.002762,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:48"
"279","MSM_202305_TR_LysB_20cm",51,-0.045384,0.003658,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:49"
"280","MSM_202305_TR_LysB_10cm",53,-0.046131,0.002076,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:52"
"281","MSM_202305_TR_LysA_20cm",55,-0.045258,0.003925,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:55"
"282","MSM_202305_TR_LysA_45cm",56,-0.044647,0.005221,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:56"
"283","MSM_202305_TR_LysB_45cm",57,-0.045259,0.003923,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:57"
"284","MSM_202305_TR_LysC_10cm",60,-0.046463,0.001373,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:01"
"285","MSM_202305_TR_LysC_20cm",61,-0.045236,0.003971,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:03"
"286","MSM_202305_TR_LysC_45cm",62,-0.043548,0.00755,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:04"
"287","MSM_202305_WC_LysA_10cm",63,-0.043839,0.006931,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:05"
"288","MSM_202305_WC_LysA_20cm",64,-0.041786,0.011283,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:07"
"289","MSM_202305_WC_LysA_45cm",65,-0.043942,0.006713,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:08"
"290","MSM_202305_WC_LysB_10cm",66,-0.042246,0.010308,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:09"
"291","MSM_202305_WC_LysB_20cm",68,-0.04357,0.007503,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:12"
"292","MSM_202305_WC_LysC_10cm",72,-0.04538,0.003667,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:18"
"293","MSM_202305_WC_LysC_20cm",73,-0.036504,0.022475,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:19"
"294","MSM_202305_SW_A",74,-0.046662,0.00095,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:20"
"295","MSM_202305_SW_B",75,-0.046455,0.001389,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:22"
"296","MSM_202305_SW_C",76,-0.046283,0.001754,0,"mg P/L","o-PHOS 0.3","1/11/2024 23:23"
"297","GCW_202305_TR_LysC_10cm",18,-0.233775,0.000754,5,"mg P/L","o-PHOS 0.3","1/11/2024 23:49"
"298","GCW_202305_TR_LysC_20cm",20,-0.233443,0.000894,5,"mg P/L","o-PHOS 0.3","1/11/2024 23:51"
"299","GWI_202305_TR_LysB_10cm",11,0.060954,0.04479,0,"mg N/L","Ammonia 2","1/13/2024 19:24"
"300","GWI_202305_TR_LysB_20cm",12,0.356801,0.200888,0,"mg N/L","Ammonia 2","1/13/2024 19:26"
"301","GWI_202305_TR_LysB_45cm",13,0.419126,0.233773,0,"mg N/L","Ammonia 2","1/13/2024 19:29"
"302","GWI_202305_TR_LysC_10cm",14,0.046874,0.037361,0,"mg N/L","Ammonia 2","1/13/2024 19:32"
"303","GWI_202305_TR_LysC_20cm",15,0.081169,0.055456,0,"mg N/L","Ammonia 2","1/13/2024 19:34"
"304","GWI_202305_TR_LysC_45cm",16,1.02675,0.554374,0,"mg N/L","Ammonia 2","1/13/2024 19:37"
"305","GWI_202305_WC_LysA_10cm",17,0.115841,0.07375,0,"mg N/L","Ammonia 2","1/13/2024 19:40"
"306","GWI_202305_WC_LysA_20cm",18,0.265929,0.152941,0,"mg N/L","Ammonia 2","1/13/2024 19:42"
"307","GWI_202305_WC_LysA_45cm",20,0.828835,0.449947,0,"mg N/L","Ammonia 2","1/13/2024 19:48"
"308","GWI_202305_WC_LysB_10cm",24,0.077894,0.053728,0,"mg N/L","Ammonia 2","1/13/2024 19:58"
"309","GWI_202305_WC_LysB_20cm",25,0.349166,0.196859,0,"mg N/L","Ammonia 2","1/13/2024 20:01"
"310","GWI_202305_WC_LysB_45cm",26,0.35864,0.201858,0,"mg N/L","Ammonia 2","1/13/2024 20:04"
"311","GWI_202305_WC_LysC_10cm",27,0.10193,0.06641,0,"mg N/L","Ammonia 2","1/13/2024 20:06"
"312","GWI_202305_WC_LysC_20cm",28,0.493937,0.273245,0,"mg N/L","Ammonia 2","1/13/2024 20:09"
"313","GWI_202305_SW_A",29,0.427688,0.23829,0,"mg N/L","Ammonia 2","1/13/2024 20:12"
"314","GWI_202305_SW_B",30,0.457178,0.25385,0,"mg N/L","Ammonia 2","1/13/2024 20:14"
"315","GWI_202305_SW_C",31,0.233364,0.135759,0,"mg N/L","Ammonia 2","1/13/2024 20:17"
"316","MSM_202305_RHZ_UP_SF_1",32,0.043531,0.035597,0,"mg N/L","Ammonia 2","1/13/2024 20:20"
"317","MSM_202305_RHZ_UP_SF_2",36,0.05403,0.041137,0,"mg N/L","Ammonia 2","1/13/2024 20:30"
"318","MSM_202305_RHZ_UP_SF_3",38,0.048736,0.038343,0,"mg N/L","Ammonia 2","1/13/2024 20:36"
"319","MSM_202305_RHZ_UP_SF_4",39,0.060447,0.044522,0,"mg N/L","Ammonia 2","1/13/2024 20:38"
"320","MSM_202305_RHZ_UP_SF_5",40,0.053813,0.041022,0,"mg N/L","Ammonia 2","1/13/2024 20:41"
"321","MSM_202305_RHZ_UP_SF_6",41,0.097682,0.064169,0,"mg N/L","Ammonia 2","1/13/2024 20:44"
"322","MSM_202305_RHZ_UP_SF_7",42,0.105667,0.068382,0,"mg N/L","Ammonia 2","1/13/2024 20:46"
"323","MSM_202305_RHZ_UP_SF_8",43,0.03727,0.032294,0,"mg N/L","Ammonia 2","1/13/2024 20:49"
"324","MSM_202305_RHZ_TR_SF_1",44,0.174776,0.104846,0,"mg N/L","Ammonia 2","1/13/2024 20:52"
"325","MSM_202305_RHZ_TR_SF_2",45,0.139437,0.0862,0,"mg N/L","Ammonia 2","1/13/2024 20:54"
"326","MSM_202305_RHZ_TR_SF_3",48,0.084871,0.057409,0,"mg N/L","Ammonia 2","1/13/2024 21:02"
"327","MSM_202305_RHZ_TR_SF_4",50,0.112865,0.07218,0,"mg N/L","Ammonia 2","1/13/2024 21:08"
"328","MSM_202305_RHZ_TR_SF_5",52,0.28933,0.165288,0,"mg N/L","Ammonia 2","1/13/2024 21:13"
"329","MSM_202305_RHZ_TR_SF_6",53,0.118526,0.075167,0,"mg N/L","Ammonia 2","1/13/2024 21:16"
"330","MSM_202305_RHZ_TR_SF_7",54,0.127339,0.079817,0,"mg N/L","Ammonia 2","1/13/2024 21:18"
"331","MSM_202305_RHZ_TR_SF_8",55,0.245336,0.142076,0,"mg N/L","Ammonia 2","1/13/2024 21:21"
"332","MSM_202305_RHZ_WC_Col_1",56,0.16897,0.101782,0,"mg N/L","Ammonia 2","1/13/2024 21:24"
"333","MSM_202305_RHZ_WC_Col_2",57,0.156966,0.095449,0,"mg N/L","Ammonia 2","1/13/2024 21:26"
"334","MSM_202305_RHZ_WC_Col_3",60,0.164723,0.099542,0,"mg N/L","Ammonia 2","1/13/2024 21:34"
"335","MSM_202305_RHZ_WC_Col_4",61,0.25735,0.148415,0,"mg N/L","Ammonia 2","1/13/2024 21:37"
"336","MSM_202305_RHZ_WC_Col_5",62,0.212616,0.124811,0,"mg N/L","Ammonia 2","1/13/2024 21:40"
"337","MSM_202305_RHZ_WC_Sip_A",63,0.26606,0.15301,0,"mg N/L","Ammonia 2","1/13/2024 21:42"
"338","MSM_202305_RHZ_WC_Sip_B",65,0.257347,0.148413,0,"mg N/L","Ammonia 2","1/13/2024 21:48"
"339","MSM_202305_RHZ_WC_Sip_C",67,0.285582,0.16331,0,"mg N/L","Ammonia 2","1/13/2024 21:53"
"340","GWI_202305_TR_LysB_10cm",11,0.003835,0.00136,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:40"
"341","GWI_202305_TR_LysB_20cm",12,0.00728,0.002852,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:41"
"342","GWI_202305_TR_LysB_45cm",13,0.00545,0.002059,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:43"
"343","GWI_202305_TR_LysC_10cm",14,0.004044,0.00145,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:44"
"344","GWI_202305_TR_LysC_20cm",15,0.002941,0.000972,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:45"
"345","GWI_202305_TR_LysC_45cm",16,0.012974,0.00532,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:47"
"346","GWI_202305_WC_LysA_10cm",17,0.003319,0.001136,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:48"
"347","GWI_202305_WC_LysA_20cm",18,0.00392,0.001396,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:49"
"348","GWI_202305_WC_LysA_45cm",20,0.006112,0.002346,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:52"
"349","GWI_202305_WC_LysB_10cm",24,0.006877,0.002678,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:58"
"350","GWI_202305_WC_LysB_20cm",25,0.002817,0.000918,0,"mg P/L","o-PHOS 0.3","1/13/2024 22:59"
"351","GWI_202305_WC_LysB_45cm",26,0.003048,0.001019,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:00"
"352","GWI_202305_WC_LysC_10cm",27,0.003318,0.001135,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:02"
"353","GWI_202305_WC_LysC_20cm",28,0.003244,0.001104,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:03"
"354","GWI_202305_SW_A",29,0.003536,0.00123,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:04"
"355","GWI_202305_SW_B",30,0.00326,0.00111,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:06"
"356","GWI_202305_SW_C",31,0.002792,0.000907,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:07"
"357","MSM_202305_RHZ_UP_SF_1",32,0.008483,0.003374,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:08"
"358","MSM_202305_RHZ_UP_SF_2",36,0.00447,0.001635,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:14"
"359","MSM_202305_RHZ_UP_SF_3",38,0.007069,0.002761,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:17"
"360","MSM_202305_RHZ_UP_SF_4",39,0.033742,0.014322,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:18"
"361","MSM_202305_RHZ_UP_SF_5",40,0.00695,0.002709,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:19"
"362","MSM_202305_RHZ_UP_SF_6",41,0.008597,0.003424,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:21"
"363","MSM_202305_RHZ_UP_SF_7",42,0.005573,0.002113,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:22"
"364","MSM_202305_RHZ_UP_SF_8",43,0.003677,0.001291,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:23"
"365","MSM_202305_RHZ_TR_SF_1",44,0.003567,0.001243,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:25"
"366","MSM_202305_RHZ_TR_SF_2",45,0.007533,0.002962,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:26"
"367","MSM_202305_RHZ_TR_SF_3",48,0.004356,0.001585,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:30"
"368","MSM_202305_RHZ_TR_SF_4",50,0.003672,0.001289,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:33"
"369","MSM_202305_RHZ_TR_SF_5",52,0.005018,0.001872,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:35"
"370","MSM_202305_RHZ_TR_SF_6",53,0.003828,0.001357,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:37"
"371","MSM_202305_RHZ_TR_SF_7",54,0.004079,0.001465,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:38"
"372","MSM_202305_RHZ_TR_SF_8",55,0.00695,0.00271,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:40"
"373","MSM_202305_RHZ_WC_Col_1",56,0.004888,0.001816,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:41"
"374","MSM_202305_RHZ_WC_Col_2",57,0.011646,0.004745,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:42"
"375","MSM_202305_RHZ_WC_Col_3",60,0.003679,0.001292,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:46"
"376","MSM_202305_RHZ_WC_Col_4",61,0.017864,0.00744,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:48"
"377","MSM_202305_RHZ_WC_Col_5",62,0.006948,0.002709,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:49"
"378","MSM_202305_RHZ_WC_Sip_A",63,0.005132,0.001921,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:50"
"379","MSM_202305_RHZ_WC_Sip_B",65,0.009664,0.003886,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:53"
"380","MSM_202305_RHZ_WC_Sip_C",67,0.020825,0.008724,0,"mg P/L","o-PHOS 0.3","1/13/2024 23:56"
