"","Date","Plate","Well_ID","SampleID","Dil_Factor","Abs1","Abs2","Notes","FE_2_Curve","FE_Tot_Curve","FE_2_Conc","FE_Tot_Conc","FE_2_Conc_DilCorr","FE_Tot_Conc_DilCorr","FE_3_Conc","FE_2_Conc_Final","FE_3_Conc_Final","FE_2_Info","FE_3_Info"
"1",20221220,"Dilutions2",1,"stds",1,1.224,1.42,"","High","High",429.18141589657,438.854682768061,429.18141589657,438.854682768061,9.67326687149119,429.18141589657,9.67326687149119,"within range","within range"
"2",20221220,"Dilutions2",2,"stds",1,1.338,1.459,"","High","High",470.657994235532,451.6973198147,470.657994235532,451.6973198147,-18.9606744208323,470.657994235532,0,"within range","bdl"
"3",20221220,"Dilutions2",3,"stds",1,1.177,1.4,"","High","High",412.081423072612,432.268715051837,412.081423072612,432.268715051837,20.1872919792244,412.081423072612,20.1872919792244,"within range","within range"
"4",20221220,"Dilutions2",4,"46",7,1.196,1.303,"","High","High",418.994186129106,400.326771628146,2932.95930290374,2802.28740139702,-130.671901506721,2932.95930290374,0,"within range","bdl"
"5",20221220,"Dilutions2",5,"46",7,1.03,1.338,"","High","High",358.598466793424,411.852215131539,2510.18926755397,2882.96550592077,372.776238366806,2510.18926755397,372.776238366806,"within range","within range"
"6",20221220,"Dilutions2",7,"62",7,0.987,1.182,"","High","High",342.953792507675,360.481666944985,2400.67654755373,2523.37166861489,122.695121061166,2400.67654755373,122.695121061166,"within range","within range"
"7",20221220,"Dilutions2",8,"62",7,1.047,1.18,"","High","High",364.783570580813,359.823070173362,2553.48499406569,2518.76149121354,-34.7235028521568,2553.48499406569,0,"within range","bdl"
"8",20221220,"Dilutions2",10,"69",7,0.192,0.262,"","Low","Low",49.1087086649666,45.8256138816332,343.760960654766,320.779297171432,-22.9816634833339,343.760960654766,0,"within range","bdl"
"9",20221220,"Dilutions2",11,"69",7,0.176,0.241,"","Low","Low",44.0424124463681,41.536011657546,308.296887124577,290.752081602822,-17.5448055217549,308.296887124577,0,"within range","bdl"
"10",20221220,"Dilutions2",13,"stds",1,0.062,0.08,"","Low","Low",7.94505188885395,8.64906127287746,7.94505188885395,8.64906127287746,0.704009384023514,7.94505188885395,0.704009384023514,"within range","within range"
"11",20221220,"Dilutions2",14,"stds",1,0.066,0.084,"","Low","Low",9.21162594350357,9.46612836317979,9.21162594350357,9.46612836317979,0.254502419676218,9.21162594350357,0.254502419676218,"within range","within range"
"12",20221220,"Dilutions2",15,"stds",1,0.065,0.084,"","Low","Low",8.89498242984117,9.46612836317979,8.89498242984117,9.46612836317979,0.571145933338622,8.89498242984117,0.571145933338622,"within range","within range"
"13",20221220,"Dilutions2",16,"51",7,0.226,0.325,"","High","High",66.0794406133753,78.2729503047462,462.556084293627,547.910652133223,85.3545678395962,462.556084293627,85.3545678395962,"within range","within range"
"14",20221220,"Dilutions2",17,"51",7,0.217,0.312,"","High","High",62.8049739024046,73.9920712892,439.634817316832,517.9444990244,78.3096817075677,439.634817316832,78.3096817075677,"within range","within range"
"15",20221220,"Dilutions2",18,"51",7,0.204,0.315,"","High","High",58.0751886532247,74.9799664466338,406.526320572573,524.859765126436,118.333444553863,406.526320572573,118.333444553863,"within range","within range"
"16",20221220,"Dilutions2",19,"63",7,0.289,0.381,"","High","High",89.0007075901702,96.713659910176,623.004953131191,676.995619371232,53.9906662400409,623.004953131191,53.9906662400409,"within range","within range"
"17",20221220,"Dilutions2",20,"63",7,0.275,0.349,"","High","High",83.907092706438,86.1761115642161,587.349648945066,603.232780949513,15.8831320044468,587.349648945066,15.8831320044468,"within range","within range"
"18",20221220,"Dilutions2",21,"63",7,0.239,0.347,"","High","High",70.8092258625552,85.5175147925936,495.664581037886,598.622603548156,102.958022510269,495.664581037886,102.958022510269,"within range","within range"
"19",20221220,"Dilutions2",22,"70",7,0.977,1.111,"","High","High",339.315496162152,337.101481552386,2375.20847313507,2359.7103708667,-15.4981022683623,2375.20847313507,0,"within range","bdl"
"20",20221220,"Dilutions2",24,"70",7,1.005,1.273,"","High","High",349.502725929617,390.447820053808,2446.51908150732,2733.13474037666,286.615658869341,2446.51908150732,286.615658869341,"within range","within range"
"21",20221220,"Dilutions2",25,"stds",1,0.038,0.04,"","Low","Low",0.345607560956224,0.478390369854224,0.345607560956224,0.478390369854224,0.132782808897999,0.345607560956224,0.132782808897999,"within range","within range"
"22",20221220,"Dilutions2",26,"stds",1,0.039,0.041,"","Low","Low",0.66225107461863,0.682657142429805,0.66225107461863,0.682657142429805,0.020406067811175,0.66225107461863,0.020406067811175,"within range","within range"
"23",20221220,"Dilutions2",27,"stds",1,0.038,0.041,"","Low","Low",0.345607560956224,0.682657142429805,0.345607560956224,0.682657142429805,0.33704958147358,0.345607560956224,0.33704958147358,"within range","within range"
"24",20221220,"Dilutions2",29,"54",7,0.15,0.251,"","Low","Low",35.8096810911456,43.5786793833018,250.667767638019,305.050755683113,54.3829880450935,250.667767638019,54.3829880450935,"within range","within range"
"25",20221220,"Dilutions2",30,"54",7,0.166,0.247,"","Low","Low",40.8759773097441,42.7616122929995,286.131841168209,299.331286050996,13.1994448827878,286.131841168209,13.1994448827878,"within range","within range"
"26",20221220,"Dilutions2",31,"64",7,0.868,1.086,"","High","High",299.658065995952,328.869021907105,2097.60646197166,2302.08315334974,204.476691378075,2097.60646197166,204.476691378075,"within range","within range"
"27",20221220,"Dilutions2",32,"64",7,0.8,1.024,"","High","High",274.917650846395,308.452521986808,1924.42355592477,2159.16765390765,234.744097982887,1924.42355592477,234.744097982887,"within range","within range"
"28",20221220,"Dilutions2",37,"stds",1,0.038,0.039,"","Low","Low",0.345607560956224,0.274123597278643,0.345607560956224,0.274123597278643,-0.0714839636775818,0.345607560956224,0,"within range","bdl"
"29",20221220,"Dilutions2",38,"stds",1,0.038,0.038,"","Low","Low",0.345607560956224,0.0698568247030614,0.345607560956224,0.0698568247030614,-0.275750736253163,0.345607560956224,0,"within range","bdl"
"30",20221220,"Dilutions2",39,"stds",1,0.037,0.046,"","Low","Low",0.0289640472938189,1.70399100530771,0.0289640472938189,1.70399100530771,1.67502695801389,0.0289640472938189,1.67502695801389,"within range","within range"
"31",20221220,"Dilutions2",41,"55",7,0.187,0.295,"","Low","Low",47.5254910966546,52.5664173766274,332.678437676582,367.964921636392,35.2864839598093,332.678437676582,35.2864839598093,"within range","within range"
"32",20221220,"Dilutions2",42,"55",7,0.181,0.278,"","Low","Low",45.6256300146802,49.0938822428425,319.379410102761,343.657175699898,24.2777655971364,319.379410102761,24.2777655971364,"within range","within range"
"33",20221220,"Dilutions2",43,"64d",7,0.744,0.933,"","High","High",254.543191311466,278.486368877984,1781.80233918027,1949.40458214589,167.602242965625,1781.80233918027,167.602242965625,"within range","within range"
"34",20221220,"Dilutions2",44,"64d",7,0.773,0.949,"","High","High",265.094250713483,283.755143050964,1855.65975499438,1986.28600135675,130.626246362367,1855.65975499438,130.626246362367,"within range","within range"
"35",20221220,"Dilutions2",46,"72",7,0.504,0.704,"","High","High",167.224079018915,203.077038527209,1170.5685531324,1421.53926969046,250.970716558059,1170.5685531324,250.970716558059,"within range","within range"
"36",20221220,"Dilutions2",47,"72",7,0.481,0.653,"","High","High",158.855997424212,186.282820850835,1111.99198196948,1303.97974595585,191.987763986364,1111.99198196948,191.987763986364,"within range","within range"
"37",20221220,"Dilutions2",49,"stds",1,0.041,0.19,"","Low","Low",1.29553810194344,31.1184062561914,1.29553810194344,31.1184062561914,29.8228681542479,1.29553810194344,29.8228681542479,"within range","within range"
"38",20221220,"Dilutions2",50,"stds",1,0.041,0.219,"","Low","Low",1.29553810194344,37.0421426608832,1.29553810194344,37.0421426608832,35.7466045589398,1.29553810194344,35.7466045589398,"within range","within range"
"39",20221220,"Dilutions2",51,"stds",1,0.041,0.213,"","Low","Low",1.29553810194344,35.8165420254297,1.29553810194344,35.8165420254297,34.5210039234863,1.29553810194344,34.5210039234863,"within range","within range"
"40",20221220,"Dilutions2",53,"58",7,1.013,1.163,"","High","High",352.413363006035,354.224997614571,2466.89354104225,2479.574983302,12.6814422597522,2466.89354104225,12.6814422597522,"within range","within range"
"41",20221220,"Dilutions2",54,"58",7,1.081,1.221,"","High","High",377.153778155591,373.324303991623,2640.07644708914,2613.27012794136,-26.8063191477763,2640.07644708914,0,"within range","bdl"
"42",20221220,"Dilutions2",59,"73",7,0.691,0.875,"","High","High",235.260220680195,259.387062500932,1646.82154476136,1815.70943750652,168.887892745161,1646.82154476136,168.887892745161,"within range","within range"
"43",20221220,"Dilutions2",60,"73",7,0.741,0.974,"","High","High",253.45170240781,291.987602696245,1774.16191685467,2043.91321887372,269.75130201905,1774.16191685467,269.75130201905,"within range","within range"
"44",20221220,"Dilutions2",61,"stds",1,0.038,0.059,"","Low","Low",0.345607560956224,4.35945904879026,0.345607560956224,4.35945904879026,4.01385148783404,0.345607560956224,4.01385148783404,"within range","within range"
"45",20221220,"Dilutions2",62,"stds",1,0.038,0.062,"","Low","Low",0.345607560956224,4.97225936651701,0.345607560956224,4.97225936651701,4.62665180556078,0.345607560956224,4.62665180556078,"within range","within range"
"46",20221220,"Dilutions2",63,"stds",1,0.038,0.064,"","Low","Low",0.345607560956224,5.38079291166817,0.345607560956224,5.38079291166817,5.03518535071194,0.345607560956224,5.03518535071194,"within range","within range"
"47",20221220,"Dilutions2",64,"59",7,0.453,0.605,"","High","High",148.668767656747,170.476498331895,1040.68137359723,1193.33548832327,152.654114726036,1040.68137359723,152.654114726036,"within range","within range"
"48",20221220,"Dilutions2",65,"59",7,0.433,0.606,"","High","High",141.392174965701,170.805796717707,989.745224759909,1195.64057702395,205.895352264037,989.745224759909,205.895352264037,"within range","within range"
"49",20221220,"Dilutions2",67,"stds",7,0.037,0.039,"","Low","Low",0.0289640472938189,0.274123597278643,0.202748331056733,1.9188651809505,1.71611684989377,0.202748331056733,1.71611684989377,"within range","within range"
"50",20221220,"Dilutions2",73,"stds",1,0.037,0.039,"","Low","Low",0.0289640472938189,0.274123597278643,0.0289640472938189,0.274123597278643,0.245159549984824,0.0289640472938189,0.245159549984824,"within range","within range"
"51",20221220,"Dilutions2",74,"stds",1,0.037,0.038,"","Low","Low",0.0289640472938189,0.0698568247030614,0.0289640472938189,0.0698568247030614,0.0408927774092425,0.0289640472938189,0.0408927774092425,"within range","within range"
"52",20221220,"Dilutions2",75,"stds",1,0.037,0.04,"","Low","Low",0.0289640472938189,0.478390369854224,0.0289640472938189,0.478390369854224,0.449426322560405,0.0289640472938189,0.449426322560405,"within range","within range"
"53",20221220,"Dilutions2",76,"60",7,0.187,0.274,"","Low","Low",47.5254910966546,48.2768151525402,332.678437676582,337.937706067781,5.2592683911991,332.678437676582,5.2592683911991,"within range","within range"
"54",20221220,"Dilutions2",77,"60",7,0.184,0.273,"","Low","Low",46.5755605556674,48.0725483799646,326.028923889672,336.507838659752,10.4789147700805,326.028923889672,10.4789147700805,"within range","within range"
"55",20221220,"Dilutions2",79,"stds",7,0.038,0.04,"","Low","Low",0.345607560956224,0.478390369854224,2.41925292669357,3.34873258897957,0.929479662285996,2.41925292669357,0.929479662285996,"within range","within range"
"56",20221220,"Dilutions2",84,"82",7,0.287,0.411,"","High","High",88.2730483210656,106.592611484513,617.911338247459,746.148280391594,128.236942144135,617.911338247459,128.236942144135,"within range","within range"
"57",20221220,"Dilutions2",85,"stds",1,0.037,0.038,"","Low","Low",0.0289640472938189,0.0698568247030614,0.0289640472938189,0.0698568247030614,0.0408927774092425,0.0289640472938189,0.0408927774092425,"within range","within range"
"58",20221220,"Dilutions2",86,"stds",1,0.037,0.038,"","Low","Low",0.0289640472938189,0.0698568247030614,0.0289640472938189,0.0698568247030614,0.0408927774092425,0.0289640472938189,0.0408927774092425,"within range","within range"
"59",20221220,"Dilutions2",87,"stds",1,0.037,0.038,"","Low","Low",0.0289640472938189,0.0698568247030614,0.0289640472938189,0.0698568247030614,0.0408927774092425,0.0289640472938189,0.0408927774092425,"within range","within range"
"60",20221220,"Dilutions2",88,"stds",7,0.037,0.042,"","Low","Low",0.0289640472938189,0.886923915005386,0.202748331056733,6.2084674050377,6.00571907398097,0.202748331056733,6.00571907398097,"within range","within range"
"61",20221220,"Dilutions2",89,"61",7,0.429,0.645,"","High","High",139.936856427492,183.648433764345,979.557994992445,1285.53903635042,305.981041357971,979.557994992445,305.981041357971,"within range","within range"
"62",20221220,"Dilutions2",90,"61",7,0.466,0.635,"","High","High",153.398552905927,180.355449906233,1073.78987034149,1262.48814934363,188.698279002139,1073.78987034149,188.698279002139,"within range","within range"
"63",20221220,"Dilutions2",96,"82",7,0.277,0.398,"","High","High",84.6347519755426,102.311732468967,592.443263828798,716.182127282771,123.738863453972,592.443263828798,123.738863453972,"within range","within range"
"64",20221220,"Dilutions3",1,"stds",1,1.231,0.087,"","High","Low",431.728223338436,10.0789286809065,431.728223338436,10.0789286809065,-421.64929465753,431.728223338436,0,"within range","bdl"
"65",20221220,"Dilutions3",2,"stds",1,1.3,0.089,"","High","Low",456.832468122545,10.4874622260577,456.832468122545,10.4874622260577,-446.345005896487,456.832468122545,0,"within range","bdl"
"66",20221220,"Dilutions3",3,"stds",1,1.535,0.081,"","High","Low",542.332432242335,8.85332804545305,542.332432242335,8.85332804545305,-533.479104196882,542.332432242335,0,"within range","bdl"
"67",20221220,"Dilutions3",4,"5",7,0.276,0.433,"","High","High",84.2709223409903,113.837175972361,589.896456386932,796.860231806526,206.963775419594,589.896456386932,206.963775419594,"within range","within range"
"68",20221220,"Dilutions3",5,"5",7,0.261,0.39,"","High","High",78.8134778227058,99.6773453824773,551.694344758941,697.741417677341,146.0470729184,551.694344758941,146.0470729184,"within range","within range"
"69",20221220,"Dilutions3",8,"29",7,0.404,0.957,"","High","High",130.841115563685,286.389530137454,915.887808945792,2004.72671096218,1088.83890201639,915.887808945792,1088.83890201639,"within range","within range"
"70",20221220,"Dilutions3",9,"29",7,0.418,0.945,"","High","High",135.934730447417,282.437949507719,951.543113131918,1977.06564655403,1025.52253342212,951.543113131918,1025.52253342212,"within range","within range"
"71",20221220,"Dilutions3",10,"38",7,1.943,0.467,"","High","High",690.774923139674,125.033321089943,4835.42446197771,875.233247629603,-3960.19121434811,4835.42446197771,0,"within range","bdl"
"72",20221220,"Dilutions3",12,"38",7,1.723,0.411,"","High","High",610.732403538168,106.592611484513,4275.12682476717,746.148280391594,-3528.97854437558,4275.12682476717,0,"within range","bdl"
"73",20221220,"Dilutions3",13,"stds",1,0.066,0.04,"","Low","Low",9.21162594350357,0.478390369854224,9.21162594350357,0.478390369854224,-8.73323557364935,9.21162594350357,0,"within range","bdl"
"74",20221220,"Dilutions3",14,"stds",1,0.07,0.041,"","Low","Low",10.4781999981532,0.682657142429805,10.4781999981532,0.682657142429805,-9.79554285572339,10.4781999981532,0,"within range","bdl"
"75",20221220,"Dilutions3",15,"stds",1,0.067,0.04,"","Low","Low",9.52826945716598,0.478390369854224,9.52826945716598,0.478390369854224,-9.04987908731175,9.52826945716598,0,"within range","bdl"
"76",20221220,"Dilutions3",16,"8",7,0.302,0.698,"","High","High",93.7304928393501,201.101248212341,656.113449875451,1407.70873748639,751.595287610938,656.113449875451,751.595287610938,"within range","within range"
"77",20221220,"Dilutions3",17,"8",7,0.304,0.61,"","High","High",94.4581521084547,172.122990260952,661.207064759183,1204.86093182666,543.653867067478,661.207064759183,543.653867067478,"within range","within range"
"78",20221220,"Dilutions3",18,"8",7,0.271,0.615,"","High","High",82.4517741682288,173.769482190008,577.162419177602,1216.38637533005,639.223956152453,577.162419177602,639.223956152453,"within range","within range"
"79",20221220,"Dilutions3",19,"30",7,0.822,0.727,"","High","High",282.921902806546,210.650901400867,1980.45331964582,1474.55630980607,-505.897009839749,1980.45331964582,0,"within range","bdl"
"80",20221220,"Dilutions3",21,"30",7,0.716,0.701,"","High","High",244.355961544002,202.089143369775,1710.49173080801,1414.62400358842,-295.86772721959,1710.49173080801,0,"within range","bdl"
"81",20221220,"Dilutions3",23,"39",7,0.294,0.475,"","High","High",90.8198557629317,127.667708176433,635.738990340522,893.673957235033,257.934966894511,635.738990340522,257.934966894511,"within range","within range"
"82",20221220,"Dilutions3",24,"39",7,0.301,0.444,"","High","High",93.3666632047978,117.459458216285,653.566642433585,822.216207513992,168.649565080408,653.566642433585,168.649565080408,"within range","within range"
"83",20221220,"Dilutions3",25,"stds",1,0.039,0.038,"","Low","Low",0.66225107461863,0.0698568247030614,0.66225107461863,0.0698568247030614,-0.592394249915568,0.66225107461863,0,"within range","bdl"
"84",20221220,"Dilutions3",26,"stds",1,0.039,0.038,"","Low","Low",0.66225107461863,0.0698568247030614,0.66225107461863,0.0698568247030614,-0.592394249915568,0.66225107461863,0,"within range","bdl"
"85",20221220,"Dilutions3",27,"stds",1,0.038,0.038,"","Low","Low",0.345607560956224,0.0698568247030614,0.345607560956224,0.0698568247030614,-0.275750736253163,0.345607560956224,0,"within range","bdl"
"86",20221220,"Dilutions3",29,"9",7,0.43,0.082,"","High","Low",140.300686062044,9.05759481802863,982.104802434311,63.4031637262004,-918.70163870811,982.104802434311,0,"within range","bdl"
"87",20221220,"Dilutions3",30,"9",7,0.462,0.08,"","High","Low",151.943234367718,8.64906127287746,1063.60264057403,60.5434289101422,-1003.05921166388,1063.60264057403,0,"within range","bdl"
"88",20221220,"Dilutions3",31,"31",7,0.54,0.866,"","High","High",180.321945862797,256.423377028631,1262.25362103958,1794.96363920041,532.710018160833,1262.25362103958,532.710018160833,"within range","within range"
"89",20221220,"Dilutions3",33,"31",7,0.519,0.851,"","High","High",172.681523537199,251.483901241462,1208.77066476039,1760.38730869023,551.616643929841,1208.77066476039,551.616643929841,"within range","within range"
"90",20221220,"Dilutions3",35,"40",7,0.329,1.345,"","High","High",103.553892972262,414.157303832218,724.877250805835,2899.10112682553,2174.22387601969,724.877250805835,2174.22387601969,"within range","within range"
"91",20221220,"Dilutions3",36,"40",7,0.32,1.051,"","High","High",100.279426261291,317.343578403711,701.95598382904,2221.40504882598,1519.44906499694,701.95598382904,1519.44906499694,"within range","within range"
