"","Date","Plate","Well_ID","SampleID","Dil_Factor","Abs1","Abs2","Notes","FE_2_Curve","FE_Tot_Curve","FE_2_Conc","FE_Tot_Conc","FE_2_Conc_DilCorr","FE_Tot_Conc_DilCorr","FE_3_Conc","FE_2_Conc_Final","FE_3_Conc_Final","FE_2_Info","FE_3_Info"
"92",20221220,"Dilutions3",37,"stds",1,0.038,0.216,"","Low","Low",0.345607560956224,36.4293423431565,0.345607560956224,36.4293423431565,36.0837347822003,0.345607560956224,36.0837347822003,"within range","within range"
"93",20221220,"Dilutions3",38,"stds",1,0.037,0.149,"","Low","Low",0.0289640472938189,22.7434685805925,0.0289640472938189,22.7434685805925,22.7145045332987,0.0289640472938189,22.7145045332987,"within range","within range"
"94",20221220,"Dilutions3",39,"stds",1,0.037,0.191,"","Low","Low",0.0289640472938189,31.322673028767,0.0289640472938189,31.322673028767,31.2937089814731,0.0289640472938189,31.2937089814731,"within range","within range"
"95",20221220,"Dilutions3",40,"10",7,0.069,0.262,"","Low","Low",10.1615564844908,45.8256138816332,71.1308953914355,320.779297171432,249.648401779997,71.1308953914355,249.648401779997,"within range","within range"
"96",20221220,"Dilutions3",41,"10",7,0.065,0.291,"","Low","Low",8.89498242984117,51.749350286325,62.2648770088882,362.245452004275,299.980574995387,62.2648770088882,299.980574995387,"within range","within range"
"97",20221220,"Dilutions3",42,"10",7,0.063,0.279,"","Low","Low",8.26169540251635,49.2981490154181,57.8318678176145,345.087043107927,287.255175290312,57.8318678176145,287.255175290312,"within range","within range"
"98",20221220,"Dilutions3",44,"31d",7,0.577,0.985,"","High","High",193.783642341232,295.609884940169,1356.48549638863,2069.26919458118,712.783698192557,1356.48549638863,712.783698192557,"within range","within range"
"99",20221220,"Dilutions3",45,"31d",7,0.559,0.846,"","High","High",187.234708919291,249.837409312406,1310.64296243504,1748.86186518684,438.218902751803,1310.64296243504,438.218902751803,"within range","within range"
"100",20221220,"Dilutions3",46,"41",7,1.112,0.243,"","High","Low",388.432496826713,41.9445452026972,2719.02747778699,293.61181641888,-2425.41566136811,2719.02747778699,0,"within range","bdl"
"101",20221220,"Dilutions3",47,"41",7,1.212,0.248,"","High","Low",424.815460281943,42.9658790655751,2973.7082219736,300.761153459025,-2672.94706851457,2973.7082219736,0,"within range","bdl"
"102",20221220,"Dilutions3",49,"stds",1,0.043,0.061,"","Low","Low",1.92882512926825,4.76799259394142,1.92882512926825,4.76799259394142,2.83916746467317,1.92882512926825,2.83916746467317,"within range","within range"
"103",20221220,"Dilutions3",50,"stds",1,0.043,0.057,"","Low","Low",1.92882512926825,3.9509255036391,1.92882512926825,3.9509255036391,2.02210037437085,1.92882512926825,2.02210037437085,"within range","within range"
"104",20221220,"Dilutions3",51,"stds",1,0.043,0.059,"","Low","Low",1.92882512926825,4.35945904879026,1.92882512926825,4.35945904879026,2.43063391952201,1.92882512926825,2.43063391952201,"within range","within range"
"105",20221220,"Dilutions3",53,"11",7,0.179,0.408,"","Low","High",44.9923429873554,105.60471632708,314.946400911487,739.233014289558,424.28661337807,314.946400911487,424.28661337807,"within range","within range"
"106",20221220,"Dilutions3",54,"11",7,0.172,0.421,"","Low","High",42.7758383917185,109.885595342626,299.43086874203,769.199167398381,469.768298656352,299.43086874203,469.768298656352,"within range","within range"
"107",20221220,"Dilutions3",55,"32",7,0.835,0.757,"","High","High",287.651688055726,220.529852975205,2013.56181639008,1543.70897082643,-469.852845563646,2013.56181639008,0,"within range","bdl"
"108",20221220,"Dilutions3",56,"32",7,0.782,0.814,"","High","High",268.368717424454,239.299860966446,1878.58102197118,1675.09902676512,-203.481995206056,1878.58102197118,0,"within range","bdl"
"109",20221220,"Dilutions3",59,"42",7,0.157,0.483,"","Low","High",38.0261856867824,130.302095262923,266.183299807477,912.114666840463,645.931367032985,266.183299807477,645.931367032985,"within range","within range"
"110",20221220,"Dilutions3",60,"42",7,0.165,0.391,"","Low","High",40.5593337960817,100.006643768289,283.915336572572,700.04650637802,416.131169805448,283.915336572572,416.131169805448,"within range","within range"
"111",20221220,"Dilutions3",61,"stds",1,0.039,0.039,"","Low","Low",0.66225107461863,0.274123597278643,0.66225107461863,0.274123597278643,-0.388127477339987,0.66225107461863,0,"within range","bdl"
"112",20221220,"Dilutions3",62,"stds",1,0.039,0.04,"","Low","Low",0.66225107461863,0.478390369854224,0.66225107461863,0.478390369854224,-0.183860704764406,0.66225107461863,0,"within range","bdl"
"113",20221220,"Dilutions3",63,"stds",1,0.04,0.039,"","Low","Low",0.978894588281035,0.274123597278643,0.978894588281035,0.274123597278643,-0.704770991002393,0.978894588281035,0,"within range","bdl"
"114",20221220,"Dilutions3",65,"12",7,0.27,0.585,"","High","High",82.0879445336765,163.89053061567,574.615611735736,1147.23371430969,572.618102573957,574.615611735736,572.618102573957,"within range","within range"
"115",20221220,"Dilutions3",66,"12",7,0.279,0.567,"","High","High",85.3624112446472,157.963159671068,597.53687871253,1105.74211769748,508.205238984945,597.53687871253,508.205238984945,"within range","within range"
"116",20221220,"Dilutions3",67,"32spk",7,0.621,1.203,"","High","High",209.792146261534,367.396933047021,1468.54502383074,2571.77853132915,1103.23350749841,1468.54502383074,1103.23350749841,"within range","within range"
"117",20221220,"Dilutions3",69,"32spk",7,0.615,1.167,"","High","High",207.60916845422,355.542191157816,1453.26417917954,2488.79533810471,1035.53115892517,1453.26417917954,1035.53115892517,"within range","within range"
"118",20221220,"Dilutions3",70,"43",7,0.352,1.016,"","High","High",111.921974566965,305.818134900318,783.453821968755,2140.72694430222,1357.27312233347,783.453821968755,1357.27312233347,"within range","within range"
"119",20221220,"Dilutions3",72,"43",7,0.324,1.063,"","High","High",101.734744799501,321.295159033446,712.143213596505,2249.06611323412,1536.92289963762,712.143213596505,1536.92289963762,"within range","within range"
"120",20221220,"Dilutions3",73,"stds",1,0.037,0.038,"","Low","Low",0.0289640472938189,0.0698568247030614,0.0289640472938189,0.0698568247030614,0.0408927774092425,0.0289640472938189,0.0408927774092425,"within range","within range"
"121",20221220,"Dilutions3",74,"stds",1,0.038,0.038,"","Low","Low",0.345607560956224,0.0698568247030614,0.345607560956224,0.0698568247030614,-0.275750736253163,0.345607560956224,0,"within range","bdl"
"122",20221220,"Dilutions3",75,"stds",1,0.037,0.038,"","Low","Low",0.0289640472938189,0.0698568247030614,0.0289640472938189,0.0698568247030614,0.0408927774092425,0.0289640472938189,0.0408927774092425,"within range","within range"
"123",20221220,"Dilutions3",77,"26",7,0.427,0.887,"","High","High",139.209197158388,263.338643130667,974.464380108713,1843.37050191467,868.906121805955,974.464380108713,868.906121805955,"within range","within range"
"124",20221220,"Dilutions3",78,"26",7,0.415,0.816,"","High","High",134.84324154376,239.958457738068,943.902690806319,1679.70920416648,735.806513360159,943.902690806319,735.806513360159,"within range","within range"
"125",20221220,"Dilutions3",79,"35",7,1.147,0.399,"","High","High",401.166534036043,102.641030854778,2808.1657382523,718.487215983449,-2089.67852226885,2808.1657382523,0,"within range","bdl"
"126",20221220,"Dilutions3",80,"35",7,1.22,0.365,"","High","High",427.726097358361,91.4448857371961,2994.08268150853,640.114200160373,-2353.96848134815,2994.08268150853,0,"within range","bdl"
"127",20221220,"Dilutions3",82,"44",7,0.898,0.836,"","High","High",310.572955032521,246.544425454293,2174.01068522764,1725.81097818005,-448.199707047591,2174.01068522764,0,"within range","bdl"
"128",20221220,"Dilutions3",84,"44",7,0.945,0.733,"","High","High",327.672947856479,212.626691715735,2293.71063499535,1488.38684201014,-805.323792985206,2293.71063499535,0,"within range","bdl"
"129",20221220,"Dilutions3",85,"stds",1,0.037,0,"","Low","Low",0.0289640472938189,-7.69228053316902,0.0289640472938189,-7.69228053316902,-7.72124458046283,0.0289640472938189,0,"within range","bdl"
"130",20221220,"Dilutions3",86,"stds",1,0.037,0,"","Low","Low",0.0289640472938189,-7.69228053316902,0.0289640472938189,-7.69228053316902,-7.72124458046283,0.0289640472938189,0,"within range","bdl"
"131",20221220,"Dilutions3",87,"stds",1,0.037,0,"","Low","Low",0.0289640472938189,-7.69228053316902,0.0289640472938189,-7.69228053316902,-7.72124458046283,0.0289640472938189,0,"within range","bdl"
"132",20221220,"Dilutions3",88,"28",7,0.698,0,"","High","Low",237.807028122061,-7.69228053316902,1664.64919685442,-53.8459637321831,-1718.49516058661,1664.64919685442,0,"within range","bdl"
"133",20221220,"Dilutions3",89,"28",7,0.63,0,"","High","Low",213.066612972504,-7.69228053316902,1491.46629080753,-53.8459637321831,-1545.31225453971,1491.46629080753,0,"within range","bdl"
"134",20221220,"Dilutions3",90,"28",7,0.561,0,"","High","Low",187.962368188396,-7.69228053316902,1315.73657731877,-53.8459637321831,-1369.58254105095,1315.73657731877,0,"within range","bdl"
"135",20221220,"Dilutions3",91,"37",7,0.257,0,"","High","Low",77.3581592844966,-7.69228053316902,541.507114991476,-53.8459637321831,-595.353078723659,541.507114991476,0,"within range","bdl"
"136",20221220,"Dilutions3",92,"37",7,0.264,0,"","High","Low",79.9049667263627,-7.69228053316902,559.334767084539,-53.8459637321831,-613.180730816722,559.334767084539,0,"within range","bdl"
"137",20221220,"Dilutions3",94,"45",7,0.481,0,"","High","Low",158.855997424212,-7.69228053316902,1111.99198196948,-53.8459637321831,-1165.83794570166,1111.99198196948,0,"within range","bdl"
"138",20221220,"Dilutions3",95,"45",7,0.426,0,"","High","Low",138.845367523835,-7.69228053316902,971.917572666847,-53.8459637321831,-1025.76353639903,971.917572666847,0,"within range","bdl"
"139",20221220,"Dilutions3",96,"45",7,0.549,0,"","High","Low",183.596412573768,-7.69228053316902,1285.17488801638,-53.8459637321831,-1339.02085174856,1285.17488801638,0,"within range","bdl"
