"","Date","SampleID","FE_3_Conc","FE_2_Conc_Final","FE_3_Conc_Final","FE_2_Info","FE_3_Info"
"1",20221219,"1",-1.3819038631905,5.12878804440438,0,"within range","bdl"
"2",20221219,"1",-1.3819038631905,5.12878804440438,0,"within range","bdl"
"3",20221219,"1",-4.35991142371618,8.33543327630243,0,"within range","bdl"
"4",20221219,"15",-5.04909177079606,10.1678019802442,0,"within range","bdl"
"5",20221219,"15",-4.81882043294231,9.2516176282733,0,"within range","bdl"
"6",20221219,"15",-5.04827493755537,9.70970980425874,0,"within range","bdl"
"7",20221219,"2",-1.83917920593525,5.12878804440438,0,"within range","bdl"
"8",20221219,"2",-1.15163252533675,4.21260369243351,0,"within range","bdl"
"9",20221219,"2",-1.15163252533675,4.21260369243351,0,"within range","bdl"
"10",20221219,"16",-1.37781969698705,2.8383271644772,0,"within range","bdl"
"11",20221219,"16",-1.14918202561468,2.8383271644772,0,"within range","bdl"
"12",20221219,"16",-1.14836519237399,2.38023498849176,0,"within range","bdl"
"13",20221219,"3",-4.36317875667894,10.1678019802442,0,"within range","bdl"
"14",20221219,"3",-2.98808539548194,8.33543327630243,0,"within range","bdl"
"15",20221219,"3",-3.67481524283976,8.79352545228787,0,"within range","bdl"
"16",20221219,"17",-0.460001678534797,1.00595846053546,0,"within range","bdl"
"17",20221219,"17",-0.460001678534797,1.00595846053546,0,"within range","bdl"
"18",20221219,"4",-2.98645172900056,7.41924892433156,0,"within range","bdl"
"19",20221219,"4",-3.21508940037294,7.41924892433156,0,"within range","bdl"
"20",20221219,"4",-2.52754271977444,6.50306457236069,0,"within range","bdl"
"21",20221219,"18",-2.06536637758555,3.75451151644807,0,"within range","bdl"
"22",20221219,"18",-1.37781969698705,2.8383271644772,0,"within range","bdl"
"23",20221219,"18",-1.60645736835942,2.8383271644772,0,"within range","bdl"
"24",20221219,"19",-0.460818511775489,1.46405063652089,0,"within range","bdl"
"25",20221219,"19",-1.60645736835942,2.8383271644772,0,"within range","bdl"
"26",20221219,"19",-1.60645736835942,2.8383271644772,0,"within range","bdl"
"27",20221219,"6",113.126731296154,437.67593731966,113.126731296154,"within range","within range"
"28",20221219,"6",86.0039359296055,472.91822117488,86.0039359296055,"within range","within range"
"29",20221219,"20",-0.918910687760923,1.92214281250633,0,"within range","bdl"
"30",20221219,"20",-0.918093854520234,1.46405063652089,0,"within range","bdl"
"31",20221219,"20",-0.689456183147863,1.46405063652089,0,"within range","bdl"
"32",20221219,"7",60.1307544094399,341.696951501189,60.1307544094399,"within range","within range"
"33",20221219,"7",41.9509967119845,393.060705630605,41.9509967119845,"within range","within range"
"34",20221219,"7",126.493398386982,329.69957827388,126.493398386982,"within range","within range"
"35",20221219,"13",-1.14836519237399,2.38023498849176,0,"within range","bdl"
"36",20221219,"13",-1.37700286374636,2.38023498849176,0,"within range","bdl"
"37",20221219,"13",-1.37700286374636,2.38023498849176,0,"within range","bdl"
"38",20221219,"21",-1.37781969698705,2.8383271644772,0,"within range","bdl"
"39",20221219,"21",-0.918910687760923,1.92214281250633,0,"within range","bdl"
"40",20221219,"21",-1.14836519237399,2.38023498849176,0,"within range","bdl"
"41",20221219,"14",-0.919727521001613,2.38023498849176,0,"within range","bdl"
"42",20221219,"14",-0.918910687760923,1.92214281250633,0,"within range","bdl"
"43",20221219,"14",-1.14999885885537,3.29641934046264,0,"within range","bdl"
"44",20221219,"22",-0.464085844738249,3.29641934046264,0,"within range","bdl"
"45",20221219,"22",-1.6080910348408,3.75451151644807,0,"within range","bdl"
"46",20221219,"22",-0.69190668286993,2.8383271644772,0,"within range","bdl"
