Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.19,0.196,0.204,0.326,0.342,0.494,0.233,0.212,0.237,0.436,0.29,0.632
B,0.063,0.063,0.062,0.716,1.042,0.983,0.362,0.304,0.268,0.041,0.041,0.041
C,0.041,0.041,0.04,0.077,0.082,0.08,0.409,0.394,0.3,0.278,0.277,0.724
D,0.038,0.038,0.038,0.497,0.493,0.364,0.293,0.306,0.332,0.052,0.053,0.055
E,0.04,0.041,0.04,0.334,0.336,0.335,0.271,0.252,0.266,0.042,0.045,0.043
F,0.038,0.039,0.039,0.424,0.404,0.448,0.26,0.315,0.225,0.112,0.126,0.132
G,0.038,0.038,0.038,0.225,0.273,0.223,0.215,0.202,0.225,0.044,0.044,0.044
H,0.038,0.039,0.038,0.647,0.665,0.833,0.093,0.095,0.093,0.063,0.065,0.084
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.307,0.314,0.308,0.732,0.767,0.785,0.624,0.553,0.539,0.907,0.858,0.929
B,0.084,0.081,0.079,1.265,1.396,1.416,0.59,0.514,0.469,0.044,0.045,0.044
C,0.042,0.042,0.041,0.12,0.118,0.119,0.849,0.812,0.698,0.839,0.767,0.896
D,0.038,0.038,0.039,1.001,0.864,1.035,0.833,0.675,0.793,0.053,0.053,0.061
E,0.189,0.18,0.169,0.867,0.683,0.771,0.604,0.575,0.513,0.048,0.048,0.048
F,0.059,0.059,0.061,1.113,1.052,1.07,0.498,0.481,0.44,0.198,0.191,0.2
G,0.04,0.04,0.04,0.455,0.557,0.523,0.55,0.431,0.493,0.052,0.052,0.053
H,0.039,0.039,0.039,1.214,1.194,1.271,0.184,0.169,0.172,0.106,0.102,0.122
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202511_SWH_UP_B_20,202511_SWH_UP_B_20,202511_SWH_UP_B_20,202511_SWH_SWAMP_B_20,202511_SWH_SWAMP_B_20,202511_SWH_SWAMP_B_20,202511_SWH_TR_A_20,202511_SWH_TR_A_20,202511_SWH_TR_A_20
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202511_SWH_UP_B_45,202511_SWH_UP_B_45,202511_SWH_UP_B_45,202511_SWH_SWAMP_B_45,202511_SWH_SWAMP_B_45,202511_SWH_SWAMP_B_45,202511_SWH_TR_A_45,202511_SWH_TR_A_45,202511_SWH_TR_A_45
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202511_SWH_UP_C_10,202511_SWH_UP_C_10,202511_SWH_UP_C_10,202511_SWH_SWAMP_C_10,202511_SWH_SWAMP_C_10,202511_SWH_SWAMP_C_10,202511_SWH_TR_B_10,202511_SWH_TR_B_10,202511_SWH_TR_B_10
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202511_SWH_UP_C_20,202511_SWH_UP_C_20,202511_SWH_UP_C_20,202511_SWH_SWAMP_C_10 dup,202511_SWH_SWAMP_C_10 dup,202511_SWH_SWAMP_C_10 dup,202511_SWH_TR_B_45,202511_SWH_TR_B_45,202511_SWH_TR_B_45
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202511_SWH_UP_C_45,202511_SWH_UP_C_45,202511_SWH_UP_C_45,202511_SWH_SWAMP_C_20,202511_SWH_SWAMP_C_20,202511_SWH_SWAMP_C_20,202511_SWH_TR_C_10,202511_SWH_TR_C_10,202511_SWH_TR_C_10
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202511_SWH_SWAMP_A_20,202511_SWH_SWAMP_A_20,202511_SWH_SWAMP_A_20,202511_SWH_SWAMP_C_20 spk,202511_SWH_SWAMP_C_20 spk,202511_SWH_SWAMP_C_20 spk,202511_SWH_TR_C_20,202511_SWH_TR_C_20,202511_SWH_TR_C_20
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202511_SWH_SWAMP_A_45,202511_SWH_SWAMP_A_45,202511_SWH_SWAMP_A_45,202511_SWH_SWAMP_C_45,202511_SWH_SWAMP_C_45,202511_SWH_SWAMP_C_45,202511_SWH_TR_C_45,202511_SWH_TR_C_45,202511_SWH_TR_C_45
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202511_SWH_SWAMP_B_10,202511_SWH_SWAMP_B_10,202511_SWH_SWAMP_B_10,202511_SWH_TR_A_10,202511_SWH_TR_A_10,202511_SWH_TR_A_10,202511_SWH_WC_A_45,202511_SWH_WC_A_45,202511_SWH_WC_A_45
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,8,8,8,1,1,1,1,1,1
B,1,1,1,8,8,8,1,1,1,1,1,1
C,1,1,1,8,8,8,1,1,1,1,1,1
D,1,1,1,8,8,8,1,1,1,1,1,1
E,1,1,1,8,8,8,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
