Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.214,0.199,0.202,0.049,0.047,0.046,0.125,0.125,0.111,0.044,0.045,0.047
B,0.066,0.063,0.062,0.213,0.195,0.224,0.113,0.112,0.122,0.506,0.555,0.834
C,0.039,0.039,0.039,0.044,0.044,0.045,0.265,0.231,0.24,0.051,0.049,0.05
D,0.039,0.038,0.039,0.044,0.044,0.043,0.045,0.046,0.044,0.045,0.045,0.047
E,0.041,0.041,0.041,0.178,0.246,0.191,0.112,0.108,0.116,0.058,0.047,0.049
F,0.039,0.039,0.039,0.083,0.092,0.105,0.121,0.127,0.096,0.047,0.047,0.052
G,0.038,0.044,0.038,0.318,0.298,0.297,0.038,0.039,0.038,0.047,0.056,0.056
H,0.038,0.039,0.039,0.376,0.366,0.349,0.046,0.043,0.044,0.043,0.041,0.042
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.314,0.306,0.315,0.051,0.052,0.052,0.167,0.159,0.15,0.045,0.045,0.048
B,0.078,0.08,0.083,0.31,0.308,0.306,0.155,0.16,0.162,0.9,1.033,1.198
C,0.04,0.041,0.041,0.046,0.047,0.046,0.393,0.373,0.357,0.051,0.048,0.051
D,0.042,0.04,0.039,0.048,0.046,0.047,0.046,0.047,0.045,0.046,0.046,0.047
E,0.159,0.166,0.174,0.255,0.329,0.293,0.143,0.146,0.15,0.049,0.047,0.051
F,0.06,0.058,0.06,0.124,0.128,0.139,0.181,0.178,0.144,0.059,0.058,0.058
G,0.039,0.046,0.039,0.492,0.432,0.479,0.038,0.039,0.038,0.077,0.081,0.078
H,0.039,0.039,0.04,0.536,0.509,0.519,0.046,0.046,0.045,0.047,0.046,0.047
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202509_MSM_UP_B_20,202509_MSM_UP_B_20,202509_MSM_UP_B_20,202509_MSM_TR_B_10,202509_MSM_TR_B_10,202509_MSM_TR_B_10,202509_MSM_WC_A_20,202509_MSM_WC_A_20,202509_MSM_WC_A_20
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202509_MSM_UP_B_45,202509_MSM_UP_B_45,202509_MSM_UP_B_45,202509_MSM_TR_B_20,202509_MSM_TR_B_20,202509_MSM_TR_B_20,202509_MSM_WC_A_45,202509_MSM_WC_A_45,202509_MSM_WC_A_45
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202509_MSM_UP_C_10,202509_MSM_UP_C_10,202509_MSM_UP_C_10,202509_MSM_TR_B_45,202509_MSM_TR_B_45,202509_MSM_TR_B_45,202509_MSM_WC_B_20,202509_MSM_WC_B_20,202509_MSM_WC_B_20
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202509_MSM_UP_C_20,202509_MSM_UP_C_20,202509_MSM_UP_C_20,202509_MSM_WC_C_10 dup,202509_MSM_WC_C_10 dup,202509_MSM_WC_C_10 dup,202509_MSM_WC_C_10,202509_MSM_WC_C_10,202509_MSM_WC_C_10
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202509_MSM_UP_C_45,202509_MSM_UP_C_45,202509_MSM_UP_C_45,202509_MSM_TR_C_20,202509_MSM_TR_C_20,202509_MSM_TR_C_20,202509_MSM_WC_C_20,202509_MSM_WC_C_20,202509_MSM_WC_C_20
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202509_MSM_TR_A_10,202509_MSM_TR_A_10,202509_MSM_TR_A_10,202509_MSM_SW_A spk,202509_MSM_SW_A spk,202509_MSM_SW_A spk,202509_MSM_SW_A,202509_MSM_SW_A,202509_MSM_SW_A
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202509_MSM_TR_A_20,202509_MSM_TR_A_20,202509_MSM_TR_A_20,202509_MSM_TR_C_45,202509_MSM_TR_C_45,202509_MSM_TR_C_45,202509_MSM_SW_B,202509_MSM_SW_B,202509_MSM_SW_B
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202509_MSM_TR_A_45,202509_MSM_TR_A_45,202509_MSM_TR_A_45,202509_MSM_WC_A_10,202509_MSM_WC_A_10,202509_MSM_WC_A_10,202509_MSM_SW_C,202509_MSM_SW_C,202509_MSM_SW_C
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,8,8,8,50,50,50,1,1,1
B,1,1,1,8,8,8,50,50,50,1,1,1
C,1,1,1,8,8,8,50,50,50,1,1,1
D,1,1,1,8,8,8,1,1,1,1,1,1
E,1,1,1,8,8,8,50,50,50,1,1,1
F,1,1,1,50,50,50,1,1,1,1,1,1
G,1,1,1,50,50,50,50,50,50,1,1,1
H,1,1,1,50,50,50,1,1,1,1,1,1
