Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.198,0.198,0.199,0.096,0.094,0.092,0.056,0.059,0.069,0.346,0.626,0.623
B,0.063,0.061,0.067,0.065,0.062,0.063,0.058,0.058,0.055,1.313,1.025,1.448
C,0.04,0.04,0.04,0.068,0.065,0.066,0.054,0.069,0.059,0.185,0.183,0.485
D,0.038,0.039,0.039,0.049,0.05,0.049,0.051,0.053,0.057,0.048,0.048,0.048
E,0.04,0.041,0.041,0.043,0.045,0.045,0.052,0.052,0.057,0.048,0.048,0.048
F,0.039,0.039,0.04,0.115,0.111,0.109,0.052,0.052,0.058,0.048,0.048,0.048
G,0.038,0.039,0.038,0.066,0.063,0.07,0.057,0.055,0.058,0.05,0.048,0.047
H,0.039,0.039,0.039,0.12,0.115,0.113,0.094,0.091,0.091,0.048,0.048,0.048
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.303,0.301,0.292,0.12,0.113,0.111,0.086,0.08,0.09,1.042,1.035,0.918
B,0.077,0.076,0.08,0.092,0.086,0.082,0.082,0.079,0.077,1.5,1.291,1.541
C,0.041,0.042,0.042,0.1,0.103,0.09,0.089,0.098,0.088,0.673,0.737,0.851
D,0.039,0.039,0.039,0.053,0.055,0.054,0.087,0.092,0.097,0.048,0.048,0.048
E,0.15,0.159,0.154,0.052,0.051,0.052,0.081,0.081,0.086,0.048,0.048,0.048
F,0.057,0.057,0.057,0.169,0.155,0.157,0.083,0.092,0.091,0.048,0.048,0.048
G,0.04,0.04,0.04,0.08,0.085,0.082,0.088,0.104,0.088,0.05,0.048,0.049
H,0.039,0.039,0.04,0.181,0.175,0.159,0.11,0.105,0.105,0.048,0.048,0.048
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,GCW_TR_C_20_NoAcid,GCW_TR_C_20_NoAcid,GCW_TR_C_20_NoAcid,GCW_TR_B_10_Reacidified,GCW_TR_B_10_Reacidified,GCW_TR_B_10_Reacidified,GCW_TR_B_20_NoAcid,GCW_TR_B_20_NoAcid,GCW_TR_B_20_NoAcid
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,20260309_TMP_C_H3_Reacidified,20260309_TMP_C_H3_Reacidified,20260309_TMP_C_H3_Reacidified,GCW_TR_B_20_Reacidified,GCW_TR_B_20_Reacidified,GCW_TR_B_20_Reacidified,GCW_TR_B_20,GCW_TR_B_20,GCW_TR_B_20
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,20260309_TMP_C_I5_Reacidified,20260309_TMP_C_I5_Reacidified,20260309_TMP_C_I5_Reacidified,GCW_TR_C_20_Reacidified,GCW_TR_C_20_Reacidified,GCW_TR_C_20_Reacidified,GCW_TR_B_20_Reacidified,GCW_TR_B_20_Reacidified,GCW_TR_B_20_Reacidified
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,20260309_TMP_FW_H3_Reacidified,20260309_TMP_FW_H3_Reacidified,20260309_TMP_FW_H3_Reacidified,GCW_TR_B_10 dup,GCW_TR_B_10 dup,GCW_TR_B_10 dup,,,
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,20260309_TMP_FW_D5_Reacidified,20260309_TMP_FW_D5_Reacidified,20260309_TMP_FW_D5_Reacidified,GCW_TR_B_10,GCW_TR_B_10,GCW_TR_B_10,,,
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,20260309_TMP_SW_C6_Reacidified,20260309_TMP_SW_C6_Reacidified,20260309_TMP_SW_C6_Reacidified,GCW_TR_C_20 spk,GCW_TR_C_20 spk,GCW_TR_C_20 spk,,,
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,20260309_TMP_SW_H6_Reacidified,20260309_TMP_SW_H6_Reacidified,20260309_TMP_SW_H6_Reacidified,GCW_TR_C_20,GCW_TR_C_20,GCW_TR_C_20,,,
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,20260309_TMP_C_B4_Reacidified,20260309_TMP_C_B4_Reacidified,20260309_TMP_C_B4_Reacidified,GCW_TR_B_10_NoAcid,GCW_TR_B_10_NoAcid,GCW_TR_B_10_NoAcid,,,
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,8,8,8,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,,,
E,1,1,1,1,1,1,1,1,1,,,
F,1,1,1,1,1,1,1,1,1,,,
G,1,1,1,1,1,1,1,1,1,,,
H,1,1,1,1,1,1,1,1,1,,,
