Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.196,0.214,0.192,1.871,1.93,1.791,0.038,0.037,0.037,0.044,0.046,0.045
B,0.06,0.059,0.061,1.623,1.658,1.539,0.039,0.039,0.04,0.048,0.049,0.05
C,0.038,0.039,0.038,1.004,1.424,1.555,0.054,0.053,0.056,0.042,0.041,0.041
D,0.038,0.038,0.037,0.736,0.794,0.907,0.054,0.055,0.054,0.044,0.044,0.043
E,0.039,0.04,0.039,1.513,1.644,1.63,0.049,0.047,0.047,0.047,0.047,0.049
F,0.038,0.038,0.038,0.65,0.609,0.618,0.119,0.112,0.125,0.038,0.038,0.038
G,0.037,0.037,0.037,0.038,0.038,0.038,0.07,0.066,0.069,0.044,0.044,0.043
H,0.037,0.038,0.037,0.038,0.038,0.038,0.044,0.044,0.044,0.038,0.039,0.038
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.305,0.324,0.306,1.662,1.631,1.633,0.041,0.04,0.04,0.047,0.049,0.047
B,0.081,0.08,0.082,1.609,1.645,1.669,0.112,0.123,0.129,0.051,0.05,0.052
C,0.04,0.041,0.041,1.622,1.638,1.636,0.058,0.061,0.061,0.044,0.043,0.045
D,0.038,0.038,0.039,1.619,1.659,1.701,0.061,0.063,0.06,0.047,0.047,0.047
E,0.182,0.187,0.188,1.619,1.678,1.646,0.049,0.049,0.049,0.048,0.049,0.049
F,0.062,0.06,0.063,1.795,1.76,1.745,0.209,0.193,0.185,0.044,0.042,0.042
G,0.04,0.04,0.04,0.04,0.04,0.041,0.074,0.07,0.073,0.049,0.049,0.047
H,0.038,0.038,0.038,0.041,0.04,0.041,0.046,0.046,0.046,0.044,0.042,0.042
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,279,279,279,287,287,287,293,293,293
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,280,280,280,288,288,288,294,294,294
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,281,281,281,289,289,289,295,295,295
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,282,282,282,289 dup,289 dup,289 dup,296,296,296
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,283,283,283,290,290,290,297,297,297
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,284,284,284,290 spk,290 spk,290 spk,298,298,298
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,285,285,285,291,291,291,299,299,299
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,286,286,286,292,292,292,300,300,300
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,8,8,8,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
