Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.203,0.196,0.213,0.295,0.284,0.295,0.061,0.066,0.062,0.361,0.353,0.363
B,0.062,0.058,0.058,0.682,1.027,1.108,0.043,0.043,0.043,0.052,0.05,0.05
C,0.038,0.039,0.039,0.598,0.571,0.571,0.2,0.188,0.189,0.103,0.099,0.097
D,0.038,0.037,0.037,0.457,0.324,0.357,0.193,0.182,0.168,0.089,0.086,0.088
E,0.04,0.04,0.039,0.531,0.511,0.511,0.05,0.05,0.049,0.07,0.069,0.077
F,0.037,0.038,0.037,0.512,0.475,0.498,0.14,0.146,0.157,0.043,0.045,0.043
G,0.037,0.037,0.037,0.227,0.229,0.216,0.131,0.127,0.127,0.048,0.048,0.048
H,0.037,0.038,0.037,0.571,0.799,0.825,0.108,0.107,0.092,0.04,0.04,0.041
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.332,0.314,0.319,0.305,0.298,0.308,0.079,0.074,0.073,0.363,0.361,0.368
B,0.08,0.077,0.079,1.103,1.31,1.373,0.045,0.045,0.044,0.053,0.053,0.052
C,0.04,0.041,0.04,0.642,0.635,0.629,0.201,0.191,0.195,0.102,0.098,0.098
D,0.038,0.037,0.038,0.593,0.574,0.575,0.192,0.192,0.191,0.09,0.089,0.09
E,0.192,0.194,0.178,0.574,0.527,0.529,0.082,0.082,0.081,0.098,0.117,0.116
F,0.064,0.061,0.065,0.537,0.481,0.509,0.345,0.271,0.332,0.056,0.059,0.056
G,0.04,0.039,0.04,0.233,0.235,0.221,0.134,0.13,0.131,0.114,0.111,0.105
H,0.037,0.038,0.038,0.879,0.906,0.96,0.105,0.104,0.103,0.321,0.226,0.258
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,94,94,94,102,102,102,108,108,108
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,95,95,95,103,103,103,109,109,109
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,96,96,96,104,104,104,110,110,110
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,97,97,97,104 dup,104 dup,104 dup,111,111,111
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,98,98,98,105,105,105,112,112,112
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,99,99,99,105 spk,105 spk,105 spk,113,113,113
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,100,100,100,106,106,106,114,114,114
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,101,101,101,107,107,107,115,115,115
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
