Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
21	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
22	Standard 1	Check Standard	3.083	5.173	91.26	6.1392	64.22
23	102_GWI_202305_WC_LysC_10cm	Unknown	3.073	7841.2804	86.47	46.5293	467.44
24	103_GWI_202305_WC_LysC_20cm	Unknown	3.073	9624.5536	85.43	57.111	571.79
25	104_GWI_202305_SW_A	Unknown	3.07	11468.6765	86.72	68.0538	677.89
26	105_GWI_202305_SW_B	Unknown	3.07	11757.4226	86.89	69.7672	696.25
27	106_GWI_202305_SW_C	Unknown	3.07	11314.7585	87.29	67.1405	669.1
28	107_SWH_202305_UP_LysA_10cm	Unknown	3.087	83.4151	24.09	1.9799	21.33
29	108_SWH_202305_UP_LysA_20cm	Unknown	3.09	90.5649	21.32	2.1496	23.29
30	109_SWH_202305_UP_LysA_45cm	Unknown	3.087	79.9109	19.63	1.8967	20.52
31	110_SWH_202305_UP_LysB_10cm	Unknown	3.09	39.5784	10.97	0.9394	10.26
32	110_SWH_202305_UP_LysB_10cm_dup	Unknown	3.087	35.9107	10.59	0.8524	9.28
33	111_SWH_202305_UP_LysB_20cm	Unknown	3.087	26.3485	7.35	0.6254	6.85
34	111_SWH_202305_UP_LysB_20cm_spk	Unknown	3.09	27.5305	6.56	0.6535	7.17
35	112_SWH_202305_UP_LysB_45cm	Unknown	3.087	113.1482	26.43	2.6856	29.05
36	113_SWH_202305_UP_LysC_10cm	Unknown	3.087	68.3732	17.04	1.6229	17.55
37	114_SWH_202305_UP_LysC_20cm	Unknown	3.087	31.3645	10.2	0.7445	8.06
38	115_SWH_202305_UP_LysC_45cm	Unknown	3.09	19.0912	5.68	0.4531	4.96
39	116_SWH_202305_UPCON_LysA_10cm	Unknown	3.087	4.7325	2.11	0.1123	1.24
40	117_SWH_202305_UPCON_LysA_20cm	Unknown	3.087	13.0425	3.54	0.3096	3.43
41	118_SWH_202305_UPCON_LysA_45cm	Unknown	3.09	4.4029	1.05	0.1045	1.2
42	119_SWH_202305_UPCON_LysB_10cm	Unknown	3.09	9.8772	2.27	0.2344	2.59
43	120_SWH_202305_UPCON_LysB_20cm	Unknown	3.087	5.2152	1.31	0.1238	1.39
44	120_SWH_202305_UPCON_LysB_20cm_dup	Unknown	3.087	5.2771	1.31	0.1253	1.42
45	121_SWH_202305_UPCON_LysB_45cm	Unknown	3.09	8.2705	1.82	0.1963	2.18
46	121_SWH_202305_UPCON_LysB_45cm_spk	Unknown	3.09	10.4805	2.07	0.2488	2.75
47	Standard 2	Check Standard	3.083	9.8655	93	11.7081	120.96
48	Lab Blank	Unknown	3.143	0.031	100	0.0367	0.27
49	122_SWH_202305_UPCON_LysC_10cm	Unknown	3.087	14.7441	4.46	0.35	3.86
50	123_SWH_202305_UPCON_LysC_20cm	Unknown	3.09	11.8243	2.81	0.2807	3.09
51	124_SWH_202305_UPCON_LysC_45cm	Unknown	3.087	8.9026	2.21	0.2113	2.34
52	125_SWH_202305_TR_LysA_10cm	Unknown	3.087	300.7515	50.22	7.1385	75.74
53	126_SWH_202305_TR_LysA_20cm	Unknown	3.09	262.0045	44.98	6.2188	66.25
54	127_SWH_202305_TR_LysA_45cm	Unknown	3.087	311.9145	49.56	7.4035	78.8
55	128_SWH_202305_TR_LysB_10cm	Unknown	3.087	268.7086	48.49	6.3779	67.5
56	129_SWH_202305_TR_LysB_20cm	Unknown	3.087	282.0825	47.43	6.6954	71.37
57	130_SWH_202305_TR_LysB_45cm	Unknown	3.087	460.6917	59.33	10.9348	115.44
58	130_SWH_202305_TR_LysB_45cm_dup	Unknown	3.083	426.1415	59.54	10.1147	106.52
59	131_SWH_202305_TR_LysC_10cm	Unknown	3.087	362.3567	52.11	8.6007	91.03
60	131_SWH_202305_TR_LysC_10cm_spk	Unknown	3.083	379.3708	48.19	9.0046	95.42
61	Standard 3	Check Standard	3.08	19.9264	93.02	23.6482	242.07
62	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
63	132_SWH_202305_TR_LysC_20cm	Unknown	3.087	300.485	51.01	7.1322	75.53
64	133_SWH_202305_TR_LysC_45cm	Unknown	3.083	381.9195	55.04	9.0651	96.09
65	134_SWH_202305_WC_LysA_10cm	Unknown	3.087	262.2728	52.87	6.2252	65.8
66	135_SWH_202305_WC_LysA_20cm	Unknown	3.087	968.753	64.15	22.9939	243.8
67	136_SWH_202305_WC_LysA_45cm	Unknown	3.087	258.2436	52.85	6.1296	64.88
68	137_SWH_202305_WC_LysB_10cm	Unknown	3.087	208.0509	40.63	4.9382	52.74
69	138_SWH_202305_WC_LysB_20cm	Unknown	3.083	399.6806	56.49	9.4866	100.23
70	139_SWH_202305_WC_LysB_45cm	Unknown	3.087	311.6701	58.87	7.3977	77.97
71	140_SWH_202305_WC_LysC_10cm	Unknown	3.087	191.2575	39.91	4.5396	48.51
72	140_SWH_202305_WC_LysC_10cm_dup	Unknown	3.087	208.4391	40.28	4.9474	52.96
73	141_SWH_202305_WC_LysC_20cm	Unknown	3.087	375.1654	56.74	8.9048	94.02
74	141_SWH_202305_WC_LysC_20cm_spk	Unknown	3.087	402.1936	52.96	9.5463	100.69
75	142_SWH_202305_WC_LysC_45cm	Unknown	3.083	522.1953	61.89	12.3946	130.66
76	143_SWH_202305_SW_A	Unknown	3.083	466.0788	57.73	11.0626	116.23
77	144_SWH_202305_SW_B	Unknown	3.087	291.5184	55.76	6.9194	72.85
78	145_SWH_202305_SW_C	Unknown	3.083	272.8942	53.89	6.4773	68.2
79	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
80	Standard 1	Check Standard	3.083	5.1059	92.21	6.0595	63.57
81	Standard 2	Check Standard	3.083	10.0115	93.11	11.8814	123.06
82	Standard 3	Check Standard	3.08	19.9991	93.03	23.7344	242.48
83	Standard 4	Check Standard	3.067	100.4249	92.92	119.1821	1184.59
84	Standard 5	Check Standard	3.067	199.9685	92.92	237.3181	2320.6
85	Lab Blank	Unknown	3.083	0.011	56.41	0.0131	0.12
Maximum			3.143	11757.4226	100	237.3181	2323.85
Average			3.083	1864.4988	54.07	24.692	247.68
Minimum			3.067	0.011	1.05	0.0131	0.12
Standard Deviation			0.01	3685.5675	33.72	44.452	437.03
Relative Standard Deviation			0.32%	197.67%	62.37%	180.03%	176.45%
