"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","ic_mgL","ic_uM","ic_flag","Analysis_runtime","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","MSM","UP","A",20,"MSM_202209_UP_LysA_20cm",2022,9,18,NA,NA,21.77,1812.5052035634,"","9/20/2022 6:16:02 PM"," ",""
"2","COMPASS: Synoptic","CB","MSM","UP","B",10,"MSM_202209_UP_LysB_10cm",2022,9,18,NA,NA,19.17,1596.0369661144,"","9/20/2022 6:30:09 PM"," ",""
"3","COMPASS: Synoptic","CB","MSM","UP","C",10,"MSM_202209_UP_LysC_10cm",2022,9,18,NA,NA,21.61,1799.18408125885,"","9/20/2022 6:44:16 PM"," ",""
"4","COMPASS: Synoptic","CB","MSM","UP","C",20,"MSM_202209_UP_LysC_20cm",2022,9,18,NA,NA,34.39,2863.20872533511,"","9/20/2022 6:58:51 PM"," ",""
"5","COMPASS: Synoptic","CB","MSM","TR","A",10,"MSM_202209_TR_LysA_10cm",2022,9,18,NA,NA,62.6,5211.88910165682,"","9/20/2022 7:20:49 PM"," ",""
"6","COMPASS: Synoptic","CB","MSM","TR","A",20,"MSM_202209_TR_LysA_20cm",2022,9,18,NA,NA,39.6,3296.97777037715,"","9/20/2022 7:40:07 PM"," ",""
"7","COMPASS: Synoptic","CB","MSM","TR","B",10,"MSM_202209_TR_LysB_10cm",2022,9,18,NA,NA,42.04,3500.12488552161,"","9/20/2022 7:55:08 PM"," ",""
"8","COMPASS: Synoptic","CB","MSM","TR","B",20,"MSM_202209_TR_LysB_20cm",2022,9,18,NA,NA,42.05,3500.95745566564,"","9/20/2022 8:10:17 PM"," ",""
"9","COMPASS: Synoptic","CB","MSM","TR","C",10,"MSM_202209_TR_LysC_10cm",2022,9,18,NA,NA,49.45,4117.05936225127,"","9/20/2022 8:33:49 PM"," ",""
"10","COMPASS: Synoptic","CB","MSM","TR","C",20,"MSM_202209_TR_LysC_20cm",2022,9,18,NA,NA,51.11,4255.26600616102,"","9/20/2022 8:53:49 PM"," ",""
"11","COMPASS: Synoptic","CB","MSM","TR","C",45,"MSM_202209_TR_LysC_45cm",2022,9,18,NA,NA,69.57,5792.19049204895,"","9/20/2022 9:20:09 PM"," ",""
"12","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202209_TR_LysA_20cm",2022,9,19,NA,NA,49.12,4089.58454749813,"","9/21/2022 12:39:28 PM"," ",""
"13","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202209_TR_LysA_45cm",2022,9,19,NA,NA,42.17,3510.94829739406,"","9/21/2022 12:58:24 PM"," ",""
"14","COMPASS: Synoptic","CB","GCW","TR","B",10,"GCW_202209_TR_LysB_10cm",2022,9,19,NA,NA,8.935,743.901423694946,"","9/21/2022 1:11:34 PM"," ",""
"15","COMPASS: Synoptic","CB","GCW","TR","B",20,"GCW_202209_TR_LysB_20cm",2022,9,19,NA,NA,79.29,6601.44867205062,"","9/21/2022 1:38:06 PM"," ",""
"16","COMPASS: Synoptic","CB","GCW","TR","B",45,"GCW_202209_TR_LysB_45cm",2022,9,19,NA,NA,78.38,6525.68478894347,"","9/21/2022 2:01:33 PM"," ",""
"17","COMPASS: Synoptic","CB","GCW","TR","C",20,"GCW_202209_TR_LysC_20cm",2022,9,19,NA,NA,72.7,6052.7849471318,"","9/21/2022 2:29:25 PM"," ",""
"18","COMPASS: Synoptic","CB","GCW","TR","C",45,"GCW_202209_TR_LysC_45cm",2022,9,19,NA,NA,38.84,3233.70243943052,"","9/21/2022 2:57:10 PM"," ",""
