"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","ic_mgL","ic_uM","ic_flag","Analysis_runtime","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","GWI","UP","A",20,"GWI_202209_UP_LysA_20cm",2022,9,22,NA,NA,12.29,1023.22870701857,"","11/14/2022 11:25:37 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"2","COMPASS: Synoptic","CB","GWI","UP","B",10,"GWI_202209_UP_LysB_10cm",2022,9,22,NA,NA,5.335,444.176171842478,"","11/14/2022 11:37:44 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"3","COMPASS: Synoptic","CB","GWI","UP","B",20,"GWI_202209_UP_LysB_20cm",2022,9,22,NA,NA,13.88,1155.60735992007,"","11/14/2022 11:53:12 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"4","COMPASS: Synoptic","CB","GWI","UP","B",45,"GWI_202209_UP_LysB_45cm",2022,9,22,NA,NA,16.52,1375.40587794522,"","11/15/2022 12:05:53 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"5","COMPASS: Synoptic","CB","GWI","UP","C",10,"GWI_202209_UP_LysC_10cm",2022,9,22,NA,NA,14.97,1246.35750561985,"","11/15/2022 12:18:26 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"6","COMPASS: Synoptic","CB","GWI","UP","C",20,"GWI_202209_UP_LysC_20cm",2022,9,22,NA,NA,15.44,1285.48830238948,"","11/15/2022 12:31:04 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"7","COMPASS: Synoptic","CB","GWI","UP","C",10,"GWI_202210_UP_LysC_10cm",2022,10,14,NA,NA,15.2,1265.50661893265,"","11/15/2022 12:30:58 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"8","COMPASS: Synoptic","CB","GWI","UP","A",20,"GWI_202210_UP_LysA_20cm",2022,10,14,NA,NA,14.91,1241.36208475564,"","11/15/2022 12:43:21 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"9","COMPASS: Synoptic","CB","GWI","UP","B",10,"GWI_202210_UP_LysB_10cm",2022,10,14,NA,NA,4.675,389.226542336192,"blank is ≥ 25% of sample value","11/15/2022 12:54:39 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"10","COMPASS: Synoptic","CB","GWI","UP","B",20,"GWI_202210_UP_LysB_20cm",2022,10,14,NA,NA,14.29,1189.74273582549,"","11/15/2022 1:09:46 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"11","COMPASS: Synoptic","CB","GWI","UP","C",20,"GWI_202210_UP_LysC_20cm",2022,10,14,NA,NA,21.88,1821.66347514778,"","11/15/2022 1:29:17 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"12","COMPASS: Synoptic","CB","MSM","UP","B",10,"MSM_202210_UP_LysB_10cm",2022,10,27,NA,NA,18.7,1556.90616934477,"","11/15/2022 8:35:02 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"13","COMPASS: Synoptic","CB","MSM","UP","C",10,"MSM_202210_UP_LysC_10cm",2022,10,27,NA,NA,24.21,2015.65231870785,"","11/15/2022 8:48:05 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"14","COMPASS: Synoptic","CB","MSM","UP","C",20,"MSM_202210_UP_LysC_20cm",2022,10,27,NA,NA,18.61,1549.41303804846,"","11/15/2022 9:00:19 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"15","COMPASS: Synoptic","CB","GWI","TR","A",10,"GWI_202209_TR_LysA_10cm",2022,9,22,NA,NA,37.19,3096.32836566481,"","11/15/2022 12:45:16 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"16","COMPASS: Synoptic","CB","GWI","TR","A",20,"GWI_202209_TR_LysA_20cm",2022,9,22,NA,NA,53.34,4440.92914828074,"","11/15/2022 1:00:42 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"17","COMPASS: Synoptic","CB","GWI","TR","B",10,"GWI_202209_TR_LysB_10cm",2022,9,22,NA,NA,18.61,1549.41303804846,"","11/15/2022 1:13:52 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"18","COMPASS: Synoptic","CB","GWI","TR","B",20,"GWI_202209_TR_LysB_20cm",2022,9,22,NA,NA,57.6,4795.6040296395,"","11/15/2022 1:29:30 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"19","COMPASS: Synoptic","CB","GWI","TR","B",45,"GWI_202209_TR_LysB_45cm",2022,9,22,NA,NA,42.99,3579.2190492049,"","11/15/2022 1:48:43 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"20","COMPASS: Synoptic","CB","GWI","TR","C",10,"GWI_202209_TR_LysC_10cm",2022,9,22,NA,NA,5.946,495.046207642994,"","11/15/2022 2:38:00 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"21","COMPASS: Synoptic","CB","GWI","TR","C",20,"GWI_202209_TR_LysC_20cm",2022,9,22,NA,NA,34.36,2860.71101490301,"","11/15/2022 2:52:19 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"22","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202210_TR_LysA_20cm",2022,10,11,NA,NA,39.19,3262.84239447173,"","11/15/2022 6:40:36 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"23","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202210_TR_LysA_45cm",2022,10,11,NA,NA,20.98,1746.73216218466,"","11/15/2022 6:56:32 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"24","COMPASS: Synoptic","CB","GCW","TR","B",10,"GCW_202210_TR_LysB_10cm",2022,10,11,NA,NA,17.89,1489.46798767796,"","11/15/2022 7:12:13 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"25","COMPASS: Synoptic","CB","GCW","TR","B",20,"GCW_202210_TR_LysB_20cm",2022,10,11,NA,NA,38.16,3177.08766963617,"","11/15/2022 7:29:44 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"26","COMPASS: Synoptic","CB","GCW","TR","B",45,"GCW_202210_TR_LysB_45cm",2022,10,11,NA,NA,64.68,5385.06369161602,"","11/15/2022 7:44:48 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"27","COMPASS: Synoptic","CB","GCW","TR","C",20,"GCW_202210_TR_LysC_20cm",2022,10,11,NA,NA,44.79,3729.08167513113,"","11/15/2022 7:58:59 AM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"28","COMPASS: Synoptic","CB","GWI","TR","A",10,"GWI_202210_TR_LysA_10cm",2022,10,14,NA,NA,27.66,2302.8890183998,"","11/15/2022 1:43:01 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"29","COMPASS: Synoptic","CB","GWI","TR","B",10,"GWI_202210_TR_LysB_10cm",2022,10,14,NA,NA,20.01,1665.9728582133,"","11/15/2022 1:55:44 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"30","COMPASS: Synoptic","CB","GWI","TR","B",20,"GWI_202210_TR_LysB_20cm",2022,10,14,NA,NA,68.37,5692.2820747648,"","11/15/2022 2:15:57 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
"31","COMPASS: Synoptic","CB","GWI","TR","C",10,"GWI_202210_TR_LysC_10cm",2022,10,14,NA,NA,12.67,1054.86637249188,"","11/15/2022 2:28:11 PM"," The standard curve for this run was checked manually on the instrument. 
    This run contains data from multiple months.",""
