,1,2,3,4,5,6,7,8,9,10,11,12
A,0.049,0.061,0.054,1.034,1.133,1.112,0.061,0.058,0.054,0.059,0.073,0.066
B,0.1,0.129,0.107,0.392,0.409,0.386,0.056,0.058,0.06,0.084,0.088,0.083
C,0.218,0.2,0.217,0.565,0.573,0.571,0.058,0.055,0.056,0.06,0.06,0.06
D,0.387,0.412,0.355,0.94,0.753,0.846,0.358,0.379,0.302,1.014,1.258,1.018
E,0.71,0.662,0.653,0.153,0.172,0.171,0.068,0.067,0.067,0.28,0.342,0.281
F,1.193,1.126,1.042,0.192,0.154,0.162,0.059,0.059,0.06,0.057,0.055,0.054
G,0.986,0.942,1.03,0.057,0.057,0.054,0.058,0.058,0.057,0.059,0.06,0.063
H,1.161,1.013,0.944,0.058,0.056,0.057,0.061,0.062,0.065,0.853,0.625,0.751
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,17,17,17,25,25,25,30,30,30
B,Std 1,Std 1,Std 1,18,18,18,ChkStd 0,ChkStd 0,ChkStd 0,31,31,31
C,Std 2,Std 2,Std 2,19,19,19,25 Dup,25 Dup,25 Dup,32,32,32
D,Std 3,Std 3,Std 3,20,20,20,ChkStd 3,ChkStd 3,ChkStd 3,17 Spike,17 Spike,17 Spike
E,Std 4,Std 4,Std 4,21,21,21,26,26,26,26 Spike,26 Spike,26 Spike
F,Std 5,Std 5,Std 5,22,22,22,27,27,27,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,23,23,23,28,28,28,32 Dup,32 Dup,32 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,24,24,24,29,29,29,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,50,50,50,1,1,1,1,1,1
B,1,1,1,50,50,50,1,1,1,1,1,1
C,1,1,1,50,50,50,1,1,1,1,1,1
D,1,1,1,50,50,50,1,1,1,50,50,50
E,1,1,1,50,50,50,1,1,1,1,1,1
F,1,1,1,50,50,50,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
