"","Site","Zone","Replicate","Date","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","Notes"
"1","GCW","WC","1","202305","GCW_WC_1_202305",2023-05-18 08:31:14.5,3392.82199662811,3.7063911235507,1.14434251437691e-142,0.894475880699524,83.4184875671731,2489.98777866234,3.04970468588822,0.0123376110086331,36461.8923843209,2.16799946609646,0,0.995308660710494,17.5887455063407,2126.72657214544,0.998677795854813,9.37020145051168,2491.18650390745,TRUE,3.04859059793668,0.0126527383881256,18.8221027638813,2023-05-18 08:28:50,2023-05-18 08:33:39,"changed start time from 8:28:20 because it appears to include chamber adjustment or placement? "
"2","GCW","WC","1","202306","GCW_WC_1_202306",2023-06-27 10:52:34.5,NA,NA,NA,NA,NA,2839.23807103601,5.55484776412714,0.0225291061274003,68988.4509751338,3.95887745380018,0,0.995284980022249,32.1179451907592,2796.74854337534,0.995983365202246,29.7474939290419,2844.5226880031,TRUE,5.54207047080788,0.00951421498845458,14.8935780661962,2023-06-27 10:50:10,2023-06-27 10:54:59,NA
"3","GCW","WC","1","202307","GCW_WC_1_202307",2023-07-11 09:02:34.5,NA,NA,NA,NA,NA,2533.02234546527,7.4007547198289,0.0132878479733791,72678.3135191763,2.33497775960829,0,0.999072429897419,18.943422366548,2460.74562360419,0.999286954527205,16.6669799210834,2539.60146596824,TRUE,7.42806204332074,0.0120376991655742,15.6259546332798,2023-07-11 09:00:10,2023-07-11 09:04:59,NA
"4","GCW","WC","1","202308","GCW_WC_1_202308",2023-08-15 07:17:34.5,4068.64426717584,9.13959295771854,1.33878027771343e-131,0.874055456206027,267.489622062456,3151.39528713939,8.94848941304651,0.0385906560381278,75281.3334833645,6.78125786494889,0,0.99467232909591,55.0156126256861,3144.54772065669,0.994867931663567,54.1847034637851,3152.79373786707,TRUE,8.93360964084249,0.0373002526705048,54.6298537215606,2023-08-15 07:15:10,2023-08-15 07:19:59,"written time 8:15:00 AM"
"5","GCW","WC","1","202309","GCW_WC_1_202309",2023-09-12 07:35:34.5,3886.66987432812,6.86183441065133,2.39643059746911e-134,0.879465548041913,195.455321028753,2797.10135159214,6.69225248488092,0.0209504172492785,74265.0547235146,3.68146583476748,0,0.99718544889528,29.8673346883252,2723.72690588187,0.997844561140487,26.2284714098911,2797.55786603986,TRUE,6.6980648060343,0.021107337975723,31.5015710431791,2023-09-12 07:33:10,2023-09-12 07:37:59,"written time 8:33:00 AM"
"6","GCW","WC","1","202310","GCW_WC_1_202310",2023-10-12 07:40:34.5,3466.99769050583,2.99283971712242,8.3341158989453e-129,0.868303782564943,94.7990213259207,1815.87256833168,3.10894706203269,0.00385891014733948,77978.4242649462,0.678098469249202,0,0.999556490925698,5.50133964070484,1761.31939957115,0.999637577454559,4.99043075174511,1816.17564656612,TRUE,3.11094837055734,0.00389503242753949,5.50474474425102,2023-10-12 07:38:10,2023-10-12 07:42:59,"written time 8:38:00 AM"
"7","GCW","WC","1","202311","GCW_WC_1_202311",2023-11-07 08:34:34.5,NA,NA,NA,NA,NA,2267.76415721919,2.68912182546055,0.00841072962852056,72825.8206125395,1.4779569019768,0,0.997190577581781,11.9905047140141,2228.87503630389,0.997576808684801,11.1747038294699,2275.3265569916,TRUE,2.67026720415901,0.00650022100302149,9.56804859615161,2023-11-07 08:32:10,2023-11-07 08:36:59,"water above chamber base"
"8","GCW","WC","2","202305","GCW_WC_2_202305",2023-05-18 08:39:54.5,3806.28242737686,6.19757703976646,3.52466002631479e-137,0.884800532596483,170.158910811006,2598.41731448727,5.96256472123545,0.0148737792069029,35154.3695078558,2.61366202556055,0,0.998211078343821,21.2043577159839,2446.54294871544,0.998954897257674,16.2638058907171,2598.65794036709,TRUE,5.96963968880997,0.0154972204453291,26.1406098553388,2023-05-18 08:37:30,2023-05-18 08:42:19,NA
"9","GCW","WC","2","202306","GCW_WC_2_202306",2023-06-27 11:02:34.5,4407.56948026198,19.0159801254143,8.5962338644693e-140,0.88951230559205,479.831300685383,3206.64789973967,17.1688867680348,0.042447724232929,68689.6447943985,7.45903266115339,0,0.998242670629365,60.5143263419387,2883.44192970763,0.999431356281532,34.5433910891953,3206.68718371737,TRUE,17.1650483998627,0.0447734850435563,58.988932707313,2023-06-27 11:00:10,2023-06-27 11:04:59,NA
"10","GCW","WC","2","202307","GCW_WC_2_202307",2023-07-11 09:12:34.5,4079.18339277449,16.9540269495506,7.53512591336152e-162,0.922340780117908,272.3945796983,3743.776843615,11.4927490597085,0.107163712312175,90641.312233908,18.8311068419274,3.42517132341282e-234,0.975571365935017,152.774735891303,3373.50098547591,0.99327958731484,80.4105714313926,3743.77684361496,TRUE,11.4927490597085,0.107163712312175,212.508115197921,2023-07-11 09:10:10,2023-07-11 09:14:59,NA
