"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.208,"49",1,"Ok",10.6694980255721,10.6694980255721,"within range"
"2","A05",0.196,"49",1,"Ok",9.63694198558448,9.63694198558448,"within range"
"3","A06",0.221,"49",1,"Ok",11.7881004022255,11.7881004022255,"within range"
"4","A07",0.275,"57",1,"Ok",16.43460258217,16.43460258217,"within range"
"5","A08",0.199,"57",1,"Ok",9.8950809955814,9.8950809955814,"within range"
"6","A09",0.228,"57",1,"Ok",12.3904247588849,12.3904247588849,"within range"
"7","A10",0.062,"62",1,"Ok",-1.89326712761116,0,"bdl"
"8","A11",0.058,"62",1,"Ok",-2.23745247427372,0,"bdl"
"9","A12",0.069,"62",1,"Ok",-1.29094277095169,0,"bdl"
"10","B04",1.631,"50",1,"Dilute",133.113435100777,133.113435100777,"within range"
"11","B05",1.525,"50",1,"Dilute",123.992523414219,123.992523414219,"within range"
"12","B06",1.511,"50",1,"Dilute",122.7878747009,122.7878747009,"within range"
"13","B10",0.091,"63",1,"Ok",0.602076635692374,0.602076635692374,"within range"
"14","B11",0.089,"63",1,"Ok",0.429983962361095,0.429983962361095,"within range"
"15","B12",0.092,"63",1,"Ok",0.688122972358013,0.688122972358013,"within range"
"16","C04",0.317,"51",1,"Ok",20.0485487221268,20.0485487221268,"within range"
"17","C05",0.247,"51",1,"Ok",14.0253051555321,14.0253051555321,"within range"
"18","C06",0.295,"51",1,"Ok",18.1555293154827,18.1555293154827,"within range"
"19","C07",0.25,"57 Dup",1,"Ok",14.283444165529,14.283444165529,"within range"
"20","C08",0.219,"57 Dup",1,"Ok",11.6160077288942,11.6160077288942,"within range"
"21","C09",0.246,"57 Dup",1,"Ok",13.9392588188664,13.9392588188664,"within range"
"22","C10",0.079,"64",1,"Ok",-0.430479404295295,0,"bdl"
"23","C11",0.055,"64",1,"Ok",-2.49559148427063,0,"bdl"
"24","C12",0.059,"64",1,"Ok",-2.15140613760808,0,"bdl"
"25","D04",0.208,"52",1,"Ok",10.6694980255721,10.6694980255721,"within range"
"26","D05",0.249,"52",1,"Ok",14.1973978288634,14.1973978288634,"within range"
"27","D06",0.233,"52",1,"Ok",12.8206564422131,12.8206564422131,"within range"
"28","D10",0.24,"49 Spike",1,"Ok",13.4229807988726,13.4229807988726,"within range"
"29","D11",0.233,"49 Spike",1,"Ok",12.8206564422131,12.8206564422131,"within range"
"30","D12",0.287,"49 Spike",1,"Ok",17.4671586221576,17.4671586221576,"within range"
"31","E04",0.247,"53",1,"Ok",14.0253051555321,14.0253051555321,"within range"
"32","E05",0.224,"53",1,"Ok",12.0462394122224,12.0462394122224,"within range"
"33","E06",0.194,"53",1,"Ok",9.4648493122532,9.4648493122532,"within range"
"34","E07",0.266,"58",1,"Ok",15.6601855521792,15.6601855521792,"within range"
"35","E08",0.257,"58",1,"Ok",14.8857685221885,14.8857685221885,"within range"
"36","E09",0.277,"58",1,"Ok",16.6066952555012,16.6066952555012,"within range"
"37","E10",0.306,"58 Spike",1,"Ok",19.1020390188048,19.1020390188048,"within range"
"38","E11",0.288,"58 Spike",1,"Ok",17.5532049588233,17.5532049588233,"within range"
"39","E12",0.353,"58 Spike",1,"Ok",23.1462168420898,23.1462168420898,"within range"
"40","F04",0.504,"54",1,"Ok",36.1392136786013,36.1392136786013,"within range"
"41","F05",0.455,"54",1,"Ok",31.922943181985,31.922943181985,"within range"
"42","F06",0.524,"54",1,"Ok",37.8601404119141,37.8601404119141,"within range"
"43","F07",0.057,"59",1,"Ok",-2.32349881093936,0,"bdl"
"44","F08",0.059,"59",1,"Ok",-2.15140613760808,0,"bdl"
"45","F09",0.058,"59",1,"Ok",-2.23745247427372,0,"bdl"
"46","G04",0.245,"55",1,"Ok",13.8532124822008,13.8532124822008,"within range"
"47","G05",0.299,"55",1,"Ok",18.4997146621453,18.4997146621453,"within range"
"48","G06",0.307,"55",1,"Ok",19.1880853554704,19.1880853554704,"within range"
"49","G07",0.057,"60",1,"Ok",-2.32349881093936,0,"bdl"
"50","G08",0.056,"60",1,"Ok",-2.40954514760499,0,"bdl"
"51","G09",0.062,"60",1,"Ok",-1.89326712761116,0,"bdl"
"52","G10",0.062,"64 Dup",1,"Ok",-1.89326712761116,0,"bdl"
"53","G11",0.063,"64 Dup",1,"Ok",-1.80722079094552,0,"bdl"
"54","G12",0.063,"64 Dup",1,"Ok",-1.80722079094552,0,"bdl"
"55","H04",0.096,"56",1,"Ok",1.03230831902057,1.03230831902057,"within range"
"56","H05",0.107,"56",1,"Ok",1.9788180223426,1.9788180223426,"within range"
"57","H06",0.1,"56",1,"Ok",1.37649366568313,1.37649366568313,"within range"
"58","H07",0.057,"61",1,"Ok",-2.32349881093936,0,"bdl"
"59","H08",0.06,"61",1,"Ok",-2.06535980094244,0,"bdl"
"60","H09",0.063,"61",1,"Ok",-1.80722079094552,0,"bdl"
