"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.066,"1",1,"Ok",-1.11322144042637,0,"bdl"
"2","A05",0.062,"1",1,"Ok",-1.45708174571635,0,"bdl"
"3","A06",0.062,"1",1,"Ok",-1.45708174571635,0,"bdl"
"4","A07",0.095,"9",1,"Ok",1.37976577292597,1.37976577292597,"within range"
"5","A08",0.101,"9",1,"Ok",1.89555623086094,1.89555623086094,"within range"
"6","A09",0.099,"9",1,"Ok",1.72362607821595,1.72362607821595,"within range"
"7","A10",1.842,"14",25,"Dilute",3789.0188527081,3789.0188527081,"within range"
"8","A11",1.55,"14",25,"Dilute",3161.47379555389,3161.47379555389,"within range"
"9","A12",1.824,"14",25,"Dilute",3750.33456836298,3750.33456836298,"within range"
"10","B04",0.061,"2",1,"Ok",-1.54304682203884,0,"bdl"
"11","B05",0.058,"2",1,"Ok",-1.80094205100633,0,"bdl"
"12","B06",0.058,"2",1,"Ok",-1.80094205100633,0,"bdl"
"13","B10",1.246,"15",25,"Dilute",2508.13921550293,2508.13921550293,"within range"
"14","B11",1.004,"15",25,"Ok",1988.05050375184,1988.05050375184,"within range"
"15","B12",1.01,"15",25,"Ok",2000.94526520021,2000.94526520021,"within range"
"16","C04",0.066,"3",1,"Ok",-1.11322144042637,0,"bdl"
"17","C05",0.065,"3",1,"Ok",-1.19918651674887,0,"bdl"
"18","C06",0.069,"3",1,"Ok",-0.855326211458886,0,"bdl"
"19","C07",0.092,"9 Dup",1,"Ok",1.12187054395849,1.12187054395849,"within range"
"20","C08",0.087,"9 Dup",1,"Ok",0.692045162346017,0.692045162346017,"within range"
"21","C09",0.096,"9 Dup",1,"Ok",1.46573084924847,1.46573084924847,"within range"
"22","C10",1.214,"16",25,"Ok",2439.36715444494,2439.36715444494,"within range"
"23","C11",1.168,"16",25,"Ok",2340.50731667407,2340.50731667407,"within range"
"24","C12",1.172,"16",25,"Ok",2349.10382430632,2349.10382430632,"within range"
"25","D04",0.065,"4",1,"Ok",-1.19918651674887,0,"bdl"
"26","D05",0.059,"4",1,"Ok",-1.71497697468383,0,"bdl"
"27","D06",0.065,"4",1,"Ok",-1.19918651674887,0,"bdl"
"28","D10",0.253,"1 Spike",1,"Ok",14.9622478318801,14.9622478318801,"within range"
"29","D11",0.125,"1 Spike",1,"Ok",3.95871806260081,3.95871806260081,"within range"
"30","D12",0.104,"1 Spike",1,"Ok",2.15345145982843,2.15345145982843,"within range"
"31","E04",0.06,"5",1,"Ok",-1.62901189836134,0,"bdl"
"32","E05",0.062,"5",1,"Ok",-1.45708174571635,0,"bdl"
"33","E06",0.058,"5",1,"Ok",-1.80094205100633,0,"bdl"
"34","E07",0.102,"10",1,"Ok",1.98152130718344,1.98152130718344,"within range"
"35","E08",0.094,"10",1,"Ok",1.29380069660348,1.29380069660348,"within range"
"36","E09",0.09,"10",1,"Ok",0.949940391313501,0.949940391313501,"within range"
"37","E10",0.134,"10 Spike",1,"Ok",4.73240374950327,4.73240374950327,"within range"
"38","E11",0.138,"10 Spike",1,"Ok",5.07626405479325,5.07626405479325,"within range"
"39","E12",0.134,"10 Spike",1,"Ok",4.73240374950327,4.73240374950327,"within range"
"40","F04",0.166,"6",1,"Ok",7.4832861918231,7.4832861918231,"within range"
"41","F05",0.148,"6",1,"Ok",5.93591481801819,5.93591481801819,"within range"
"42","F06",0.155,"6",1,"Ok",6.53767035227565,6.53767035227565,"within range"
"43","F07",0.066,"11",1,"Ok",-1.11322144042637,0,"bdl"
"44","F08",0.063,"11",1,"Ok",-1.37111666939385,0,"bdl"
"45","F09",0.066,"11",1,"Ok",-1.11322144042637,0,"bdl"
"46","G04",0.084,"7",1,"Ok",0.434149933378534,0.434149933378534,"within range"
"47","G05",0.108,"7",1,"Ok",2.4973117651184,2.4973117651184,"within range"
"48","G06",0.086,"7",1,"Ok",0.606080086023522,0.606080086023522,"within range"
"49","G07",1.189,"12",25,"Ok",2385.63898174338,2385.63898174338,"within range"
"50","G08",1.13,"12",25,"Ok",2258.8404941677,2258.8404941677,"within range"
"51","G09",1.11,"12",25,"Ok",2215.85795600645,2215.85795600645,"within range"
"52","G10",1.271,"16 Dup",25,"Dilute",2561.86738820449,2561.86738820449,"within range"
"53","G11",1.063,"16 Dup",25,"Ok",2114.84899132752,2114.84899132752,"within range"
"54","G12",1.209,"16 Dup",25,"Ok",2428.62151990463,2428.62151990463,"within range"
"55","H04",0.061,"8",1,"Ok",-1.54304682203884,0,"bdl"
"56","H05",0.088,"8",1,"Ok",0.778010238668511,0.778010238668511,"within range"
"57","H06",0.062,"8",1,"Ok",-1.45708174571635,0,"bdl"
"58","H07",1.333,"13",25,"Dilute",2695.11325650436,2695.11325650436,"within range"
"59","H08",1.106,"13",25,"Ok",2207.2614483742,2207.2614483742,"within range"
"60","H09",1.059,"13",25,"Ok",2106.25248369527,2106.25248369527,"within range"
