"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.117,"97",1,"Ok",2.63264059276116,2.63264059276116,"within range"
"2","A05",0.136,"97",1,"Ok",4.39789063010145,4.39789063010145,"within range"
"3","A06",0.138,"97",1,"Ok",4.58370642350569,4.58370642350569,"within range"
"4","A07",0.18,"105",1,"Ok",8.48583808499475,8.48583808499475,"within range"
"5","A08",0.185,"105",1,"Ok",8.95037756850536,8.95037756850536,"within range"
"6","A09",0.167,"105",1,"Ok",7.27803542786719,7.27803542786719,"within range"
"7","A10",2.098,"110",1,"Dilute",186.683183959662,186.683183959662,"within range"
"8","A11",2.392,"110",1,"Dilute",213.998105590085,213.998105590085,"within range"
"9","A12",2.134,"110",1,"Dilute",190.027868240938,190.027868240938,"within range"
"10","B04",0.062,"98",1,"Ok",-2.47729372585547,0,"bdl"
"11","B05",0.058,"98",1,"Ok",-2.84892531266395,0,"bdl"
"12","B06",0.057,"98",1,"Ok",-2.94183320936607,0,"bdl"
"13","B10",2.218,"111",1,"Dilute",197.832131563916,197.832131563916,"within range"
"14","B11",2.57,"111",1,"Dilute",230.535711203063,230.535711203063,"within range"
"15","B12",2.362,"111",1,"Dilute",211.210868689022,211.210868689022,"within range"
"16","C04",0.091,"99",1,"Ok",0.217035278506025,0.217035278506025,"within range"
"17","C05",0.093,"99",1,"Ok",0.402851071910266,0.402851071910266,"within range"
"18","C06",0.092,"99",1,"Ok",0.309943175208145,0.309943175208145,"within range"
"19","C07",0.178,"105 Dup",1,"Ok",8.30002229159051,8.30002229159051,"within range"
"20","C08",0.176,"105 Dup",1,"Ok",8.11420649818627,8.11420649818627,"within range"
"21","C09",0.184,"105 Dup",1,"Ok",8.85746967180324,8.85746967180324,"within range"
"22","C10",0.084,"112",1,"Ok",-0.433319998408819,0,"bdl"
"23","C11",0.1,"112",1,"Ok",1.05320634882511,1.05320634882511,"within range"
"24","C12",0.071,"112",1,"Ok",-1.64112265553639,0,"bdl"
"25","D04",0.11,"100",1,"Ok",1.98228531584632,1.98228531584632,"within range"
"26","D05",0.062,"100",1,"Ok",-2.47729372585547,0,"bdl"
"27","D06",0.07,"100",1,"Ok",-1.73403055223851,0,"bdl"
"28","D10",0.168,"97 Spike",1,"Ok",7.37094332456931,7.37094332456931,"within range"
"29","D11",0.219,"97 Spike",1,"Ok",12.1092460563775,12.1092460563775,"within range"
"30","D12",0.183,"97 Spike",1,"Ok",8.76456177510112,8.76456177510112,"within range"
"31","E04",0.056,"101",1,"Ok",-3.03474110606819,0,"bdl"
"32","E05",0.055,"101",1,"Ok",-3.12764900277032,0,"bdl"
"33","E06",0.056,"101",1,"Ok",-3.03474110606819,0,"bdl"
"34","E07",0.054,"106",1,"Ok",-3.22055689947244,0,"bdl"
"35","E08",0.054,"106",1,"Ok",-3.22055689947244,0,"bdl"
"36","E09",0.054,"106",1,"Ok",-3.22055689947244,0,"bdl"
"37","E10",0.117,"106 Spike",1,"Ok",2.63264059276116,2.63264059276116,"within range"
"38","E11",0.1,"106 Spike",1,"Ok",1.05320634882511,1.05320634882511,"within range"
"39","E12",0.117,"106 Spike",1,"Ok",2.63264059276116,2.63264059276116,"within range"
"40","F04",0.147,"102",1,"Ok",5.41987749382478,5.41987749382478,"within range"
"41","F05",0.16,"102",1,"Ok",6.62768015095234,6.62768015095234,"within range"
"42","F06",0.149,"102",1,"Ok",5.60569328722902,5.60569328722902,"within range"
"43","F07",2.065,"107",1,"Dilute",183.617223368492,183.617223368492,"within range"
"44","F08",2.615,"107",1,"Dilute",234.716566554658,234.716566554658,"within range"
"45","F09",2.067,"107",1,"Dilute",183.803039161896,183.803039161896,"within range"
"46","G04",0.085,"103",1,"Ok",-0.340412101706698,0,"bdl"
"47","G05",0.092,"103",1,"Ok",0.309943175208145,0.309943175208145,"within range"
"48","G06",0.093,"103",1,"Ok",0.402851071910266,0.402851071910266,"within range"
"49","G07",2.669,"108",1,"Dilute",239.733592976573,239.733592976573,"within range"
"50","G08",2.582,"108",1,"Dilute",231.650605963488,231.650605963488,"within range"
"51","G09",2.111,"108",1,"Dilute",187.89098661679,187.89098661679,"within range"
"52","G10",0.13,"112 Dup",1,"Ok",3.84044324988873,3.84044324988873,"within range"
"53","G11",0.07,"112 Dup",1,"Ok",-1.73403055223851,0,"bdl"
"54","G12",0.087,"112 Dup",1,"Ok",-0.154596308302458,0,"bdl"
"55","H04",0.091,"104",1,"Ok",0.217035278506025,0.217035278506025,"within range"
"56","H05",0.092,"104",1,"Ok",0.309943175208145,0.309943175208145,"within range"
"57","H06",0.091,"104",1,"Ok",0.217035278506025,0.217035278506025,"within range"
"58","H07",0.084,"109",1,"Ok",-0.433319998408819,0,"bdl"
"59","H08",0.104,"109",1,"Ok",1.42483793563359,1.42483793563359,"within range"
"60","H09",0.085,"109",1,"Ok",-0.340412101706698,0,"bdl"
