"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.075,"81",1,"Ok",-1.58311711970544,0,"bdl"
"2","A05",0.077,"81",1,"Ok",-1.40029789730408,0,"bdl"
"3","A06",0.079,"81",1,"Ok",-1.21747867490272,0,"bdl"
"4","A07",0.055,"89",1,"Ok",-3.41130934371908,0,"bdl"
"5","A08",0.056,"89",1,"Ok",-3.3198997325184,0,"bdl"
"6","A09",0.059,"89",1,"Ok",-3.04567089891635,0,"bdl"
"7","A10",0.059,"94",1,"Ok",-3.04567089891635,0,"bdl"
"8","A11",0.056,"94",1,"Ok",-3.3198997325184,0,"bdl"
"9","A12",0.055,"94",1,"Ok",-3.41130934371908,0,"bdl"
"10","B04",0.066,"82",1,"Ok",-2.40580362051158,0,"bdl"
"11","B05",0.063,"82",1,"Ok",-2.68003245411363,0,"bdl"
"12","B06",0.076,"82",1,"Ok",-1.49170750850476,0,"bdl"
"13","B10",0.065,"95",1,"Ok",-2.49721323171226,0,"bdl"
"14","B11",0.062,"95",1,"Ok",-2.77144206531431,0,"bdl"
"15","B12",0.057,"95",1,"Ok",-3.22849012131772,0,"bdl"
"16","C04",0.069,"83",1,"Ok",-2.13157478690953,0,"bdl"
"17","C05",0.068,"83",1,"Ok",-2.22298439811022,0,"bdl"
"18","C06",0.067,"83",1,"Ok",-2.3143940093109,0,"bdl"
"19","C07",0.057,"89 Dup",1,"Ok",-3.22849012131772,0,"bdl"
"20","C08",0.055,"89 Dup",1,"Ok",-3.41130934371908,0,"bdl"
"21","C09",0.054,"89 Dup",1,"Ok",-3.50271895491976,0,"bdl"
"22","C10",0.056,"96",1,"Ok",-3.3198997325184,0,"bdl"
"23","C11",0.055,"96",1,"Ok",-3.41130934371908,0,"bdl"
"24","C12",0.061,"96",1,"Ok",-2.86285167651499,0,"bdl"
"25","D04",0.077,"84",1,"Ok",-1.40029789730408,0,"bdl"
"26","D05",0.069,"84",1,"Ok",-2.13157478690953,0,"bdl"
"27","D06",0.067,"84",1,"Ok",-2.3143940093109,0,"bdl"
"28","D10",0.11,"81 Spike",1,"Ok",1.61621927231842,1.61621927231842,"within range"
"29","D11",0.14,"81 Spike",1,"Ok",4.35850760833888,4.35850760833888,"within range"
"30","D12",0.194,"81 Spike",1,"Ok",9.29462661317569,9.29462661317569,"within range"
"31","E04",0.067,"85",1,"Ok",-2.3143940093109,0,"bdl"
"32","E05",0.067,"85",1,"Ok",-2.3143940093109,0,"bdl"
"33","E06",0.068,"85",1,"Ok",-2.22298439811022,0,"bdl"
"34","E07",0.054,"90",1,"Ok",-3.50271895491976,0,"bdl"
"35","E08",0.057,"90",1,"Ok",-3.22849012131772,0,"bdl"
"36","E09",0.058,"90",1,"Ok",-3.13708051011703,0,"bdl"
"37","E10",0.14,"90 Spike",1,"Ok",4.35850760833888,4.35850760833888,"within range"
"38","E11",0.102,"90 Spike",1,"Ok",0.884942382712964,0.884942382712964,"within range"
"39","E12",0.121,"90 Spike",1,"Ok",2.62172499552592,2.62172499552592,"within range"
"40","F04",0.075,"86",1,"Ok",-1.58311711970544,0,"bdl"
"41","F05",0.083,"86",1,"Ok",-0.851840230099989,0,"bdl"
"42","F06",0.075,"86",1,"Ok",-1.58311711970544,0,"bdl"
"43","F07",0.068,"91",1,"Ok",-2.22298439811022,0,"bdl"
"44","F08",0.067,"91",1,"Ok",-2.3143940093109,0,"bdl"
"45","F09",0.064,"91",1,"Ok",-2.58862284291294,0,"bdl"
"46","G04",0.068,"87",1,"Ok",-2.22298439811022,0,"bdl"
"47","G05",0.067,"87",1,"Ok",-2.3143940093109,0,"bdl"
"48","G06",0.072,"87",1,"Ok",-1.85734595330749,0,"bdl"
"49","G07",0.058,"92",1,"Ok",-3.13708051011703,0,"bdl"
"50","G08",0.06,"92",1,"Ok",-2.95426128771567,0,"bdl"
"51","G09",0.059,"92",1,"Ok",-3.04567089891635,0,"bdl"
"52","G10",0.058,"96 Dup",1,"Ok",-3.13708051011703,0,"bdl"
"53","G11",0.057,"96 Dup",1,"Ok",-3.22849012131772,0,"bdl"
"54","G12",0.058,"96 Dup",1,"Ok",-3.13708051011703,0,"bdl"
"55","H04",0.065,"88",1,"Ok",-2.49721323171226,0,"bdl"
"56","H05",0.056,"88",1,"Ok",-3.3198997325184,0,"bdl"
"57","H06",0.058,"88",1,"Ok",-3.13708051011703,0,"bdl"
"58","H07",0.057,"93",1,"Ok",-3.22849012131772,0,"bdl"
"59","H08",0.056,"93",1,"Ok",-3.3198997325184,0,"bdl"
"60","H09",0.056,"93",1,"Ok",-3.3198997325184,0,"bdl"
