,1,2,3,4,5,6,7,8,9,10,11,12
A,0.057,0.055,0.053,0.086,0.091,0.093,0.172,0.23,0.218,0.177,0.205,0.239
B,0.13,0.108,0.14,0.049,0.056,0.057,0.057,0.055,0.058,0.149,0.143,0.143
C,0.256,0.193,0.212,0.067,0.066,0.066,0.209,0.236,0.236,0.128,0.122,0.131
D,0.394,0.345,0.429,0.267,0.309,0.231,0.446,0.414,0.379,0.32,0.263,0.306
E,0.612,0.811,0.586,0.058,0.062,0.055,0.154,0.148,0.148,0.302,0.28,0.394
F,1.074,0.962,0.888,0.069,0.062,0.064,0.269,0.267,0.244,0.057,0.054,0.054
G,0.937,0.997,0.945,0.189,0.204,0.212,0.2,0.157,0.156,0.12,0.117,0.115
H,1.054,1.038,1.009,0.359,0.428,0.43,0.082,0.083,0.084,0.613,0.575,0.565
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,95,95,95,105,105,105,110,110,110
B,Std 1,Std 1,Std 1,98,98,98,ChkStd 0,ChkStd 0,ChkStd 0,111,111,111
C,Std 2,Std 2,Std 2,99,99,99,105 Dup,105 Dup,105 Dup,112,112,112
D,Std 3,Std 3,Std 3,100,100,100,ChkStd 3,ChkStd 3,ChkStd 3,95 Spike,95 Spike,95 Spike
E,Std 4,Std 4,Std 4,101,101,101,106,106,,106 Spike,106 Spike,106 Spike
F,Std 5,Std 5,Std 5,102,102,102,107,107,107,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,103,103,103,108,108,108,112 Dup,112 Dup,112 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,104,104,104,109,109,109,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,25,25,25,1,1,1,1,1,1
D,1,1,1,25,25,25,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,,1,1,1
F,1,1,1,25,25,25,1,1,1,1,1,1
G,1,1,1,25,25,25,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
