"","ID_full","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_tot_mean","FE_tot_sd","FE_2_flag","FE_3_flag","Dilution","Plate","QAQC_flag","FE_2_cv_flag","FE_3_cv_flag"
"1","Plate1_1_202505_MSM_SW_C","202505_MSM_SW_C",20.0502438999189,1.22229535517487,6.09616202813283,7.15161290094378,1.41381315521389,19.7691510264393,27.2018568008627,1.79475987057621,"Within range","Within range",1,"Plate1","Fe3 Chk Std 60 out of range","ok","High cv rerun"
"2","Plate1_50_202505_MSM_TR_B_45 dup","202505_MSM_TR_B_45 dup",15950.4928204314,311.853048096744,1.95513111480345,867.621972449656,1208.96348605992,139.342193311047,16818.114792881,1209.09245456014,"Within range","High",50,"Plate1","Fe3 Chk Std 60 out of range","ok","High cv rerun"
"3","Plate2_1_202505_SWH_SW_C","202505_SWH_SW_C",13.7129376998703,0.580823707276711,4.23558919313258,3.89986895259101,0.574450498017122,14.729994904969,17.6128066524613,0.954367372634266,"Within range","Within range",1,"Plate2","Fe3 Chk Std 60 out of range","ok","High cv rerun"
"4","Plate2_1_202505_SWH_SW_C spk","202505_SWH_SW_C spk",34.5626750980301,2.95756044441653,8.55709355837765,9.99620023424745,2.21941434563919,22.2025799166705,44.5588753322776,2.8077322668028,"Within range","Within range",1,"Plate2","Fe3 Chk Std 60 out of range","ok","High cv rerun"
"5","Plate2_8_202507_GCW_TR_B_20","202507_GCW_TR_B_20",1713.14785252802,156.613397898538,9.14184947127771,119.374601128344,104.051616703163,87.1639492150373,1832.52245365637,104.801490144179,"Within range","High",8,"Plate2","Fe3 Chk Std 60 out of range","ok","High cv rerun"
"6","Plate3_8_202507_MSM_UP_A_20","202507_MSM_UP_A_20",1675.25221551324,108.946895218885,6.50331300624527,111.819475038151,92.0412614253858,82.3123712519512,1787.07169055139,92.6312080240514,"Within range","High",8,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","High cv rerun"
"7","Plate3_8_202507_MSM_UP_B_45 spk","202507_MSM_UP_B_45 spk",903.618641126075,63.7566231664456,7.05570029929806,1187.00656405047,1531.81340808216,129.048436164927,2090.62520517654,1531.83421877286,"Within range","High",8,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","High cv rerun"
"8","Plate1_8_202505_GWI_UP_B_10","202505_GWI_UP_B_10",40.7536101424343,4.3019061009695,10.5558896155072,0,0,0,40.7536101424343,2.07410368616651,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","High cv rerun","ok"
"9","Plate2_1_202507_GCW_UP_A_20","202507_GCW_UP_A_20",5.85467801181011,1.07547652524237,18.3695247300178,0,0,0,5.85467801181011,1.03705184308325,"Within range","Below MDL",1,"Plate2","Fe3 Chk Std 60 out of range","High cv rerun","ok"
"10","Plate2_8_202505_GWI_TR_B_45","202505_GWI_TR_B_45",4888.54088514582,576.581635592204,11.7945548403653,0,0,0,4888.54088514582,24.0121143507231,"High","High",8,"Plate2","Fe3 Chk Std 60 out of range","High cv rerun","ok"
"11","Plate3_1_202507_GCW_WC_C_10","202507_GCW_WC_C_10",4.33372452379846,0.537738262621185,12.4082243730126,0,0,0,4.33372452379846,0.733306390686175,"Within range","Below MDL",1,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","High cv rerun","ok"
