"","Site","Zone","Replicate","Date","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","qaqc_flag","Notes"
"1","GCW","TR","1","202506","GCW_TR_1_202506",2025-06-17 12:37:34.5,NA,NA,NA,NA,NA,2493.27367918219,1.75662597061556,0.0124077062096957,10169.3013685531,2.18031679060712,2.82342345580865e-268,0.985834853807464,17.6886746297215,2380.81598720621,0.990519792485681,14.5213472937944,2493.3062585747,TRUE,1.7583952391251,0.0129566811552827,19.0172012896383,2025-06-17 12:35:10,2025-06-17 12:39:59,NA,""
"2","GCW","TR","1","202507","GCW_TR_1_202507",2025-07-16 13:29:34.5,NA,NA,NA,NA,NA,2565.21724833061,3.56290151660402,0.01404629113206,8477.75453541195,2.46825350982722,0,0.995543760358481,20.0246741331769,2493.17734867356,0.99657158268616,17.625492282132,2566.50915395769,TRUE,3.57769633411132,0.0147609630166781,19.1302102224007,2025-07-16 13:27:10,2025-07-16 13:31:59,NA,"Veg scores in survey"
"3","GCW","TR","1","202509","GCW_TR_1_202509",2025-09-09 11:33:34.5,3138.01405475767,2.30971121201037,1.94000833393311e-126,0.863226601002636,53.7608722277837,2615.47734190136,1.71080892259441,0.0153177719292587,7401.47210698089,2.6916816668302,3.76836676657305e-239,0.977433312814149,21.8373226388299,2609.95567335997,0.978162220800073,21.5567333099267,2615.90346806034,TRUE,1.70300743772697,0.0155842553081587,24.9068186195238,2025-09-09 11:31:10,2025-09-09 11:35:59,NA,""
"4","GCW","TR","1","202511","GCW_TR_1_202511",2025-11-12 12:19:34.5,2720.59720613901,1.05831645784315,6.10895155509962e-134,0.878680085479282,26.1764905004768,1753.11926794392,0.892685777622341,0.00346318765620474,7735.49972529802,0.608561007831254,0,0.995684124689662,4.93718972684926,1740.01447910648,0.995931322018548,4.8104450582599,1753.12770115315,TRUE,0.892398246367234,0.00349405353602187,4.86692138342625,2025-11-12 12:17:10,2025-11-12 12:21:59,NA,""
"5","GCW","TR","2","202506","GCW_TR_2_202506",2025-06-17 12:45:34.5,3556.80083930107,4.74226499453085,6.49332009407983e-143,0.894890135515429,110.674349475008,2452.16243092421,4.05892595052849,0.0115586755581882,8919.14098734182,2.03112275313262,0,0.997669907021675,16.4782795178964,2064.73475384961,0.999395795425543,8.42035635834585,2455.05178279589,TRUE,4.04401107497835,0.0116935039303869,16.5820010414223,2025-06-17 12:43:10,2025-06-17 12:47:59,NA,""
"6","GCW","TR","2","202507","GCW_TR_2_202507",2025-07-16 13:40:34.5,3890.8019332296,6.89889561903432,4.71418585927616e-135,0.880818287598213,196.852763491255,2307.01875479208,6.78608340501048,0.0089996759228915,8527.13649242421,1.58144818978465,0,0.999493723330545,12.8301183540733,2041.01270494925,0.999800457358937,8.082910886547,2308.72555194354,TRUE,6.77635756381679,0.00909194827660892,13.1005588211913,2025-07-16 13:38:10,2025-07-16 13:42:59,NA,"Veg scores in survey"
"7","GCW","TR","2","202509","GCW_TR_2_202509",2025-09-09 11:41:34.5,3161.44595212151,2.34825844394458,1.59935432436317e-143,0.895907526562664,55.9772715739873,2338.18345253295,2.05905675088528,0.00949647622017071,6740.2645014625,1.66874732561445,4.42188753027916e-321,0.993911245980716,13.5383668140226,2174.41379034329,0.996585853995917,10.1731707598061,2338.78849367175,TRUE,2.05317093894295,0.010143360511159,14.2896400703616,2025-09-09 11:39:10,2025-09-09 11:43:59,NA,""
"8","GCW","TR","2","202511","GCW_TR_2_202511",2025-11-12 12:29:34.5,1591.34141388185,1.67127802459664,1.54479727090753e-87,0.904347032325447,25.7838302248843,1063.18448524787,1.68517981703887,0.00852389229229075,7699.18717573078,0.907644448196643,6.75581656610357e-201,0.995720135889332,5.45397569854307,1043.18365655941,0.996283657766401,5.11277470324278,1064.43116409268,TRUE,1.69281517919113,0.00718840275696721,4.50461343424594,2025-11-12 12:28:10,2025-11-12 12:30:59,NA,"chamber base slightly bent, small CH4 spike, reduced obs length to avoid ebullition"
"9","GCW","TR","3","202506","GCW_TR_3_202506",2025-06-17 12:54:34.5,3382.85721461828,3.11364501042562,3.24431474033262e-138,0.886692342153561,81.9975443306347,2217.81787908423,2.89681214091766,0.00771675512306709,8807.02114862623,1.35600976356768,0,0.99796044889764,11.0011607514132,2046.88632280479,0.9988842604342,8.16518181049782,2217.83863215817,TRUE,2.89571042134412,0.0080566087599718,11.2443465198959,2025-06-17 12:52:10,2025-06-17 12:56:59,NA,""
"10","GCW","TR","3","202507","GCW_TR_3_202507",2025-07-16 13:51:34.5,3654.6413157886,4.79871333268374,2.58945900442286e-135,0.881312896071757,131.011168790323,2400.20890135987,4.5233260203209,0.0105683240980154,8071.98118742058,1.85709542844229,0,0.998430335917623,15.0664146290923,2228.29099775605,0.999144228454454,11.163456979558,2400.6629023503,TRUE,4.5285780099339,0.0112913793843075,12.7868400285907,2025-07-16 13:49:10,2025-07-16 13:53:59,NA,"Veg scores in survey"
