"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","ic_mgL","ic_uM","ic_flag","Analysis_runtime","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","SWH","UP","A",10,"202511_SWH_UP_LysA_10cm",2025,11,5,"10:25","EST",24.28,2021.48030971609,"IC checks out of range","11/21/2025 4:47:39 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"2","COMPASS: Synoptic","CB","SWH","UP","A",20,"202511_SWH_UP_LysA_20cm",2025,11,5,"10:25","EST",33.31,2773.29114977937,"IC checks out of range","11/21/2025 5:15:43 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"3","COMPASS: Synoptic","CB","SWH","UP","A",45,"202511_SWH_UP_LysA_45cm",2025,11,5,"10:25","EST",37.27,3102.98892681709,"IC checks out of range","11/21/2025 5:43:35 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"4","COMPASS: Synoptic","CB","SWH","UP","B",20,"202511_SWH_UP_LysB_20cm",2025,11,5,"10:36","EST",31.14,2592.62342852385,"IC checks out of range","11/21/2025 6:06:40 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"5","COMPASS: Synoptic","CB","SWH","UP","C",10,"202511_SWH_UP_LysC_10cm",2025,11,5,"10:43","EST",6.159,512.779951710932,"IC checks out of range; blank is ≥ 25% of sample value","11/21/2025 6:29:43 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"6","COMPASS: Synoptic","CB","SWH","UP","C",20,"202511_SWH_UP_LysC_20cm",2025,11,5,"10:43","EST",37.56,3127.13346099409,"IC checks out of range","11/21/2025 6:55:38 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"7","COMPASS: Synoptic","CB","SWH","UP","C",45,"202511_SWH_UP_LysC_45cm",2025,11,5,"10:43","EST",33.35,2776.62143035551,"IC checks out of range","11/21/2025 7:22:46 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"8","COMPASS: Synoptic","CB","GWI","UP","A",20,"202511_GWI_UP_LysA_20cm",2025,11,6,"13:36","EST",50.5,4204.47922737491,"IC checks out of range","11/21/2025 7:31:45 PM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"9","COMPASS: Synoptic","CB","GWI","UP","A",45,"202511_GWI_UP_LysA_45cm",2025,11,6,"13:36","EST",26.95,2243.77653817334,"IC checks out of range","11/21/2025 7:54:26 PM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"10","COMPASS: Synoptic","CB","GWI","UP","B",10,"202511_GWI_UP_LysB_10cm",2025,11,6,"13:40","EST",12.64,1052.36866205978,"IC checks out of range; blank is ≥ 25% of sample value","11/21/2025 8:15:26 PM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"11","COMPASS: Synoptic","CB","GWI","UP","B",20,"202511_GWI_UP_LysB_20cm",2025,11,6,"13:40","EST",26.49,2205.47831154775,"IC checks out of range","11/21/2025 8:38:11 PM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"12","COMPASS: Synoptic","CB","GWI","UP","B",45,"202511_GWI_UP_LysB_45cm",2025,11,6,"13:40","EST",40.08,3336.94113729082,"IC checks out of range","11/21/2025 8:58:11 PM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"13","COMPASS: Synoptic","CB","GWI","UP","C",20,"202511_GWI_UP_LysC_20cm",2025,11,6,"13:45","EST",33.99,2829.90591957372,"IC checks out of range","11/21/2025 9:21:02 PM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"14","COMPASS: Synoptic","CB","MSM","UP","B",10,"202511_MSM_UP_LysB_10cm",2025,11,13,"14:40","EST",24.85,2068.93680792607,"IC checks out of range","11/22/2025 10:32:14 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"15","COMPASS: Synoptic","CB","MSM","UP","B",20,"202511_MSM_UP_LysB_20cm",2025,11,13,"14:40","EST",23.58,1963.20039963367,"IC checks out of range","11/22/2025 10:54:28 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"16","COMPASS: Synoptic","CB","MSM","UP","C",10,"202511_MSM_UP_LysC_10cm",2025,11,13,"14:45","EST",32.23,2683.37357422363,"IC checks out of range","11/22/2025 11:17:25 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"17","COMPASS: Synoptic","CB","MSM","UP","C",20,"202511_MSM_UP_LysC_20cm",2025,11,13,"14:45","EST",3.95,328.865206893681,"IC checks out of range; blank is ≥ 25% of sample value","11/22/2025 11:41:05 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"18","COMPASS: Synoptic","CB","SWH","SWAMP","A",10,"202511_SWH_SWAMP_LysA_10cm",2025,11,5,"11:50","EST",24.92,2074.76479893431,"IC checks out of range","11/21/2025 7:50:40 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"19","COMPASS: Synoptic","CB","SWH","SWAMP","A",20,"202511_SWH_SWAMP_LysA_20cm",2025,11,5,"11:50","EST",29.27,2436.93281158938,"IC checks out of range","11/21/2025 8:18:08 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"20","COMPASS: Synoptic","CB","SWH","SWAMP","A",45,"202511_SWH_SWAMP_LysA_45cm",2025,11,5,"11:50","EST",27.91,2323.70327200067,"IC checks out of range","11/21/2025 8:45:38 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"21","COMPASS: Synoptic","CB","SWH","SWAMP","B",10,"202511_SWH_SWAMP_LysB_10cm",2025,11,5,"11:30","EST",23.27,1937.3907251686,"IC checks out of range","11/21/2025 10:13:29 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"22","COMPASS: Synoptic","CB","SWH","SWAMP","B",20,"202511_SWH_SWAMP_LysB_20cm",2025,11,5,"11:30","EST",32.22,2682.54100407959,"IC checks out of range","11/21/2025 10:36:14 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"23","COMPASS: Synoptic","CB","SWH","SWAMP","B",45,"202511_SWH_SWAMP_LysB_45cm",2025,11,5,"11:30","EST",31.5,2622.5959537091,"IC checks out of range","11/21/2025 10:59:04 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"24","COMPASS: Synoptic","CB","SWH","SWAMP","C",20,"202511_SWH_SWAMP_LysC_20cm",2025,11,5,"11:18","EST",17.36,1445.34177004413,"IC checks out of range; blank is ≥ 25% of sample value","11/21/2025 11:29:38 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"25","COMPASS: Synoptic","CB","SWH","SWAMP","C",45,"202511_SWH_SWAMP_LysC_45cm",2025,11,5,"11:18","EST",18.53,1542.75247689618,"IC checks out of range; blank is ≥ 25% of sample value","11/21/2025 11:47:18 AM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
"26","COMPASS: Synoptic","CB","SWH","TR","A",10,"202511_SWH_TR_LysA_10cm",2025,11,4,"12:42","EST",14.1,1173.92390308884,"IC checks out of range; blank is ≥ 25% of sample value","11/21/2025 12:01:16 PM","The second standard curve run had a very high end standard - concentration calculations were done with first standard curve.
                The instrument was having some issues during this run and some samples had no peaks as a result - these were removed in this code.
               Background concentrations were high on this run - we may need to consider subtracting the DI values. ",""
