"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"1","28",1.56451254857553,0.120460820695899,7.69957523227135,"Within_Range",1,"within range"
"2","37",1465.85542200228,33.1267256913721,2.25989038169417,"Within_Range",25,"within range"
"3","Dup 31",3.94951511765381,0.240921641391798,6.10003086998984,"Within_Range",1,"within range"
"4","26",0,0,0,"bdl",1,"within range"
"5","31",5.05683773901158,0,0,"Within_Range",1,"within range"
"6","Spike 17",2.96996049106809,1.86714272078643,62.8675945825445,"Within_Range",1,"High CV"
"7","Spike 26",7.3140723133178,0.301152051739748,4.11743333725859,"Within_Range",1,"within range"
"8","17",0,0,0,"bdl",1,"within range"
"9","18",0,0,0,"bdl",1,"within range"
"10","19",0,0,0,"bdl",1,"within range"
"11","20",0,0,0,"bdl",1,"within range"
"12","21",0,0,0,"bdl",1,"within range"
"13","22",0,0,0,"bdl",1,"within range"
"14","23",0,0,0,"bdl",1,"within range"
"15","24",0,0,0,"bdl",1,"within range"
"16","25",0,0,0,"bdl",1,"within range"
"17","27",0,0,0,"bdl",1,"within range"
"18","29",0,0,0,"bdl",1,"within range"
"19","30",0,0,0,"bdl",1,"within range"
"20","Dup 25",0,0,0,"bdl",1,"within range"
