"","IDs","H2S_info"
"1","79","Within_Range"
"2","79","Within_Range"
"3","79","Within_Range"
"4","87","bdl"
"5","87","bdl"
"6","87","bdl"
"7","93","Within_Range"
"8","93","Within_Range"
"9","93","Within_Range"
"10","80","Within_Range"
"11","80","Within_Range"
"12","80","Within_Range"
"13","94","adl"
"14","94","Within_Range"
"15","94","Within_Range"
"16","81","Within_Range"
"17","81","Within_Range"
"18","81","Within_Range"
"19","Dup 87","bdl"
"20","Dup 87","bdl"
"21","Dup 87","bdl"
"22","96","Within_Range"
"23","96","Within_Range"
"24","96","Within_Range"
"25","82","bdl"
"26","82","bdl"
"27","82","bdl"
"28","Spike 79","Within_Range"
"29","Spike 79","Within_Range"
"30","Spike 79","Within_Range"
"31","83","bdl"
"32","83","bdl"
"33","83","bdl"
"34","88","Within_Range"
"35","88","Within_Range"
"36","88","Within_Range"
"37","Spike 88","Within_Range"
"38","Spike 88","Within_Range"
"39","Spike 88","Within_Range"
"40","84","bdl"
"41","84","bdl"
"42","84","bdl"
"43","89","bdl"
"44","89","bdl"
"45","89","bdl"
"46","85","bdl"
"47","85","bdl"
"48","85","bdl"
"49","90","bdl"
"50","90","bdl"
"51","90","Within_Range"
"52","Dup 96","Within_Range"
"53","Dup 96","Within_Range"
"54","Dup 96","Within_Range"
"55","86","bdl"
"56","86","bdl"
"57","86","bdl"
"58","91","Within_Range"
"59","91","Within_Range"
"60","91","Within_Range"
