"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.08,"1",1,"Ok",-1.41674066277231,0,"bdl"
"2","A05",0.077,"1",1,"Ok",-1.67227665231641,0,"bdl"
"3","A06",0.071,"1",1,"Ok",-2.18334863140461,0,"bdl"
"4","A07",2.21,"9",1,"Dilute",180.013811913539,180.013811913539,"adl"
"5","A08",2.242,"9",1,"Dilute",182.739529135343,182.739529135343,"adl"
"6","A09",2.199,"9",1,"Dilute",179.076846618544,179.076846618544,"adl"
"7","A10",2.49,"14",1,"Dilute",203.863837604322,203.863837604322,"adl"
"8","A11",2.513,"14",1,"Dilute",205.822946857493,205.822946857493,"adl"
"9","A12",2.604,"14",1,"Dilute",213.574205206998,213.574205206998,"adl"
"10","B04",0.089,"2",1,"Ok",-0.650132694140008,0,"bdl"
"11","B05",0.093,"2",1,"Ok",-0.30941804141454,0,"bdl"
"12","B06",0.088,"2",1,"Ok",-0.735311357321375,0,"bdl"
"13","B10",1.044,"15",25,"Ok",2017.38726610164,2017.38726610164,"Within_Range"
"14","B11",0.842,"15",25,"Ok",1587.23501703573,1587.23501703573,"Within_Range"
"15","B12",0.961,"15",25,"Ok",1840.6415400003,1840.6415400003,"Within_Range"
"16","C04",0.07,"3",1,"Ok",-2.26852729458598,0,"bdl"
"17","C05",0.068,"3",1,"Ok",-2.43888462094871,0,"bdl"
"18","C06",0.072,"3",1,"Ok",-2.09816996822325,0,"bdl"
"19","C07",2.054,"Dup 9",1,"Dilute",166.725940457246,166.725940457246,"adl"
"20","C08",2.151,"Dup 9",1,"Dilute",174.988270785839,174.988270785839,"adl"
"21","C09",1.987,"Dup 9",1,"Dilute",161.018970024094,161.018970024094,"adl"
"22","C10",1.322,"16",25,"Dilute",2609.37897521214,2609.37897521214,"adl"
"23","C11",1.22,"16",25,"Ok",2392.17338409965,2392.17338409965,"Within_Range"
"24","C12",1.335,"16",25,"Dilute",2637.06204074608,2637.06204074608,"adl"
"25","D04",0.068,"4",1,"Ok",-2.43888462094871,0,"bdl"
"26","D05",0.064,"4",1,"Ok",-2.77959927367418,0,"bdl"
"27","D06",0.071,"4",1,"Ok",-2.18334863140461,0,"bdl"
"28","D10",0.114,"Spike 1",1,"Ok",1.47933388539417,1.47933388539417,"Within_Range"
"29","D11",0.129,"Spike 1",1,"Ok",2.75701383311467,2.75701383311467,"Within_Range"
"30","D12",0.163,"Spike 1",1,"Ok",5.65308838128115,5.65308838128115,"Within_Range"
"31","E04",0.071,"5",1,"Ok",-2.18334863140461,0,"bdl"
"32","E05",0.073,"5",1,"Ok",-2.01299130504188,0,"bdl"
"33","E06",0.069,"5",1,"Ok",-2.35370595776735,0,"bdl"
"34","E07",1.663,"10",25,"Dilute",3335.52707883329,3335.52707883329,"adl"
"35","E08",1.733,"10",25,"Dilute",3484.58973940068,3484.58973940068,"adl"
"36","E09",1.933,"10",25,"Dilute",3910.48305530752,3910.48305530752,"adl"
"37","E10",1.696,"Spike 10",1,"Dilute",136.231979038317,136.231979038317,"adl"
"38","E11",1.779,"Spike 10",1,"Dilute",143.30180808237,143.30180808237,"adl"
"39","E12",1.845,"Spike 10",1,"Dilute",148.92359985234,148.92359985234,"adl"
"40","F04",0.079,"6",1,"Ok",-1.50191932595368,0,"bdl"
"41","F05",0.074,"6",1,"Ok",-1.92781264186051,0,"bdl"
"42","F06",0.078,"6",1,"Ok",-1.58709798913504,0,"bdl"
"43","F07",2.473,"11",1,"Dilute",202.415800330239,202.415800330239,"adl"
"44","F08",2.146,"11",1,"Dilute",174.562377469932,174.562377469932,"adl"
"45","F09",2.36,"11",1,"Dilute",192.790611390744,192.790611390744,"adl"
"46","G04",0.06,"7",1,"Ok",-3.12031392639965,0,"bdl"
"47","G05",0.059,"7",1,"Ok",-3.20549258958102,0,"bdl"
"48","G06",0.06,"7",1,"Ok",-3.12031392639965,0,"bdl"
"49","G07",1.881,"12",25,"Dilute",3799.75079317174,3799.75079317174,"adl"
"50","G08",1.381,"12",25,"Dilute",2735.01750340465,2735.01750340465,"adl"
"51","G09",0.057,"12",25,"Ok",-84.3962478985937,0,"bdl"
"52","G10",1.169,"Dup 16",1,"Ok",91.3428235417363,91.3428235417363,"Within_Range"
"53","G11",1.344,"Dup 16",1,"Dilute",106.249089598476,106.249089598476,"adl"
"54","G12",1.6,"Dup 16",1,"Dilute",128.054827372905,128.054827372905,"adl"
"55","H04",2.336,"8",1,"Dilute",190.746323474392,190.746323474392,"adl"
"56","H05",2.171,"8",1,"Dilute",176.691844049466,176.691844049466,"adl"
"57","H06",2.12,"8",1,"Dilute",172.347732227216,172.347732227216,"adl"
"58","H07",1.741,"13",25,"Dilute",3501.62547203696,3501.62547203696,"adl"
"59","H08",1.689,"13",25,"Dilute",3390.89320990118,3390.89320990118,"adl"
"60","H09",1.812,"13",25,"Dilute",3652.81759918388,3652.81759918388,"adl"
