"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.109,"32",1,"Ok",0.928029967364035,0.928029967364035,"Within_Range"
"2","A05",0.11,"32",1,"Ok",1.02086777748802,1.02086777748802,"Within_Range"
"3","A06",0.114,"32",1,"Ok",1.39221901798397,1.39221901798397,"Within_Range"
"4","A07",2.387,"41",1,"Dilute",212.412561429805,212.412561429805,"adl"
"5","A08",2.627,"41",1,"Dilute",234.693635859562,234.693635859562,"adl"
"6","A09",2.489,"41",1,"Dilute",221.882018062451,221.882018062451,"adl"
"7","A10",0.073,"46",1,"Ok",-2.41413119709947,0,"bdl"
"8","A11",0.071,"46",1,"Ok",-2.59980681734745,0,"bdl"
"9","A12",0.07,"46",1,"Ok",-2.69264462747143,0,"bdl"
"10","B04",0.06,"33",1,"Ok",-3.6210227287113,0,"bdl"
"11","B05",0.059,"33",1,"Ok",-3.71386053883528,0,"bdl"
"12","B06",0.059,"33",1,"Ok",-3.71386053883528,0,"bdl"
"13","B10",0.45,"8",100,"Ok",3258.57232196434,3258.57232196434,"Within_Range"
"14","B11",0.451,"8",100,"Ok",3267.85610297674,3267.85610297674,"Within_Range"
"15","B12",0.402,"8",100,"Ok",2812.9508333692,2812.9508333692,"Within_Range"
"16","C04",0.335,"34",1,"Ok",21.9093750553849,21.9093750553849,"Within_Range"
"17","C05",0.275,"34",1,"Ok",16.3391064479458,16.3391064479458,"Within_Range"
"18","C06",0.269,"34",1,"Ok",15.7820795872018,15.7820795872018,"Within_Range"
"19","C07",2.42,"Dup 41",1,"Dilute",215.476209163896,215.476209163896,"adl"
"20","C08",2.471,"Dup 41",1,"Dilute",220.21093748022,220.21093748022,"adl"
"21","C09",2.521,"Dup 41",1,"Dilute",224.852827986419,224.852827986419,"adl"
"22","C10",0.468,"9",100,"Ok",3425.68038018751,3425.68038018751,"Within_Range"
"23","C11",0.453,"9",100,"Ok",3286.42366500153,3286.42366500153,"Within_Range"
"24","C12",0.422,"9",100,"Ok",2998.62645361718,2998.62645361718,"Within_Range"
"25","D04",0.079,"35",1,"Ok",-1.85710433635555,0,"bdl"
"26","D05",0.075,"35",1,"Ok",-2.2284555768515,0,"bdl"
"27","D06",0.078,"35",1,"Ok",-1.94994214647954,0,"bdl"
"28","D10",0.145,"Spike 32",1,"Ok",4.27019113182754,4.27019113182754,"Within_Range"
"29","D11",0.136,"Spike 32",1,"Ok",3.43465084071167,3.43465084071167,"Within_Range"
"30","D12",0.169,"Spike 32",1,"Ok",6.49829857480321,6.49829857480321,"Within_Range"
"31","E04",2.623,"36",1,"Dilute",234.322284619066,234.322284619066,"adl"
"32","E05",2.512,"36",1,"Dilute",224.017287695303,224.017287695303,"adl"
"33","E06",2.211,"36",1,"Dilute",196.073106847983,196.073106847983,"adl"
"34","E07",0.978,"42",25,"Ok",2040.1021741277,2040.1021741277,"Within_Range"
"35","E08",1.018,"42",25,"Ok",2132.93998425169,2132.93998425169,"Within_Range"
"36","E09",0.889,"42",25,"Ok",1833.53804660183,1833.53804660183,"Within_Range"
"37","E10",0.999,"Spike 42",25,"Ok",2088.8420244428,2088.8420244428,"Within_Range"
"38","E11",0.873,"Spike 42",25,"Ok",1796.40292255224,1796.40292255224,"Within_Range"
"39","E12",1.172,"Spike 42",25,"Dilute",2490.36555322904,2490.36555322904,"adl"
"40","F04",0.057,"38",25,"Ok",-97.4884039770813,0,"bdl"
"41","F06",0.056,"38",25,"Ok",-99.809349230181,0,"bdl"
"42","F07",0.06,"43",25,"Ok",-90.5255682177824,0,"bdl"
"43","F08",0.054,"43",25,"Ok",-104.45123973638,0,"bdl"
"44","F09",0.054,"43",25,"Ok",-104.45123973638,0,"bdl"
"45","G04",2.441,"39",1,"Dilute",217.4258031765,217.4258031765,"adl"
"46","G05",2.484,"39",1,"Dilute",221.417829011832,221.417829011832,"adl"
"47","G06",2.43,"39",1,"Dilute",216.404587265136,216.404587265136,"adl"
"48","G07",0.056,"44",1,"Ok",-3.99237396920724,0,"bdl"
"49","G08",0.058,"44",1,"Ok",-3.80669834895927,0,"bdl"
"50","G09",0.054,"44",1,"Ok",-4.17804958945521,0,"bdl"
"51","G10",0.475,"Dup 9",100,"Ok",3490.6668472743,3490.6668472743,"Within_Range"
"52","G11",0.533,"Dup 9",100,"Ok",4029.12614599342,4029.12614599342,"Within_Range"
"53","G12",0.483,"Dup 9",100,"Ok",3564.93709537349,3564.93709537349,"Within_Range"
"54","H04",0.968,"40",25,"Ok",2016.89272159671,2016.89272159671,"Within_Range"
"55","H05",0.83,"40",25,"Ok",1696.60227666895,1696.60227666895,"Within_Range"
"56","H06",0.887,"40",25,"Ok",1828.89615609563,1828.89615609563,"Within_Range"
"57","H07",0.056,"45",1,"Ok",-3.99237396920724,0,"bdl"
"58","H08",0.054,"45",1,"Ok",-4.17804958945521,0,"bdl"
"59","H09",0.056,"45",1,"Ok",-3.99237396920724,0,"bdl"
