"Project","Region","Year","Month","Day","Site","Plot","Depth_cm","Sample_ID","Sampler_Type","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","NOx_mgL","NOx_uM","NOx_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_flag"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",5,"MSM_202210_UP_PPR_5cm","Depth segmented peeper well",56.4808,1.7617,"",1046.1222,29.5098,"",1.8904,NA,NA,"",0.313359,22.372079,"",0.003792,0.270728,"",0.003577,0.255378,"bdl",74.825,2.559,"",171.601,81.882,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",15,"MSM_202210_UP_PPR_15cm","Depth segmented peeper well",56.9315,1.7758,"",1042.8043,29.4162,"",1.8844,NA,NA,"",0.343022,24.489851,"",0.003947,0.281794,"",0.001753,0.125154,"bdl",656.113,58.742,"",355.12,31.528,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",25,"MSM_202210_UP_PPR_25cm","Depth segmented peeper well",70.1598,2.1884,"",1104.8402,31.1662,"",1.9965,NA,NA,"",0.467758,33.395304,"",0.00706,0.504044,"",0.003841,0.274226,"bdl",806.375,3.602,"",161.062,19.901,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",35,"MSM_202210_UP_PPR_35cm","Depth segmented peeper well",82.4729,2.5725,"",1330.7842,37.5398,"",2.4048,NA,NA,"",0.645589,46.091442,"",0.009802,0.699808,"",0.006355,0.453711,"bdl",1868.394,104.45,"",136.333,61.804,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",45,"MSM_202210_UP_PPR_45cm","Depth segmented peeper well",94.551,2.9492,"",1353.2643,38.1739,"",2.4454,NA,NA,"",0.79449,56.72214,"",0.009451,0.674749,"",0.003096,0.221037,"bdl",2665.545,154.874,"",30.924,43.733,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",55,"MSM_202210_UP_PPR_55cm","Depth segmented peeper well",95.2751,2.9718,"",1491.5376,42.0744,"",2.6952,NA,NA,"",0.450865,32.189238,"",0.005077,0.362469,"",1.1e-05,0.000785,"bdl",2897.304,162.078,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",65,"MSM_202210_UP_PPR_65cm","Depth segmented peeper well",101.5296,3.1669,"",1765.9643,49.8156,"",3.1911,NA,NA,"",0.45069,32.176744,"",0.015779,1.126532,"",0.005841,0.417015,"bdl",2169.766,36.936,"",50.102,29.075,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",75,"MSM_202210_UP_PPR_75cm","Depth segmented peeper well",112.9602,3.5234,"",2132.855,60.1652,"",3.8541,NA,NA,"",0.361354,25.798654,"",-0.0053,-0.37839,"bdl",0.001839,0.131294,"bdl",2274.61,99.048,"",98.931,59.929,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",85,"MSM_202210_UP_PPR_85cm","Depth segmented peeper well",138.9142,4.3329,"",2589.1649,73.0371,"",4.6786,NA,NA,"",0.304009,21.704541,"",0.015861,1.132387,"",0.008685,0.62006,"bdl",1583.151,118.857,"",255.609,109.335,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",95,"MSM_202210_UP_PPR_95cm","Depth segmented peeper well",133.0179,4.149,"",2447.1084,69.0299,"",4.422,NA,NA,"",0.338749,24.184783,"",0.019816,1.414752,"",0.00576,0.411232,"bdl",2177.831,138.667,"",120.795,127.014,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",105,"MSM_202210_UP_PPR_105cm","Depth segmented peeper well",146.819,4.5795,"",2371.4323,66.8951,"",4.2852,NA,NA,"",0.345049,24.634568,"",0.017267,1.232767,"",0.004157,0.296787,"bdl",1611.166,97.247,"",146.916,155.925,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",115,"MSM_202210_UP_PPR_115cm","Depth segmented peeper well",141.9209,4.4267,"",2376.4229,67.0359,"",4.2942,NA,NA,"",0.34512,24.639637,"",0.021077,1.50478,"",0.004426,0.315992,"bdl",1879.854,102.649,"",242.432,37.452,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",5,"MSM_202210_TR_PPR_5cm","Depth segmented peeper well",234.3596,7.31,"",2538.4834,71.6074,"",4.5871,NA,NA,"",0.492415,35.155675,"",0.006604,0.471489,"",0.030207,2.156611,"",156.836,25.207,"",31.919,2.941,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",15,"MSM_202210_TR_PPR_15cm","Depth segmented peeper well",244.5354,7.6274,"",2577.2622,72.7013,"",4.6571,1.926,0.19,"",0.493272,35.216861,"",0.011991,0.85609,"",0.024336,1.737454,"bdl",113.244,3.839,"",47.866,17.938,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",25,"MSM_202210_TR_PPR_25cm","Depth segmented peeper well",422.5919,13.1813,"",3501.0406,98.76,"",6.3264,3.312,0.299,"",0.61463,43.881143,"",0.020532,1.46587,"",0.020434,1.458873,"bdl",2530.564,122.459,"",56.198,19.772,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",35,"MSM_202210_TR_PPR_35cm","Depth segmented peeper well",427.6311,13.3385,"",3386.6446,95.533,"",6.1197,3.982,0.18,"",1.01472,72.44533,"",-0.005337,-0.381032,"bdl",0.021132,1.508707,"bdl",3345.902,333.293,"",987.366,506.306,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",45,"MSM_202210_TR_PPR_45cm","Depth segmented peeper well",446.9793,13.942,"",3488.3102,98.4009,"",6.3034,7.829,0.557,"",0.962214,68.696695,"",0.057148,4.080047,"",0.036333,2.593973,"",2815.806,360.173,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",55,"MSM_202210_TR_PPR_55cm","Depth segmented peeper well",465.5185,14.5202,"",3616.861,102.0271,"",6.5357,5.32,0.299,"",0.883277,63.061035,"",0.042471,3.032192,"",0.025101,1.792071,"",3474.156,250.32,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",65,"MSM_202210_TR_PPR_65cm","Depth segmented peeper well",468.6459,14.6178,"",3676.7816,103.7174,"",6.644,2.249,0.051,"",0.923026,65.898891,"",0.033972,2.425411,"",0.012103,0.864086,"bdl",3266.591,39.619,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",75,"MSM_202210_TR_PPR_75cm","Depth segmented peeper well",469.1142,14.6324,"",3673.5219,103.6254,"",6.6381,1.855,0.101,"",0.802303,57.279945,"",0.036018,2.571484,"",0.009264,0.661398,"bdl",3163.445,84.641,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",85,"MSM_202210_TR_PPR_85cm","Depth segmented peeper well",485.0662,15.13,"",3786.4111,106.8099,"",6.8421,1.831,0.149,"",0.880456,62.859631,"",0.029736,2.122984,"",0.012894,0.920559,"bdl",3095.955,0,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",95,"MSM_202210_TR_PPR_95cm","Depth segmented peeper well",462.9205,14.4392,"",3552.5306,100.2124,"",6.4194,2.428,0.124,"",0.801875,57.249388,"",0.027304,1.949353,"",0.003755,0.268086,"bdl",2559.852,95.446,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",105,"MSM_202210_TR_PPR_105cm","Depth segmented peeper well",439.7246,13.7157,"",3454.7595,97.4544,"",6.2428,1.496,0.101,"",0.899013,64.184497,"",0.030383,2.169176,"",0.011425,0.815681,"bdl",3416.853,111.654,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",115,"MSM_202210_TR_PPR_115cm","Depth segmented peeper well",449.9308,14.034,"",3561.7699,100.4731,"",6.4361,5.977,0.051,"",0.842736,60.166635,"",0.048924,3.4929,"",0.021295,1.520344,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",5,"MSM_202210_WC_PPR_5cm","Depth segmented peeper well",710.7319,22.1688,"",6493.1289,183.163,"",11.7331,0,0,"bdl",0.311169,22.215725,"",-0.00479,-0.341979,"bdl",0.007043,0.502831,"bdl",197.921,6.238,"",110.493,10.824,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",15,"MSM_202210_WC_PPR_15cm","Depth segmented peeper well",728.9265,22.7363,"",6742.9495,190.2101,"",12.1845,33.796,2.281,"",0.447715,31.964346,"",0.009089,0.648904,"",0.007604,0.542883,"bdl",449.551,12.748,"",43.148,31.737,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",25,"MSM_202210_WC_PPR_25cm","Depth segmented peeper well",733.9223,22.8921,"",6700.2763,189.0064,"",12.1074,46.272,0.253,"",0.754409,53.860581,"",0.007689,0.548952,"",0.005613,0.400737,"bdl",516.295,7.866,"",50.547,2.042,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",35,"MSM_202210_WC_PPR_35cm","Depth segmented peeper well",728.1319,22.7115,"",6589.7918,185.8898,"",11.9078,45.232,4.867,"",0.761274,54.350704,"",0.0109,0.778199,"",0.011608,0.828746,"bdl",501.527,55.651,"",108.386,51.082,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",45,"MSM_202210_WC_PPR_45cm","Depth segmented peeper well",730.5454,22.7868,"",6654.6298,187.7188,"",12.0249,36.879,2.383,"",0.67643,48.293317,"",0.007278,0.519608,"",0.008837,0.630912,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",55,"MSM_202210_WC_PPR_55cm","Depth segmented peeper well",714.4724,22.2855,"",6578.1094,185.5602,"",11.8867,23.687,4.107,"",0.60738,43.363533,"",0.007912,0.564873,"",0.009515,0.679318,"bdl",617.34,48.694,"",43.002,41.248,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",65,"MSM_202210_WC_PPR_65cm","Depth segmented peeper well",683.2475,21.3115,"",6304.253,177.8351,"",11.3918,25.192,0.355,"",0.652495,46.584492,"",0.00487,0.347691,"",0.00562,0.401237,"bdl",674.772,73.842,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",75,"MSM_202210_WC_PPR_75cm","Depth segmented peeper well",738.2954,23.0286,"",6780.6854,191.2746,"",12.2527,21.751,0.862,"",0.628757,44.889731,"",0.009631,0.6876,"",0.011253,0.803401,"bdl",607.205,132.275,"",15.727,27.24,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",85,"MSM_202210_WC_PPR_85cm","Depth segmented peeper well",722.7894,22.5449,"",6658.0236,187.8145,"",12.0311,28.992,1.267,"",0.640935,45.759172,"",0.00817,0.583292,"",0.011629,0.830246,"bdl",549.773,22.089,"",38.728,67.08,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",95,"MSM_202210_WC_PPR_95cm","Depth segmented peeper well",747.1061,23.3034,"",6846.8689,193.1416,"",12.3723,25.873,3.245,"",0.555973,39.693361,"",0.008019,0.572512,"",0.011553,0.82482,"bdl",707.686,158.482,"",117.166,151.471,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",105,"MSM_202210_WC_PPR_105cm","Depth segmented peeper well",740.1485,23.0864,"",6788.1672,191.4857,"",12.2662,27.881,0.608,"",0.680422,48.578323,"",0.006256,0.446643,"",0.008893,0.63491,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC",115,"MSM_202210_WC_PPR_115cm","Depth segmented peeper well",733.4681,22.878,"",6740.1887,190.1323,"",12.1795,NA,NA,"",0.551769,39.393219,"",-0.002132,-0.152213,"bdl",0.008923,0.637052,"bdl",595.38,30.405,"",80.713,40.365,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",5,"MSM_202211_UP_PPR_5cm","Depth segmented peeper well",23.4174,0.7304,"",304.3703,8.5859,"",0.55,0,0,"bdl",0.011429,0.815967,"bdl",0.001214,0.086673,"bdl",0.039103,2.791735,"",38.622,1.28,"",24.304,12.617,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",15,"MSM_202211_UP_PPR_15cm","Depth segmented peeper well",84.6656,2.6408,"",1007.8622,28.4305,"",1.8212,0,0,"bdl",0.546142,38.991483,"",0.003376,0.241028,"",0.043644,3.115937,"",14.979,1.28,"",61.769,12.347,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",25,"MSM_202211_UP_PPR_25cm","Depth segmented peeper well",94.4782,2.9469,"",1118.5059,31.5516,"",2.0212,0,0,"bdl",0.845169,60.340337,"",0.007642,0.545596,"",0.028109,2.006825,"",42.316,3.135,"",241.286,43.577,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",35,"MSM_202211_UP_PPR_35cm","Depth segmented peeper well",112.3998,3.5059,"",1386.3066,39.106,"",2.5051,0,0,"bdl",0.659124,47.057765,"",0.005102,0.364254,"",0.011004,0.785624,"bdl",46.749,4.433,"",49.064,3.456,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",45,"MSM_202211_UP_PPR_45cm","Depth segmented peeper well",211.3758,6.5931,"",2175.9984,61.3822,"",3.9321,0,0,"bdl",0.931922,66.534016,"",0.014839,1.059422,"",0.009588,0.68453,"bdl",3471.609,156.675,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",55,"MSM_202211_UP_PPR_55cm","Depth segmented peeper well",179.9841,5.614,"",2076.472,58.5747,"",3.7522,0,0,"bdl",0.622052,44.411032,"",0.011952,0.853306,"",-0.000432,0,"bdl",2887.117,68.433,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",65,"MSM_202211_UP_PPR_65cm","Depth segmented peeper well",174.8104,5.4526,"",2399.5399,67.688,"",4.336,0,0,"bdl",0.400736,28.610308,"",0.010765,0.768561,"",-0.000694,0,"bdl",2347.194,140.467,"",16.735,23.666,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",75,"MSM_202211_UP_PPR_75cm","Depth segmented peeper well",177.2609,5.529,"",2485.0861,70.1012,"",4.4906,0,0,"bdl",0.317279,22.651945,"",0.009907,0.707304,"",-0.000741,0,"bdl",1445.624,28.814,"",128.051,71.192,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",85,"MSM_202211_UP_PPR_85cm","Depth segmented peeper well",178.6692,5.573,"",2492.5354,70.3113,"",4.504,0,0,"bdl",0.278149,19.858282,"",0.009244,0.65997,"",0.000778,0.055545,"bdl",1241.03,39.482,"",149.006,35.536,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",95,"MSM_202211_UP_PPR_95cm","Depth segmented peeper well",148.4152,4.6293,"",2364.0378,66.6865,"",4.2718,0,0,"bdl",0.279792,19.975583,"",0.009308,0.664539,"",0.001378,0.098381,"bdl",1120.481,209.958,"",236.515,14.387,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",105,"MSM_202211_UP_PPR_105cm","Depth segmented peeper well",161.6766,5.0429,"",2433.2554,68.6391,"",4.3969,0,0,"bdl",0.232179,16.576281,"",0.011352,0.810469,"",0.000201,0.01435,"bdl",1140.007,110.044,"",271.544,36.885,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP",115,"MSM_202211_UP_PPR_115cm","Depth segmented peeper well",158.7478,4.9516,"",2355.5381,66.4468,"",4.2565,0,0,"bdl",0.267067,19.067089,"",-0.001706,-0.121799,"bdl",-0.000123,0,"bdl",1193.49,50.424,"",216.524,34.125,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",5,"MSM_202211_TR_PPR_5cm","Depth segmented peeper well",278.143,8.6757,"",2474.0204,69.789,"",4.4706,0,0,"bdl",0.693291,49.497098,"",0.005179,0.369752,"",0.009901,0.706876,"bdl",221.853,17.311,"",32.676,8.565,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",15,"MSM_202211_TR_PPR_15cm","Depth segmented peeper well",415.2092,12.951,"",3336.8363,94.128,"",6.0297,2.738,0.497,"",0.789734,56.382588,"",0.015548,1.11004,"",0.003067,0.218967,"bdl",764.353,70.234,"",141.999,9.634,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",25,"MSM_202211_TR_PPR_25cm","Depth segmented peeper well",483.1684,15.0708,"",3838.8819,108.29,"",6.9369,0,0,"bdl",1.270161,90.682388,"",0.022955,1.638859,"",-0.000333,0,"bdl",1951.165,1.801,"",3.093,4.375,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",35,"MSM_202211_TR_PPR_35cm","Depth segmented peeper well",504.1556,15.7254,"",3933.5373,110.9601,"",7.1079,0,0,"bdl",0.888744,63.451348,"",0.01554,1.109469,"",0.001158,0.082675,"bdl",2622.249,543.861,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",45,"MSM_202211_TR_PPR_45cm","Depth segmented peeper well",514.8428,16.0587,"",3992.268,112.6169,"",7.2141,0,0,"bdl",1.242898,88.735962,"",0.027575,1.968701,"",-0.002135,0,"bdl",2587.867,354.77,"",11.352,16.054,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",55,"MSM_202211_TR_PPR_55cm","Depth segmented peeper well",508.4345,15.8588,"",3861.4798,108.9275,"",6.9777,0,0,"bdl",1.102503,78.712545,"",0.021282,1.519416,"",0.001105,0.078891,"bdl",2135.809,342.164,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",65,"MSM_202211_TR_PPR_65cm","Depth segmented peeper well",514.9525,16.0621,"",4014.6269,113.2476,"",7.2545,0.06,0.085,"",1.193005,85.173881,"",0.032784,2.340594,"",0.002719,0.194121,"bdl",2608.666,39.482,"",1.902,3.295,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",75,"MSM_202211_TR_PPR_75cm","Depth segmented peeper well",492.0431,15.3476,"",3875.5447,109.3243,"",7.0031,0,0,"bdl",1.064666,76.011195,"",0.024078,1.719034,"",-0.001839,0,"bdl",2692.286,131.463,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",85,"MSM_202211_TR_PPR_85cm","Depth segmented peeper well",522.1735,16.2874,"",4020.9697,113.4265,"",7.2659,2.985,0.163,"",1.058845,75.595608,"",0.04797,3.42479,"",0.008725,0.622916,"bdl",2878.203,257.524,"",13.904,19.663,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",95,"MSM_202211_TR_PPR_95cm","Depth segmented peeper well",517.8428,16.1523,"",3845.2175,108.4688,"",6.9483,4.769,0.166,"",0.97575,69.66309,"",0.054323,3.878358,"",0.004844,0.345834,"bdl",2512.736,79.238,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",105,"MSM_202211_TR_PPR_105cm","Depth segmented peeper well",442.7026,13.8086,"",3319.5097,93.6392,"",5.9984,7.777,0.541,"",1.153342,82.342165,"",0.061645,4.401108,"",0.010408,0.743073,"bdl",2577.255,216.768,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR",115,"MSM_202211_TR_PPR_115cm","Depth segmented peeper well",490.2003,15.2901,"",3858.1237,108.8328,"",6.9717,2.269,0.608,"",0.645873,46.111718,"",-0.00111,-0.079248,"bdl",5.1e-05,0.003641,"bdl",1480.006,5.403,"",120.178,46.151,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",5,"MSM_202211_WC_PPR_5cm","Depth segmented peeper well",758.1275,23.6471,"",6017.3466,169.7418,"",10.8734,0,0,"bdl",0.210096,14.999679,"",0.004476,0.319561,"",0.004108,0.293288,"bdl",46.259,1.791,"",30.532,0.304,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",15,"MSM_202211_WC_PPR_15cm","Depth segmented peeper well",810.8875,25.2928,"",5928.6302,167.2392,"",10.7131,0,0,"bdl",0.528781,37.752004,"",0.005757,0.411018,"",-0.001447,0,"bdl",35.81,0.448,"",100.42,26.097,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",25,"MSM_202211_WC_PPR_25cm","Depth segmented peeper well",861.5224,26.8722,"",6300.3969,177.7263,"",11.3848,0.55,0.055,"",0.514708,36.747271,"",0.023481,1.676412,"",0.002564,0.183055,"bdl",102.705,6.199,"",21.889,6.268,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",35,"MSM_202211_WC_PPR_35cm","Depth segmented peeper well",1103.1859,34.41,"",7997.9954,225.6134,"",14.4524,54.941,2.502,"",0.60422,43.137927,"",0.012523,0.894072,"",-0.002414,0,"bdl",368.24,12.092,"",61.394,55.401,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",45,"MSM_202211_WC_PPR_45cm","Depth segmented peeper well",1034.7348,32.2749,"",7548.1547,212.924,"",13.6395,49.185,4.107,"",0.64299,45.905888,"",0.011751,0.838956,"",0.001374,0.098096,"bdl",276.009,8.747,"",62.08,22.92,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",55,"MSM_202211_WC_PPR_55cm","Depth segmented peeper well",903.92,28.1946,"",7053.2224,198.9626,"",12.7452,52.076,1.92,"",0.421368,30.083317,"",0.010983,0.784125,"",-0.000704,0,"bdl",305.661,30.1,"",40.002,45.934,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",65,"MSM_202211_WC_PPR_65cm","Depth segmented peeper well",900.7168,28.0947,"",7537.9508,212.6361,"",13.6211,30.122,1.484,"",0.494665,35.316313,"",0.009706,0.692954,"",0.002663,0.190123,"bdl",443.007,18.523,"",48.865,18.989,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",75,"MSM_202211_WC_PPR_75cm","Depth segmented peeper well",943.1403,29.418,"",7818.451,220.5487,"",14.128,31.476,0.674,"",NA,NA,"",NA,NA,"",NA,NA,"",494.307,7.203,"",73.468,20.476,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",85,"MSM_202211_WC_PPR_85cm","Depth segmented peeper well",894.1399,27.8896,"",7412.5097,209.0976,"",13.3944,32.518,0.239,"",0.508315,36.290847,"",0.007324,0.522893,"",-0.004168,0,"bdl",558.705,5.66,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",95,"MSM_202211_WC_PPR_95cm","Depth segmented peeper well",1030.3036,32.1367,"",8510.6046,240.0735,"",15.3787,37.18,1.905,"",0.187101,13.357964,"",0.005061,0.361327,"",-0.005054,0,"bdl",440.824,5.145,"",38.37,7.707,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",105,"MSM_202211_WC_PPR_105cm","Depth segmented peeper well",894.179,27.8908,"",7400.8901,208.7698,"",13.3734,31.997,1.432,"",0.522588,37.309859,"",0.0079,0.564016,"",-0.002353,0,"bdl",472.477,1.029,"",1.829,2.586,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC",115,"MSM_202211_WC_PPR_115cm","Depth segmented peeper well",941.3899,29.3634,"",7732.9737,218.1375,"",13.9735,29.158,0.664,"",0.163561,11.67734,"",-0.001421,-0.101451,"bdl",-0.003454,0,"bdl",407.17,52.225,"",31.178,44.093,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",741.9526,23.1426,"",5993.3481,169.0648,"",10.83,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
