"","IDs","H2S_info"
"1","33","bdl"
"2","33","bdl"
"3","33","bdl"
"4","41","bdl"
"5","41","bdl"
"6","41","bdl"
"7","46","Within_Range"
"8","46","Within_Range"
"9","46","Within_Range"
"10","34","Within_Range"
"11","34","Within_Range"
"12","34","Within_Range"
"13","47","Within_Range"
"14","47","Within_Range"
"15","47","Within_Range"
"16","35","Within_Range"
"17","35","Within_Range"
"18","35","Within_Range"
"19","41 Dup","bdl"
"20","41 Dup","bdl"
"21","41 Dup","bdl"
"22","48","Within_Range"
"23","48","Within_Range"
"24","48","Within_Range"
"25","36","Within_Range"
"26","36","Within_Range"
"27","36","Within_Range"
"28","33 Spike","Within_Range"
"29","33 Spike","Within_Range"
"30","33 Spike","Within_Range"
"31","37","adl"
"32","37","adl"
"33","37","adl"
"34","42","Within_Range"
"35","42","Within_Range"
"36","42","Within_Range"
"37","42 Spike","Within_Range"
"38","42 Spike","Within_Range"
"39","42 Spike","Within_Range"
"40","38","bdl"
"41","38","bdl"
"42","38","bdl"
"43","43","Within_Range"
"44","43","adl"
"45","43","adl"
"46","39","Within_Range"
"47","39","Within_Range"
"48","39","Within_Range"
"49","44","Within_Range"
"50","44","Within_Range"
"51","44","Within_Range"
"52","48 Dup","Within_Range"
"53","48 Dup","Within_Range"
"54","48 Dup","Within_Range"
"55","40","Within_Range"
"56","40","Within_Range"
"57","40","Within_Range"
"58","45","Within_Range"
"59","45","Within_Range"
"60","45","Within_Range"
