Date,Plate,Well_ID,SampleID,Dil_Factor,Abs1,Abs2,Notes
20221219,Samples1,84,21,1,0.044,0.045,
20221219,Samples1,85,stds,1,0.037,0.04,
20221219,Samples1,86,stds,1,0.038,0.038,
20221219,Samples1,87,stds,1,0.038,0.038,
20221219,Samples1,88,8,1,1.832,1.851,ND
20221219,Samples1,89,8,1,2.012,1.909,ND
20221219,Samples1,90,8,1,1.948,1.922,ND
20221219,Samples1,91,14,1,0.044,0.046,
20221219,Samples1,92,14,1,0.043,0.044,
20221219,Samples1,93,14,1,0.046,0.049,
20221219,Samples1,94,22,1,0.046,0.052,
20221219,Samples1,95,22,1,0.047,0.049,
20221219,Samples1,96,22,1,0.045,0.049,
20221219,Samples2,1,stds,1,0.204,0.302,
20221219,Samples2,2,stds,1,0.203,0.3,
20221219,Samples2,3,stds,1,0.186,0.298,BR
20221219,Samples2,4,23,1,0.044,0.052,
20221219,Samples2,5,23,1,0.046,0.05,
20221219,Samples2,6,23,1,0.047,0.053,
20221219,Samples2,7,31,1,1.819,1.673,ND
20221219,Samples2,8,31,1,2.192,2.108,ND
20221219,Samples2,9,31,1,2.112,1.994,ND
20221219,Samples2,10,37,1,1.923,2.044,ND
20221219,Samples2,11,37,1,1.568,1.881,ND
20221219,Samples2,12,37,1,1.778,1.948,ND
20221219,Samples2,13,stds,1,0.061,0.078,
20221219,Samples2,14,stds,1,0.061,0.08,
20221219,Samples2,15,stds,1,0.063,0.081,
20221219,Samples2,16,24,1,0.045,0.049,
20221219,Samples2,17,24,1,0.044,0.048,
20221219,Samples2,18,24,1,0.043,0.049,
20221219,Samples2,19,32,1,2.374,2.069,ND
20221219,Samples2,20,32,1,2.33,2.074,ND
20221219,Samples2,21,32,1,2.334,2.074,ND
20221219,Samples2,22,38,1,2.356,2.107,ND
20221219,Samples2,23,38,1,2.283,1.99,ND
20221219,Samples2,24,38,1,2.28,2.091,ND
20221219,Samples2,25,stds,1,0.038,0.04,
20221219,Samples2,26,stds,1,0.039,0.041,
20221219,Samples2,27,stds,1,0.038,0.051,
20221219,Samples2,28,25,1,1.213,1.642,BR
20221219,Samples2,29,25,1,1.043,1.389,
20221219,Samples2,30,25,1,0.863,1.292,
20221219,Samples2,31,33,1,0.87,1.251,BR
20221219,Samples2,32,33,1,1.165,1.303,
20221219,Samples2,33,33,1,1.135,1.298,
20221219,Samples2,34,39,1,2.046,2.043,ND
20221219,Samples2,35,39,1,2.011,2.043,ND
20221219,Samples2,36,39,1,2.082,2.053,ND
20221219,Samples2,37,stds,1,0.04,0.173,
20221219,Samples2,38,stds,1,0.04,0.191,
20221219,Samples2,39,stds,1,0.04,0.16,
20221219,Samples2,40,26,1,2.205,2.05,ND
20221219,Samples2,41,26,1,2.368,2.115,ND
20221219,Samples2,42,26,1,2.252,2.091,ND
20221219,Samples2,43,33d,1,0.756,0.94,
20221219,Samples2,44,33d,1,1.009,1.24,BR
20221219,Samples2,45,33d,1,0.712,1.1,
20221219,Samples2,46,40,1,1.984,2.008,ND
20221219,Samples2,47,40,1,1.899,2.058,ND
20221219,Samples2,48,40,1,1.874,1.96,ND
20221219,Samples2,49,stds,1,0.037,0.038,
20221219,Samples2,50,stds,1,0.037,0.037,
20221219,Samples2,51,stds,1,0.037,0.037,
20221219,Samples2,52,27,1,0.462,0.602,
20221219,Samples2,53,27,1,0.575,0.591,BR
20221219,Samples2,54,27,1,0.435,0.57,
20221219,Samples2,55,34,1,0.103,0.125,BR
20221219,Samples2,56,34,1,0.089,0.119,
20221219,Samples2,57,34,1,0.09,0.117,
20221219,Samples2,58,41,1,2.338,2.065,ND
20221219,Samples2,59,41,1,1.716,1.639,ND
20221219,Samples2,60,41,1,2.181,2.12,ND
20221219,Samples2,61,stds,1,0.041,0.059,
20221219,Samples2,62,stds,1,0.037,0.058,
20221219,Samples2,63,stds,1,0.038,0.059,
20221219,Samples2,64,28,1,2.386,2.079,ND
20221219,Samples2,65,28,1,2.417,2.044,ND
20221219,Samples2,66,28,1,1.798,1.481,ND
20221219,Samples2,67,34spk,1,0.165,0.202,
20221219,Samples2,68,34spk,1,0.158,0.205,
20221219,Samples2,69,34spk,1,0.164,0.216,
20221219,Samples2,70,42,1,1.58,1.86,ND
20221219,Samples2,71,42,1,1.306,1.583,ND
20221219,Samples2,72,42,1,1.811,2.014,ND
20221219,Samples2,73,stds,1,0.037,0.04,
20221219,Samples2,74,stds,1,0.037,0.04,
20221219,Samples2,75,stds,1,0.037,0.039,
20221219,Samples2,76,29,1,2.275,2.081,ND
20221219,Samples2,77,29,1,2.32,2.062,ND
20221219,Samples2,78,29,1,2.189,2.054,ND
20221219,Samples2,79,35,1,2.339,2.077,ND
20221219,Samples2,80,35,1,2.368,2.008,ND
20221219,Samples2,81,35,1,2.369,2.051,ND
20221219,Samples2,82,43,1,1.902,2.001,ND
20221219,Samples2,83,43,1,1.959,2.068,ND
20221219,Samples2,84,43,1,2.045,2.096,ND
20221219,Samples2,85,stds,1,0.037,0.038,
20221219,Samples2,86,stds,1,0.037,0.038,
20221219,Samples2,87,stds,1,0.037,0.038,
20221219,Samples2,88,30,1,2.356,2.088,ND
20221219,Samples2,89,30,1,2.273,2.068,ND
20221219,Samples2,90,30,1,2.001,2,ND
20221219,Samples2,91,36,1,0.373,0.481,BR
20221219,Samples2,92,36,1,0.441,0.463,
20221219,Samples2,93,36,1,0.429,0.446,
20221219,Samples2,94,44,1,1.828,1.736,ND
20221219,Samples2,95,44,1,2.19,2.018,ND
20221219,Samples2,96,44,1,2.17,2.073,ND
20221219,Samples3,1,stds,1,0.223,0.222,
20221219,Samples3,2,stds,1,0.215,0.219,
20221219,Samples3,3,stds,1,0.245,0.246,
20221219,Samples3,4,45,1,2.19,1.936,ND
20221219,Samples3,5,45,1,1.317,1.663,ND
20221219,Samples3,6,45,1,2.021,1.86,ND
20221219,Samples3,7,53,1,0.156,0.164,BR
20221219,Samples3,8,53,1,0.147,0.149,
20221219,Samples3,9,53,1,0.148,0.151,
20221219,Samples3,10,59,1,2.037,1.999,ND
20221219,Samples3,11,59,1,1.891,2.071,ND
20221219,Samples3,12,59,1,1.726,1.879,ND
20221219,Samples3,13,stds,1,0.057,0.058,
20221219,Samples3,14,stds,1,0.119,0.116,BR
20221219,Samples3,15,stds,1,0.064,0.062,
20221219,Samples3,16,46,1,2.462,2.203,ND
20221219,Samples3,17,46,1,2.033,1.827,ND
20221219,Samples3,18,46,1,2.193,1.87,ND
20221219,Samples3,19,54,1,1.448,1.599,ND
20221219,Samples3,20,54,1,1.434,1.734,ND
20221219,Samples3,21,54,1,1.287,1.555,ND
20221219,Samples3,22,60,1,1.6,1.695,ND
20221219,Samples3,23,60,1,1.195,1.584,ND
20221219,Samples3,24,60,1,1.357,1.681,ND
20221219,Samples3,25,stds,1,0.039,0.039,
20221219,Samples3,26,stds,1,0.039,0.041,
20221219,Samples3,27,stds,1,0.039,0.039,
20221219,Samples3,28,47,1,0.04,0.041,
20221219,Samples3,29,47,1,0.039,0.041,
20221219,Samples3,30,47,1,0.04,0.04,
20221219,Samples3,31,55,1,1.453,1.662,ND
20221219,Samples3,32,55,1,1.482,1.733,ND
20221219,Samples3,33,55,1,1.655,1.666,ND
20221219,Samples3,34,61,1,2.082,1.833,ND
20221219,Samples3,35,61,1,2.117,1.86,ND
20221219,Samples3,36,61,1,1.836,1.832,ND
20221219,Samples3,37,stds,1,0.037,0.038,
20221219,Samples3,38,stds,1,0.037,0.037,
20221219,Samples3,39,stds,1,0.037,0.037,
20221219,Samples3,40,48,1,0.039,0.041,
20221219,Samples3,41,48,1,0.04,0.04,
20221219,Samples3,42,48,1,0.04,0.042,
20221219,Samples3,43,55d,1,1.551,1.745,ND
20221219,Samples3,44,55d,1,1.456,1.737,ND
20221219,Samples3,45,55d,1,1.544,1.804,ND
20221219,Samples3,46,62,1,2.068,1.99,ND
20221219,Samples3,47,62,1,2.115,1.976,ND
20221219,Samples3,48,62,1,2.168,1.927,ND
20221219,Samples3,49,stds,1,0.042,0.041,
20221219,Samples3,50,stds,1,0.041,0.042,
20221219,Samples3,51,stds,1,0.041,0.04,
20221219,Samples3,52,49,1,0.039,0.041,
20221219,Samples3,53,49,1,0.04,0.04,
20221219,Samples3,54,49,1,0.039,0.04,
20221219,Samples3,55,56,1,0.544,0.807,BR
20221219,Samples3,56,56,1,0.493,0.683,
20221219,Samples3,57,56,1,0.432,0.724,
20221219,Samples3,58,63,1,1.709,1.752,ND
20221219,Samples3,59,63,1,1.527,1.784,ND
20221219,Samples3,60,63,1,1.574,1.763,ND
20221219,Samples3,61,stds,1,0.038,0.039,
20221219,Samples3,62,stds,1,0.038,0.038,
20221219,Samples3,63,stds,1,0.038,0.038,
20221219,Samples3,64,50,1,0.285,0.325,BR
20221219,Samples3,65,50,1,0.242,0.273,
20221219,Samples3,66,50,1,0.192,0.277,
20221219,Samples3,67,56spk,1,0.477,0.452,BR
20221219,Samples3,68,56spk,1,0.393,0.428,
20221219,Samples3,69,56spk,1,0.407,0.412,
20221219,Samples3,70,64,1,2.158,1.865,ND
20221219,Samples3,71,64,1,2.086,1.802,ND
20221219,Samples3,72,64,1,1.989,1.841,ND
20221219,Samples3,73,stds,1,0.037,0.038,
20221219,Samples3,74,stds,1,0.038,0.037,
20221219,Samples3,75,stds,1,0.037,0.037,
20221219,Samples3,76,51,1,1.727,1.951,ND
20221219,Samples3,77,51,1,1.657,1.758,ND
20221219,Samples3,78,51,1,1.749,1.764,ND
20221219,Samples3,79,57,1,0.491,0.638,
20221219,Samples3,80,57,1,0.547,0.75,BR
20221219,Samples3,81,57,1,0.478,0.704,
20221219,Samples3,82,65,1,2.061,1.908,ND
20221219,Samples3,83,65,1,2.069,1.908,ND
20221219,Samples3,84,65,1,2.131,1.887,ND
20221219,Samples3,85,stds,1,0.037,0.038,
20221219,Samples3,86,stds,1,0.037,0.037,
20221219,Samples3,87,stds,1,0.037,0.037,
20221219,Samples3,88,52,1,0.482,0.552,
20221219,Samples3,89,52,1,0.282,0.415,BR
20221219,Samples3,90,52,1,0.447,0.521,
20221219,Samples3,91,58,1,1.924,1.917,ND
20221219,Samples3,92,58,1,2.024,1.956,ND
20221219,Samples3,93,58,1,2.035,1.893,ND
20221219,Samples3,94,66,1,1.552,1.8,ND
20221219,Samples3,95,66,1,1.493,1.654,ND
20221219,Samples3,96,66,1,1.473,1.672,ND
20221219,Samples4,1,stds,1,0.204,0.328,
20221219,Samples4,2,stds,1,0.121,0.275,BR
20221219,Samples4,3,stds,1,0.175,0.287,
20221219,Samples4,4,67,1,1.671,1.562,ND
20221219,Samples4,5,67,1,2.065,1.999,ND
20221219,Samples4,6,67,1,2.245,2.023,ND
20221219,Samples4,7,75,1,0.047,0.049,
20221219,Samples4,8,75,1,0.043,0.048,
20221219,Samples4,9,75,1,0.045,0.048,
20221219,Samples4,10,81,1,0.115,0.105,
20221219,Samples4,11,81,1,0.109,0.095,
20221219,Samples4,12,81,1,0.101,0.082,
20221219,Samples4,13,stds,1,0.06,0.078,
20221219,Samples4,14,stds,1,0.059,0.079,
20221219,Samples4,15,stds,1,0.061,0.081,
20221219,Samples4,16,68,1,1.658,1.573,ND
20221219,Samples4,17,68,1,2.182,2.013,ND
20221219,Samples4,18,68,1,2.166,1.984,ND
20221219,Samples4,19,76,1,0.044,0.047,
20221219,Samples4,20,76,1,0.043,0.045,
20221219,Samples4,21,76,1,0.045,0.047,
20221219,Samples4,22,82,1,1.827,1.86,ND
20221219,Samples4,23,82,1,1.422,1.731,ND
20221219,Samples4,24,82,1,1.657,1.823,ND
20221219,Samples4,25,stds,1,0.039,0.041,
20221219,Samples4,26,stds,1,0.039,0.041,
20221219,Samples4,27,stds,1,0.039,0.041,
20221219,Samples4,28,69,1,1.89,1.901,ND
20221219,Samples4,29,69,1,1.704,1.805,ND
20221219,Samples4,30,69,1,1.372,1.691,ND
20221219,Samples4,31,77,1,1.176,1.442,
20221219,Samples4,32,77,1,0.825,1.289,BR
20221219,Samples4,33,77,1,1.105,1.411,
20221219,Samples4,34,83,1,0.044,0.046,
20221219,Samples4,35,83,1,0.043,0.046,
20221219,Samples4,36,83,1,0.044,0.046,
20221219,Samples4,37,stds,1,0.038,0.038,
20221219,Samples4,38,stds,1,0.037,0.038,
20221219,Samples4,39,stds,1,0.037,0.037,
20221219,Samples4,40,70,1,2.134,1.859,ND
20221219,Samples4,41,70,1,2.162,1.85,ND
20221219,Samples4,42,70,1,2.07,1.733,ND
20221219,Samples4,43,77d,1,0.988,1.311,BR
20221219,Samples4,44,77d,1,0.922,1.192,
20221219,Samples4,45,77d,1,0.906,1.224,
20221219,Samples4,46,84,1,0.042,0.048,
20221219,Samples4,47,84,1,0.042,0.043,
20221219,Samples4,48,84,1,0.042,0.044,
20221219,Samples4,49,stds,1,0.042,0.24,
20221219,Samples4,50,stds,1,0.041,0.193,
20221219,Samples4,51,stds,1,0.041,0.187,
20221219,Samples4,52,71,1,2.151,1.942,ND
20221219,Samples4,53,71,1,2.135,2,ND
20221219,Samples4,54,71,1,2.103,1.992,ND
20221219,Samples4,55,78,1,0.046,0.05,
20221219,Samples4,56,78,1,0.048,0.049,
20221219,Samples4,57,78,1,0.048,0.049,
20221219,Samples4,58,85,1,0.042,0.044,
20221219,Samples4,59,85,1,0.042,0.044,
20221219,Samples4,60,85,1,0.042,0.045,
20221219,Samples4,61,stds,1,0.038,0.065,
20221219,Samples4,62,stds,1,0.038,0.07,
20221219,Samples4,63,stds,1,0.038,0.066,
20221219,Samples4,64,72,1,2.08,1.757,ND
20221219,Samples4,65,72,1,1.938,1.94,ND
20221219,Samples4,66,72,1,1.941,1.756,ND
20221219,Samples4,67,78spk,1,0.134,0.199,
20221219,Samples4,68,78spk,1,0.132,0.209,
20221219,Samples4,69,78spk,1,0.129,0.194,
20221219,Samples4,70,86,1,0.213,0.395,
20221219,Samples4,71,86,1,0.238,0.327,
20221219,Samples4,72,86,1,0.225,0.347,
20221219,Samples4,73,stds,1,0.037,0.04,
20221219,Samples4,74,stds,1,0.037,0.04,
20221219,Samples4,75,stds,1,0.037,0.04,
20221219,Samples4,76,73,1,1.957,1.785,ND
20221219,Samples4,77,73,1,2.187,1.999,ND
20221219,Samples4,78,73,1,2.093,1.859,ND
20221219,Samples4,79,79,1,0.04,0.044,
20221219,Samples4,80,79,1,0.04,0.044,
20221219,Samples4,81,79,1,0.04,0.044,
20221219,Samples4,82,87,1,0.232,0.36,
20221219,Samples4,83,87,1,0.216,0.348,
20221219,Samples4,84,87,1,0.261,0.367,
20221219,Samples4,85,stds,1,0.037,0.038,
20221219,Samples4,86,stds,1,0.037,0.037,
20221219,Samples4,87,stds,1,0.037,0.038,
20221219,Samples4,88,74,1,2.193,1.937,ND
20221219,Samples4,89,74,1,2.181,1.973,ND
20221219,Samples4,90,74,1,1.79,1.812,ND
20221219,Samples4,91,80,1,0.049,0.051,
20221219,Samples4,92,80,1,0.048,0.05,
20221219,Samples4,93,80,1,0.049,0.05,
20221219,Samples4,94,88,1,0.309,0.39,BR
20221219,Samples4,95,88,1,0.228,0.326,
20221219,Samples4,96,88,1,0.207,0.299,
