Date,Month,Year,Campaign,Site,Zone,Depth,Rep,Sample_Name,SampleID
202209,September,2022,MonMon,MSM,TR,20,A,MSM_TR_LysA_20cm,343
202209,September,2022,MonMon,MSM,TR,20,B,MSM_TR_LysB_20cm,346
202209,September,2022,MonMon,MSM,TR,20,C,MSM_TR_LysC_20cm,348
202209,September,2022,MonMon,MSM,TR,45,A,MSM_TR_LysA_45cm,344
202209,September,2022,MonMon,MSM,TR,45,B,MSM_TR_LysB_45cm,NA
202209,September,2022,MonMon,MSM,TR,45,C,MSM_TR_LysC_45cm,349
202209,September,2022,MonMon,MSM,WC,10,A,MSM_WC_SipA_10cm,350
202209,September,2022,MonMon,MSM,WC,10,B,MSM_WC_SipB_10cm,353
202209,September,2022,MonMon,MSM,WC,10,C,MSM_WC_SipC_10cm,356
202209,September,2022,MonMon,MSM,WC,20,A,MSM_WC_SipA_20cm,351
202209,September,2022,MonMon,MSM,WC,20,B,MSM_WC_SipB_20cm,354
202209,September,2022,MonMon,MSM,WC,20,C,MSM_WC_SipC_20cm,357
202209,September,2022,MonMon,MSM,WC,45,A,MSM_WC_SipA_45cm,352
202209,September,2022,MonMon,MSM,WC,45,B,MSM_WC_SipB_45cm,355
202209,September,2022,MonMon,MSM,WC,45,C,MSM_WC_SipC_45cm,358
202209,September,2022,MonMon,MSM,SW,NA,A,MSM_SW_A,375
202209,September,2022,MonMon,MSM,SW,NA,B,MSM_SW_B,376
202209,September,2022,MonMon,MSM,SW,NA,C,MSM_SW_C,378
202209,September,2022,MonMon,GWI,UP,10,A,GWI_UP_LysA_10cm,NA
202209,September,2022,MonMon,GWI,UP,10,B,GWI_UP_LysB_10cm,301
202209,September,2022,MonMon,GWI,UP,10,C,GWI_UP_LysC_10cm,304
202209,September,2022,MonMon,GWI,UP,20,A,GWI_UP_LysA_20cm,299
202209,September,2022,MonMon,GWI,UP,20,B,GWI_UP_LysB_20cm,302
202209,September,2022,MonMon,GWI,UP,20,C,GWI_UP_LysC_20cm,305
202209,September,2022,MonMon,GWI,UP,45,A,GWI_UP_LysA_45cm,300
202209,September,2022,MonMon,GWI,UP,45,B,GWI_UP_LysB_45cm,303
202209,September,2022,MonMon,GWI,UP,45,C,GWI_UP_LysC_45cm,NA
202209,September,2022,MonMon,GWI,TR,10,A,GWI_TR_LysA_10cm,306
202209,September,2022,MonMon,GWI,TR,10,B,GWI_TR_LysB_10cm,309
202209,September,2022,MonMon,GWI,TR,10,C,GWI_TR_LysC_10cm,312
202209,September,2022,MonMon,GWI,TR,20,A,GWI_TR_LysA_20cm,307
202209,September,2022,MonMon,GWI,TR,20,B,GWI_TR_LysB_20cm,310
202209,September,2022,MonMon,GWI,TR,20,C,GWI_TR_LysC_20cm,313
202209,September,2022,MonMon,GWI,TR,45,A,GWI_TR_LysA_45cm,NA
202209,September,2022,MonMon,GWI,TR,45,B,GWI_TR_LysB_45cm,311
202209,September,2022,MonMon,GWI,TR,45,C,GWI_TR_LysC_45cm,NA
202209,September,2022,MonMon,GWI,WC,10,A,GWI_WC_SipA_10cm,314
202209,September,2022,MonMon,GWI,WC,10,B,GWI_WC_SipB_10cm,317
202209,September,2022,MonMon,GWI,WC,10,C,GWI_WC_SipC_10cm,320
202209,September,2022,MonMon,GWI,WC,20,A,GWI_WC_SipA_20cm,315
202209,September,2022,MonMon,GWI,WC,20,B,GWI_WC_SipB_20cm,318
202209,September,2022,MonMon,GWI,WC,20,C,GWI_WC_SipC_20cm,321
202209,September,2022,MonMon,GWI,WC,45,A,GWI_WC_SipA_45cm,316
202209,September,2022,MonMon,GWI,WC,45,B,GWI_WC_SipB_45cm,319
202209,September,2022,MonMon,GWI,WC,45,C,GWI_WC_SipC_45cm,322
202209,September,2022,MonMon,GWI,SW,NA,A,GWI_SW_A,323
202209,September,2022,MonMon,GWI,SW,NA,B,GWI_SW_B,324
202209,September,2022,MonMon,GWI,SW,NA,C,GWI_SW_C,325
202210,October,2022,MonMon,Gcrew,UP,10,A,GCrew_UP_LysA_10cm,NA
202210,October,2022,MonMon,Gcrew,UP,10,B,GCrew_UP_LysB_10cm,NA
202210,October,2022,MonMon,Gcrew,UP,10,C,GCrew_UP_LysC_10cm,NA
202210,October,2022,MonMon,Gcrew,UP,20,A,GCrew_UP_LysA_20cm,144
202210,October,2022,MonMon,Gcrew,UP,20,B,GCrew_UP_LysB_20cm,145
202210,October,2022,MonMon,Gcrew,UP,20,C,GCrew_UP_LysC_20cm,NA
202210,October,2022,MonMon,Gcrew,UP,45,A,GCrew_UP_LysA_45cm,NA
202210,October,2022,MonMon,Gcrew,UP,45,B,GCrew_UP_LysB_45cm,NA
202210,October,2022,MonMon,Gcrew,UP,45,C,GCrew_UP_LysC_45cm,NA
202210,October,2022,MonMon,Gcrew,TR,10,A,GCrew_TR_LysA_10cm,NA
202210,October,2022,MonMon,Gcrew,TR,10,B,GCrew_TR_LysB_10cm,148
202210,October,2022,MonMon,Gcrew,TR,10,C,GCrew_TR_LysC_10cm,151
202210,October,2022,MonMon,Gcrew,TR,20,A,GCrew_TR_LysA_20cm,146
202210,October,2022,MonMon,Gcrew,TR,20,B,GCrew_TR_LysB_20cm,149
202210,October,2022,MonMon,Gcrew,TR,20,C,GCrew_TR_LysC_20cm,152
202210,October,2022,MonMon,Gcrew,TR,45,A,GCrew_TR_LysA_45cm,147
202210,October,2022,MonMon,Gcrew,TR,45,B,GCrew_TR_LysB_45cm,150
202210,October,2022,MonMon,Gcrew,TR,45,C,GCrew_TR_LysC_45cm,153
202210,October,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_SipA_10cm,154
202210,October,2022,MonMon,Gcrew,WC,10,B,GCrew_WC_SipB_10cm,157
202210,October,2022,MonMon,Gcrew,WC,10,C,GCrew_WC_SipC_10cm,160
202210,October,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_SipA_20cm,155
202210,October,2022,MonMon,Gcrew,WC,20,B,GCrew_WC_SipB_20cm,158
202210,October,2022,MonMon,Gcrew,WC,20,C,GCrew_WC_SipC_20cm,161
202210,October,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_SipA_45cm,156
202210,October,2022,MonMon,Gcrew,WC,45,B,GCrew_WC_SipB_45cm,159
202210,October,2022,MonMon,Gcrew,WC,45,C,GCrew_WC_SipC_45cm,162
202210,October,2022,MonMon,Gcrew,SW,NA,A,GCrew_SW_A,163
202210,October,2022,MonMon,Gcrew,SW,NA,B,Gcrew_SW_B,164
202210,October,2022,MonMon,Gcrew,SW,NA,C,Gcrew_SW_C,165
202210,October,2022,MonMon,MSM,UP,10,A,MSM_UP_LysA_10cm,NA
202210,October,2022,MonMon,MSM,UP,10,B,MSM_UP_LysB_10cm,201
202210,October,2022,MonMon,MSM,UP,10,C,MSM_UP_LysC_10cm,204
202210,October,2022,MonMon,MSM,UP,20,A,MSM_UP_LysA_20cm,199
202210,October,2022,MonMon,MSM,UP,20,B,MSM_UP_LysB_20cm,202
202210,October,2022,MonMon,MSM,UP,20,C,MSM_UP_LysC_20cm,205
202210,October,2022,MonMon,MSM,UP,45,A,MSM_UP_LysA_45cm,200
202210,October,2022,MonMon,MSM,UP,45,B,MSM_UP_LysB_45cm,203
202210,October,2022,MonMon,MSM,UP,45,C,MSM_UP_LysC_45cm,206
202210,October,2022,MonMon,MSM,TR,10,A,MSM_TR_LysA_10cm,207
202210,October,2022,MonMon,MSM,TR,10,B,MSM_TR_LysB_10cm,210
202210,October,2022,MonMon,MSM,TR,10,C,MSM_TR_LysC_10cm,213
202210,October,2022,MonMon,MSM,TR,20,A,MSM_TR_LysA_20cm,208
202210,October,2022,MonMon,MSM,TR,20,B,MSM_TR_LysB_20cm,211
202210,October,2022,MonMon,MSM,TR,20,C,MSM_TR_LysC_20cm,214
202210,October,2022,MonMon,MSM,TR,45,A,MSM_TR_LysA_45cm,209
202210,October,2022,MonMon,MSM,TR,45,B,MSM_TR_LysB_45cm,212
202210,October,2022,MonMon,MSM,TR,45,C,MSM_TR_LysC_45cm,215
202210,October,2022,MonMon,MSM,WC,10,A,MSM_WC_SipA_10cm,216
202210,October,2022,MonMon,MSM,WC,10,B,MSM_WC_SipB_10cm,219
202210,October,2022,MonMon,MSM,WC,10,C,MSM_WC_SipC_10cm,221
202210,October,2022,MonMon,MSM,WC,20,A,MSM_WC_SipA_20cm,217
202210,October,2022,MonMon,MSM,WC,20,B,MSM_WC_SipB_20cm,220
202210,October,2022,MonMon,MSM,WC,20,C,MSM_WC_SipC_20cm,222
202210,October,2022,MonMon,MSM,WC,45,A,MSM_WC_SipA_45cm,218
202210,October,2022,MonMon,MSM,WC,45,B,MSM_WC_SipB_45cm,NA
202210,October,2022,MonMon,MSM,WC,45,C,MSM_WC_SipC_45cm,NA
202210,October,2022,MonMon,MSM,SW,NA,A,MSM_SW_A,223
202210,October,2022,MonMon,MSM,SW,NA,B,MSM_SW_B,224
202210,October,2022,MonMon,MSM,SW,NA,C,MSM_SW_C,225
202210,October,2022,MonMon,GWI,UP,10,A,GWI_UP_LysA_10cm,NA
202210,October,2022,MonMon,GWI,UP,10,B,GWI_UP_LysB_10cm,168
202210,October,2022,MonMon,GWI,UP,10,C,GWI_UP_LysC_10cm,170
202210,October,2022,MonMon,GWI,UP,20,A,GWI_UP_LysA_20cm,166
202210,October,2022,MonMon,GWI,UP,20,B,GWI_UP_LysB_20cm,169
202210,October,2022,MonMon,GWI,UP,20,C,GWI_UP_LysC_20cm,171
202210,October,2022,MonMon,GWI,UP,45,A,GWI_UP_LysA_45cm,167
202210,October,2022,MonMon,GWI,UP,45,B,GWI_UP_LysB_45cm,NA
202210,October,2022,MonMon,GWI,UP,45,C,GWI_UP_LysC_45cm,NA
202210,October,2022,MonMon,GWI,TR,10,A,GWI_TR_LysA_10cm,172
202210,October,2022,MonMon,GWI,TR,10,B,GWI_TR_LysB_10cm,174
202210,October,2022,MonMon,GWI,TR,10,C,GWI_TR_LysC_10cm,177
202210,October,2022,MonMon,GWI,TR,20,A,GWI_TR_LysA_20cm,173
202210,October,2022,MonMon,GWI,TR,20,B,GWI_TR_LysB_20cm,175
202210,October,2022,MonMon,GWI,TR,20,C,GWI_TR_LysC_20cm,178
202210,October,2022,MonMon,GWI,TR,45,A,GWI_TR_LysA_45cm,NA
202210,October,2022,MonMon,GWI,TR,45,B,GWI_TR_LysB_45cm,176
202210,October,2022,MonMon,GWI,TR,45,C,GWI_TR_LysC_45cm,NA
202210,October,2022,MonMon,GWI,WC,10,A,GWI_WC_SipA_10cm,179
202210,October,2022,MonMon,GWI,WC,10,B,GWI_WC_SipB_10cm,185
202210,October,2022,MonMon,GWI,WC,10,C,GWI_WC_SipC_10cm,180
202210,October,2022,MonMon,GWI,WC,20,A,GWI_WC_SipA_20cm,183
202210,October,2022,MonMon,GWI,WC,20,B,GWI_WC_SipB_20cm,186
202210,October,2022,MonMon,GWI,WC,20,C,GWI_WC_SipC_20cm,181
202210,October,2022,MonMon,GWI,WC,45,A,GWI_WC_SipA_45cm,184
202210,October,2022,MonMon,GWI,WC,45,B,GWI_WC_SipB_45cm,187
202210,October,2022,MonMon,GWI,WC,45,C,GWI_WC_SipC_45cm,NA
202210,October,2022,MonMon,GWI,SW,NA,A,GWI_SW_A,188
202210,October,2022,MonMon,GWI,SW,NA,B,GWI_SW_B,189
202210,October,2022,MonMon,GWI,SW,NA,C,GWI_SW_C,190
202211,November,2022,MonMon,Gcrew,UP,10,A,GCrew_UP_LysA_10cm,NA
202211,November,2022,MonMon,Gcrew,UP,10,B,GCrew_UP_LysB_10cm,1
202211,November,2022,MonMon,Gcrew,UP,10,C,GCrew_UP_LysC_10cm,3
202211,November,2022,MonMon,Gcrew,UP,20,A,GCrew_UP_LysA_20cm,NA
202211,November,2022,MonMon,Gcrew,UP,20,B,GCrew_UP_LysB_20cm,2
202211,November,2022,MonMon,Gcrew,UP,20,C,GCrew_UP_LysC_20cm,4
202211,November,2022,MonMon,Gcrew,UP,45,A,GCrew_UP_LysA_45cm,NA
202211,November,2022,MonMon,Gcrew,UP,45,B,GCrew_UP_LysB_45cm,NA
202211,November,2022,MonMon,Gcrew,UP,45,C,GCrew_UP_LysC_45cm,NA
202211,November,2022,MonMon,Gcrew,TR,10,A,GCrew_TR_LysA_10cm,NA
202211,November,2022,MonMon,Gcrew,TR,10,B,GCrew_TR_LysB_10cm,7
202211,November,2022,MonMon,Gcrew,TR,10,C,GCrew_TR_LysC_10cm,10
202211,November,2022,MonMon,Gcrew,TR,20,A,GCrew_TR_LysA_20cm,5
202211,November,2022,MonMon,Gcrew,TR,20,B,GCrew_TR_LysB_20cm,8
202211,November,2022,MonMon,Gcrew,TR,20,C,GCrew_TR_LysC_20cm,11
202211,November,2022,MonMon,Gcrew,TR,45,A,GCrew_TR_LysA_45cm,6
202211,November,2022,MonMon,Gcrew,TR,45,B,GCrew_TR_LysB_45cm,9
202211,November,2022,MonMon,Gcrew,TR,45,C,GCrew_TR_LysC_45cm,12
202211,November,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_SipA_10cm,13
202211,November,2022,MonMon,Gcrew,WC,10,B,GCrew_WC_SipB_10cm,16
202211,November,2022,MonMon,Gcrew,WC,10,C,GCrew_WC_SipC_10cm,19
202211,November,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_SipA_20cm,14
202211,November,2022,MonMon,Gcrew,WC,20,B,GCrew_WC_SipB_20cm,17
202211,November,2022,MonMon,Gcrew,WC,20,C,GCrew_WC_SipC_20cm,20
202211,November,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_SipA_45cm,15
202211,November,2022,MonMon,Gcrew,WC,45,B,GCrew_WC_SipB_45cm,18
202211,November,2022,MonMon,Gcrew,WC,45,C,GCrew_WC_SipC_45cm,21
202211,November,2022,MonMon,Gcrew,SW,NA,A,GCrew_SW_A,22
202211,November,2022,MonMon,Gcrew,SW,NA,B,Gcrew_SW_B,23
202211,November,2022,MonMon,Gcrew,SW,NA,C,Gcrew_SW_C,24
202211,November,2022,MonMon,MSM,UP,10,A,MSM_UP_LysA_10cm,58
202211,November,2022,MonMon,MSM,UP,10,B,MSM_UP_LysB_10cm,60
202211,November,2022,MonMon,MSM,UP,10,C,MSM_UP_LysC_10cm,63
202211,November,2022,MonMon,MSM,UP,20,A,MSM_UP_LysA_20cm,59
202211,November,2022,MonMon,MSM,UP,20,B,MSM_UP_LysB_20cm,61
202211,November,2022,MonMon,MSM,UP,20,C,MSM_UP_LysC_20cm,64
202211,November,2022,MonMon,MSM,UP,45,A,MSM_UP_LysA_45cm,NA
202211,November,2022,MonMon,MSM,UP,45,B,MSM_UP_LysB_45cm,62
202211,November,2022,MonMon,MSM,UP,45,C,MSM_UP_LysC_45cm,65
202211,November,2022,MonMon,MSM,TR,10,A,MSM_TR_LysA_10cm,66
202211,November,2022,MonMon,MSM,TR,10,B,MSM_TR_LysB_10cm,69
202211,November,2022,MonMon,MSM,TR,10,C,MSM_TR_LysC_10cm,72
202211,November,2022,MonMon,MSM,TR,20,A,MSM_TR_LysA_20cm,67
202211,November,2022,MonMon,MSM,TR,20,B,MSM_TR_LysB_20cm,73
202211,November,2022,MonMon,MSM,TR,20,C,MSM_TR_LysC_20cm,70
202211,November,2022,MonMon,MSM,TR,45,A,MSM_TR_LysA_45cm,68
202211,November,2022,MonMon,MSM,TR,45,B,MSM_TR_LysB_45cm,71
202211,November,2022,MonMon,MSM,TR,45,C,MSM_TR_LysC_45cm,74
202211,November,2022,MonMon,MSM,WC,10,A,MSM_WC_SipA_10cm,75
202211,November,2022,MonMon,MSM,WC,10,B,MSM_WC_SipB_10cm,78
202211,November,2022,MonMon,MSM,WC,10,C,MSM_WC_SipC_10cm,80
202211,November,2022,MonMon,MSM,WC,20,A,MSM_WC_SipA_20cm,76
202211,November,2022,MonMon,MSM,WC,20,B,MSM_WC_SipB_20cm,79
202211,November,2022,MonMon,MSM,WC,20,C,MSM_WC_SipC_20cm,81
202211,November,2022,MonMon,MSM,WC,45,A,MSM_WC_SipA_45cm,77
202211,November,2022,MonMon,MSM,WC,45,B,MSM_WC_SipB_45cm,NA
202211,November,2022,MonMon,MSM,WC,45,C,MSM_WC_SipC_45cm,82
202211,November,2022,MonMon,MSM,SW,NA,A,MSM_SW_A,83
202211,November,2022,MonMon,MSM,SW,NA,B,MSM_SW_B,84
202211,November,2022,MonMon,MSM,SW,NA,C,MSM_SW_C,85
202211,November,2022,MonMon,GWI,UP,10,A,GWI_UP_LysA_10cm,NA
202211,November,2022,MonMon,GWI,UP,10,B,GWI_UP_LysB_10cm,27
202211,November,2022,MonMon,GWI,UP,10,C,GWI_UP_LysC_10cm,29
202211,November,2022,MonMon,GWI,UP,20,A,GWI_UP_LysA_20cm,25
202211,November,2022,MonMon,GWI,UP,20,B,GWI_UP_LysB_20cm,28
202211,November,2022,MonMon,GWI,UP,20,C,GWI_UP_LysC_20cm,30
202211,November,2022,MonMon,GWI,UP,45,A,GWI_UP_LysA_45cm,26
202211,November,2022,MonMon,GWI,UP,45,B,GWI_UP_LysB_45cm,NA
202211,November,2022,MonMon,GWI,UP,45,C,GWI_UP_LysC_45cm,NA
202211,November,2022,MonMon,GWI,TR,10,A,GWI_TR_LysA_10cm,31
202211,November,2022,MonMon,GWI,TR,10,B,GWI_TR_LysB_10cm,33
202211,November,2022,MonMon,GWI,TR,10,C,GWI_TR_LysC_10cm,36
202211,November,2022,MonMon,GWI,TR,20,A,GWI_TR_LysA_20cm,32
202211,November,2022,MonMon,GWI,TR,20,B,GWI_TR_LysB_20cm,34
202211,November,2022,MonMon,GWI,TR,20,C,GWI_TR_LysC_20cm,37
202211,November,2022,MonMon,GWI,TR,45,A,GWI_TR_LysA_45cm,NA
202211,November,2022,MonMon,GWI,TR,45,B,GWI_TR_LysB_45cm,35
202211,November,2022,MonMon,GWI,TR,45,C,GWI_TR_LysC_45cm,38
202211,November,2022,MonMon,GWI,WC,10,A,GWI_WC_SipA_10cm,39
202211,November,2022,MonMon,GWI,WC,10,B,GWI_WC_SipB_10cm,42
202211,November,2022,MonMon,GWI,WC,10,C,GWI_WC_SipC_10cm,45
202211,November,2022,MonMon,GWI,WC,20,A,GWI_WC_SipA_20cm,40
202211,November,2022,MonMon,GWI,WC,20,B,GWI_WC_SipB_20cm,43
202211,November,2022,MonMon,GWI,WC,20,C,GWI_WC_SipC_20cm,46
202211,November,2022,MonMon,GWI,WC,45,A,GWI_WC_SipA_45cm,41
202211,November,2022,MonMon,GWI,WC,45,B,GWI_WC_SipB_45cm,44
202211,November,2022,MonMon,GWI,WC,45,C,GWI_WC_SipC_45cm,NA
202211,November,2022,MonMon,GWI,SW,NA,A,GWI_SW_A,47
202211,November,2022,MonMon,GWI,SW,NA,B,GWI_SW_B,48
202211,November,2022,MonMon,GWI,SW,NA,C,GWI_SW_C,49
20220502,May,2022,MonMon,MSM,UP,5,1,MSM_UP_RHZ_MonMon_20220502_SF_Tree_1,NA
20220502,May,2022,MonMon,MSM,UP,5,2,MSM_UP_RHZ_MonMon_20220502_SF_Tree_2,NA
20220502,May,2022,MonMon,MSM,UP,5,3,MSM_UP_RHZ_MonMon_20220502_SF_Tree_3,NA
20220502,May,2022,MonMon,MSM,UP,5,4,MSM_UP_RHZ_MonMon_20220502_SF_Tree_4,NA
20220502,May,2022,MonMon,MSM,UP,5,5,MSM_UP_RHZ_MonMon_20220502_SF_Tree_5,NA
20220502,May,2022,MonMon,MSM,UP,5,6,MSM_UP_RHZ_MonMon_20220502_SF_Tree_6,NA
20220502,May,2022,MonMon,MSM,UP,5,7,MSM_UP_RHZ_MonMon_20220502_SF_Tree_7,NA
20220502,May,2022,MonMon,MSM,UP,5,8,MSM_UP_RHZ_MonMon_20220502_SF_Tree_8,NA
20220502,May,2022,MonMon,MSM,TR,5,1,MSM_TR_RHZ_MonMon_20220502_SF_Tree_1,NA
20220502,May,2022,MonMon,MSM,TR,5,2,MSM_TR_RHZ_MonMon_20220502_SF_Tree_2,NA
20220502,May,2022,MonMon,MSM,TR,5,3,MSM_TR_RHZ_MonMon_20220502_SF_Tree_3,NA
20220502,May,2022,MonMon,MSM,TR,5,4,MSM_TR_RHZ_MonMon_20220502_SF_Tree_4,NA
20220502,May,2022,MonMon,MSM,TR,5,5,MSM_TR_RHZ_MonMon_20220502_SF_Tree_5,NA
20220502,May,2022,MonMon,MSM,TR,5,6,MSM_TR_RHZ_MonMon_20220502_SF_Tree_6,NA
20220502,May,2022,MonMon,MSM,TR,5,7,MSM_TR_RHZ_MonMon_20220502_SF_Tree_7,NA
20220502,May,2022,MonMon,MSM,TR,5,8,MSM_TR_RHZ_MonMon_20220502_SF_Tree_8,NA
20220502,May,2022,MonMon,GWI,TR,5,1,GWI_TR_RHZ_SF_Tree_1,NA
20220502,May,2022,MonMon,GWI,TR,5,2,GWI_TR_RHZ_SF_Tree_2,NA
20220502,May,2022,MonMon,GWI,TR,5,3,GWI_TR_RHZ_SF_Tree_3,NA
20220502,May,2022,MonMon,GWI,TR,5,4,GWI_TR_RHZ_SF_Tree_4,NA
20220502,May,2022,MonMon,GWI,TR,5,5,GWI_TR_RHZ_SF_Tree_5,NA
20220502,May,2022,MonMon,GWI,TR,5,6,GWI_TR_RHZ_SF_Tree_6,NA
20220502,May,2022,MonMon,GWI,TR,5,7,GWI_TR_RHZ_SF_Tree_7,NA
20220502,May,2022,MonMon,GWI,TR,5,8,GWI_TR_RHZ_SF_Tree_8,NA
202206,June,2022,MonMon,MSM,UP,5,1,MSM_UP_RHZ_SF_Tree_1,NA
202206,June,2022,MonMon,MSM,UP,5,2,MSM_UP_RHZ_SF_Tree_2,NA
202206,June,2022,MonMon,MSM,UP,5,3,MSM_UP_RHZ_SF_Tree_3,NA
202206,June,2022,MonMon,MSM,UP,5,4,MSM_UP_RHZ_SF_Tree_4,NA
202206,June,2022,MonMon,MSM,UP,5,5,MSM_UP_RHZ_SF_Tree_5,NA
202206,June,2022,MonMon,MSM,UP,5,6,MSM_UP_RHZ_SF_Tree_6,NA
202206,June,2022,MonMon,MSM,UP,5,7,MSM_UP_RHZ_SF_Tree_7,NA
202206,June,2022,MonMon,MSM,UP,5,8,MSM_UP_RHZ_SF_Tree_8,NA
202206,June,2022,MonMon,MSM,TR,5,1,MSM_TR_RHZ_SF_Tree_1,NA
202206,June,2022,MonMon,MSM,TR,5,2,MSM_TR_RHZ_SF_Tree_2,NA
202206,June,2022,MonMon,MSM,TR,5,3,MSM_TR_RHZ_SF_Tree_3,NA
202206,June,2022,MonMon,MSM,TR,5,4,MSM_TR_RHZ_SF_Tree_4,NA
202206,June,2022,MonMon,MSM,TR,5,5,MSM_TR_RHZ_SF_Tree_5,NA
202206,June,2022,MonMon,MSM,TR,5,6,MSM_TR_RHZ_SF_Tree_6,NA
202206,June,2022,MonMon,MSM,TR,5,7,MSM_TR_RHZ_SF_Tree_7,NA
202206,June,2022,MonMon,MSM,TR,5,8,MSM_TR_RHZ_SF_Tree_8,NA
202206,June,2022,MonMon,GWI,TR,5,1,GWI_TR_RHZ_SF_Tree_1,NA
202206,June,2022,MonMon,GWI,TR,5,2,GWI_TR_RHZ_SF_Tree_2,NA
202206,June,2022,MonMon,GWI,TR,5,3,GWI_TR_RHZ_SF_Tree_3,NA
202206,June,2022,MonMon,GWI,TR,5,4,GWI_TR_RHZ_SF_Tree_4,NA
202206,June,2022,MonMon,GWI,TR,5,5,GWI_TR_RHZ_SF_Tree_5,NA
202206,June,2022,MonMon,GWI,TR,5,6,GWI_TR_RHZ_SF_Tree_6,NA
202206,June,2022,MonMon,GWI,TR,5,7,GWI_TR_RHZ_SF_Tree_7,NA
202206,June,2022,MonMon,GWI,TR,5,8,GWI_TR_RHZ_SF_Tree_8,NA
202207,July,2022,MonMon,MSM,UP,5,1,MSM_UP_RHZ_SF_Tree_1,564
202207,July,2022,MonMon,MSM,UP,5,2,MSM_UP_RHZ_SF_Tree_2,565
202207,July,2022,MonMon,MSM,UP,5,3,MSM_UP_RHZ_SF_Tree_3,566
202207,July,2022,MonMon,MSM,UP,5,4,MSM_UP_RHZ_SF_Tree_4,567
202207,July,2022,MonMon,MSM,UP,5,5,MSM_UP_RHZ_SF_Tree_5,568
202207,July,2022,MonMon,MSM,UP,5,6,MSM_UP_RHZ_SF_Tree_6,569
202207,July,2022,MonMon,MSM,UP,5,7,MSM_UP_RHZ_SF_Tree_7,570
202207,July,2022,MonMon,MSM,UP,5,8,MSM_UP_RHZ_SF_Tree_8,571
202207,July,2022,MonMon,MSM,TR,5,1,MSM_TR_RHZ_SF_Tree_1,572
202207,July,2022,MonMon,MSM,TR,5,2,MSM_TR_RHZ_SF_Tree_2,573
202207,July,2022,MonMon,MSM,TR,5,3,MSM_TR_RHZ_SF_Tree_3,574
202207,July,2022,MonMon,MSM,TR,5,4,MSM_TR_RHZ_SF_Tree_4,575
202207,July,2022,MonMon,MSM,TR,5,5,MSM_TR_RHZ_SF_Tree_5,576
202207,July,2022,MonMon,MSM,TR,5,6,MSM_TR_RHZ_SF_Tree_6,577
202207,July,2022,MonMon,MSM,TR,5,7,MSM_TR_RHZ_SF_Tree_7,578
202207,July,2022,MonMon,MSM,TR,5,8,MSM_TR_RHZ_SF_Tree_8,579
202207,July,2022,MonMon,GWI,TR,5,1,GWI_TR_RHZ_SF_Tree_1,531
202207,July,2022,MonMon,GWI,TR,5,2,GWI_TR_RHZ_SF_Tree_2,532
202207,July,2022,MonMon,GWI,TR,5,3,GWI_TR_RHZ_SF_Tree_3,533
202207,July,2022,MonMon,GWI,TR,5,4,GWI_TR_RHZ_SF_Tree_4,534
202207,July,2022,MonMon,GWI,TR,5,5,GWI_TR_RHZ_SF_Tree_5,535
202207,July,2022,MonMon,GWI,TR,5,6,GWI_TR_RHZ_SF_Tree_6,536
202207,July,2022,MonMon,GWI,TR,5,7,GWI_TR_RHZ_SF_Tree_7,537
202207,July,2022,MonMon,GWI,TR,5,8,GWI_TR_RHZ_SF_Tree_8,538
202208,Aug,2022,MonMon,MSM,UP,5,1,MSM_UP_RHZ_SF_Tree_1,469
202208,Aug,2022,MonMon,MSM,UP,5,2,MSM_UP_RHZ_SF_Tree_2,470
202208,Aug,2022,MonMon,MSM,UP,5,3,MSM_UP_RHZ_SF_Tree_3,471
202208,Aug,2022,MonMon,MSM,UP,5,4,MSM_UP_RHZ_SF_Tree_4,472
202208,Aug,2022,MonMon,MSM,UP,5,5,MSM_UP_RHZ_SF_Tree_5,473
202208,Aug,2022,MonMon,MSM,UP,5,6,MSM_UP_RHZ_SF_Tree_6,474
202208,Aug,2022,MonMon,MSM,UP,5,7,MSM_UP_RHZ_SF_Tree_7,475
202208,Aug,2022,MonMon,MSM,UP,5,8,MSM_UP_RHZ_SF_Tree_8,476
202208,Aug,2022,MonMon,MSM,TR,5,1,MSM_TR_RHZ_SF_Tree_1,477
202208,Aug,2022,MonMon,MSM,TR,5,2,MSM_TR_RHZ_SF_Tree_2,478
202208,Aug,2022,MonMon,MSM,TR,5,3,MSM_TR_RHZ_SF_Tree_3,479
202208,Aug,2022,MonMon,MSM,TR,5,4,MSM_TR_RHZ_SF_Tree_4,480
202208,Aug,2022,MonMon,MSM,TR,5,5,MSM_TR_RHZ_SF_Tree_5,481
202208,Aug,2022,MonMon,MSM,TR,5,6,MSM_TR_RHZ_SF_Tree_6,482
202208,Aug,2022,MonMon,MSM,TR,5,7,MSM_TR_RHZ_SF_Tree_7,483
202208,Aug,2022,MonMon,MSM,TR,5,8,MSM_TR_RHZ_SF_Tree_8,484
202208,Aug,2022,MonMon,GWI,TR,5,1,GWI_TR_RHZ_SF_Tree_1,432
202208,Aug,2022,MonMon,GWI,TR,5,2,GWI_TR_RHZ_SF_Tree_2,433
