"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.061,"33",1,"Ok",-1.39639867229323,0,"bdl"
"2","A05",0.056,"33",1,"Ok",-1.83190142809756,0,"bdl"
"3","A06",0.06,"33",1,"Ok",-1.4834992234541,0,"bdl"
"4","A07",0.064,"41",1,"Ok",-1.13509701881064,0,"bdl"
"5","A08",0.06,"41",1,"Ok",-1.4834992234541,0,"bdl"
"6","A09",0.058,"41",1,"Ok",-1.65770032577583,0,"bdl"
"7","A10",0.211,"46",1,"Ok",11.6686840018365,11.6686840018365,"Within_Range"
"8","A11",0.237,"46",1,"Ok",13.933298332019,13.933298332019,"Within_Range"
"9","A12",0.24,"46",1,"Ok",14.1945999855015,14.1945999855015,"Within_Range"
"10","B04",0.248,"34",1,"Ok",14.8914043947885,14.8914043947885,"Within_Range"
"11","B05",0.309,"34",1,"Ok",20.2045380156012,20.2045380156012,"Within_Range"
"12","B06",0.318,"34",1,"Ok",20.988442976049,20.988442976049,"Within_Range"
"13","B10",0.088,"47",1,"Ok",0.955316209050113,0.955316209050113,"Within_Range"
"14","B11",0.085,"47",1,"Ok",0.69401455556752,0.69401455556752,"Within_Range"
"15","B12",0.085,"47",1,"Ok",0.69401455556752,0.69401455556752,"Within_Range"
"16","C04",0.225,"35",1,"Ok",12.8880917180886,12.8880917180886,"Within_Range"
"17","C05",0.189,"35",1,"Ok",9.75247187629745,9.75247187629745,"Within_Range"
"18","C06",0.193,"35",1,"Ok",10.1008740809409,10.1008740809409,"Within_Range"
"19","C07",0.055,"41 Dup",1,"Ok",-1.91900197925842,0,"bdl"
"20","C08",0.056,"41 Dup",1,"Ok",-1.83190142809756,0,"bdl"
"21","C09",0.057,"41 Dup",1,"Ok",-1.74480087693669,0,"bdl"
"22","C10",0.289,"48",1,"Ok",18.4625269923839,18.4625269923839,"Within_Range"
"23","C11",0.341,"48",1,"Ok",22.9917556527489,22.9917556527489,"Within_Range"
"24","C12",0.305,"48",1,"Ok",19.8561358109578,19.8561358109578,"Within_Range"
"25","D04",0.625,"36",1,"Ok",47.7283121824345,47.7283121824345,"Within_Range"
"26","D05",0.664,"36",1,"Ok",51.1252336777082,51.1252336777082,"Within_Range"
"27","D06",0.642,"36",1,"Ok",49.2090215521692,49.2090215521692,"Within_Range"
"28","D10",0.104,"33 Spike",1,"Ok",2.34892502762395,2.34892502762395,"Within_Range"
"29","D11",0.099,"33 Spike",1,"Ok",1.91342227181963,1.91342227181963,"Within_Range"
"30","D12",0.099,"33 Spike",1,"Ok",1.91342227181963,1.91342227181963,"Within_Range"
"31","E04",1.699,"37",1,"Dilute",141.274304129203,141.274304129203,"adl"
"32","E05",1.927,"37",1,"Dilute",161.13322979388,161.13322979388,"adl"
"33","E06",2.073,"37",1,"Dilute",173.849910263367,173.849910263367,"adl"
"34","E07",0.442,"42",1,"Ok",31.7889113199962,31.7889113199962,"Within_Range"
"35","E08",0.506,"42",1,"Ok",37.3633465942916,37.3633465942916,"Within_Range"
"36","E09",0.449,"42",1,"Ok",32.3986151781223,32.3986151781223,"Within_Range"
"37","E10",0.584,"42 Spike",1,"Ok",44.157189584839,44.157189584839,"Within_Range"
"38","E11",0.44,"42 Spike",1,"Ok",31.6147102176745,31.6147102176745,"Within_Range"
"39","E12",0.389,"42 Spike",1,"Ok",27.1725821084704,27.1725821084704,"Within_Range"
"40","F04",0.055,"38",1,"Ok",-1.91900197925842,0,"bdl"
"41","F05",0.054,"38",1,"Ok",-2.00610253041929,0,"bdl"
"42","F06",0.057,"38",1,"Ok",-1.74480087693669,0,"bdl"
"43","F07",1.128,"43",1,"Ok",91.5398894163494,91.5398894163494,"Within_Range"
"44","F08",1.224,"43",1,"Dilute",99.9015423277924,99.9015423277924,"adl"
"45","F09",1.38,"43",1,"Dilute",113.489228308887,113.489228308887,"adl"
"46","G04",0.25,"39",1,"Ok",15.0656054971102,15.0656054971102,"Within_Range"
"47","G05",0.266,"39",1,"Ok",16.459214315684,16.459214315684,"Within_Range"
"48","G06",0.218,"39",1,"Ok",12.2783878599625,12.2783878599625,"Within_Range"
"49","G07",0.701,"44",1,"Ok",54.3479540706602,54.3479540706602,"Within_Range"
"50","G08",0.533,"44",1,"Ok",39.7150614756349,39.7150614756349,"Within_Range"
"51","G09",0.573,"44",1,"Ok",43.1990835220695,43.1990835220695,"Within_Range"
"52","G10",0.279,"48 Dup",1,"Ok",17.5915214807753,17.5915214807753,"Within_Range"
"53","G11",0.287,"48 Dup",1,"Ok",18.2883258900622,18.2883258900622,"Within_Range"
"54","G12",0.297,"48 Dup",1,"Ok",19.1593314016708,19.1593314016708,"Within_Range"
"55","H04",1.096,"40",1,"Ok",88.7526717792017,88.7526717792017,"Within_Range"
"56","H05",1.17,"40",1,"Ok",95.1981125651057,95.1981125651057,"Within_Range"
"57","H06",0.8,"40",1,"Ok",62.9709086355858,62.9709086355858,"Within_Range"
"58","H07",0.498,"45",1,"Ok",36.6665421850046,36.6665421850046,"Within_Range"
"59","H08",0.518,"45",1,"Ok",38.4085532082219,38.4085532082219,"Within_Range"
"60","H09",0.536,"45",1,"Ok",39.9763631291175,39.9763631291175,"Within_Range"
