"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.241,"49",1,"Ok",14.1605628322665,14.1605628322665,"Within_Range"
"2","A05",0.236,"49",1,"Ok",13.7269624193324,13.7269624193324,"Within_Range"
"3","A06",0.208,"49",1,"Ok",11.2988001069017,11.2988001069017,"Within_Range"
"4","A07",0.126,"57",1,"Ok",4.18775333478314,4.18775333478314,"Within_Range"
"5","A08",0.129,"57",1,"Ok",4.44791358254357,4.44791358254357,"Within_Range"
"6","A09",0.117,"57",1,"Ok",3.40727259150183,3.40727259150183,"Within_Range"
"7","A10",0.055,"62",1,"Ok",-1.9693725288805,0,"bdl"
"8","A11",0.057,"62",1,"Ok",-1.79593236370688,0,"bdl"
"9","A12",0.067,"62",1,"Ok",-0.92873153783876,0,"bdl"
"10","B04",0.078,"50",1,"Ok",0.0251893706161699,0.0251893706161699,"Within_Range"
"11","B05",0.075,"50",1,"Ok",-0.234970877144266,0,"bdl"
"12","B06",0.074,"50",1,"Ok",-0.321690959731078,0,"bdl"
"13","B10",0.054,"63",1,"Ok",-2.05609261146731,0,"bdl"
"14","B11",0.056,"63",1,"Ok",-1.88265244629369,0,"bdl"
"15","B12",0.061,"63",1,"Ok",-1.44905203335963,0,"bdl"
"16","C04",0.879,"51",1,"Ok",69.4879755226524,69.4879755226524,"Within_Range"
"17","C05",0.886,"51",1,"Ok",70.0950161007601,70.0950161007601,"Within_Range"
"18","C06",0.99,"51",1,"Ok",79.1139046897885,79.1139046897885,"Within_Range"
"19","C07",0.13,"57 Dup",1,"Ok",4.53463366513038,4.53463366513038,"Within_Range"
"20","C08",0.13,"57 Dup",1,"Ok",4.53463366513038,4.53463366513038,"Within_Range"
"21","C09",0.133,"57 Dup",1,"Ok",4.79479391289082,4.79479391289082,"Within_Range"
"22","C10",0.06,"64",1,"Ok",-1.53577211594644,0,"bdl"
"23","C11",0.059,"64",1,"Ok",-1.62249219853325,0,"bdl"
"24","C12",0.063,"64",1,"Ok",-1.27561186818601,0,"bdl"
"25","D04",1.209,"52",1,"Ok",98.1056027763003,98.1056027763003,"Within_Range"
"26","D05",1.106,"52",1,"Ok",89.1734342698587,89.1734342698587,"Within_Range"
"27","D06",1.106,"52",1,"Ok",89.1734342698587,89.1734342698587,"Within_Range"
"28","D10",0.282,"49 Spike",1,"Ok",17.7160862183258,17.7160862183258,"Within_Range"
"29","D11",0.248,"49 Spike",1,"Ok",14.7676034103742,14.7676034103742,"Within_Range"
"30","D12",0.263,"49 Spike",1,"Ok",16.0684046491764,16.0684046491764,"Within_Range"
"31","E04",0.708,"53",1,"Ok",54.6588414003076,54.6588414003076,"Within_Range"
"32","E05",0.759,"53",1,"Ok",59.081565612235,59.081565612235,"Within_Range"
"33","E06",0.562,"53",1,"Ok",41.9977093426331,41.9977093426331,"Within_Range"
"34","E07",0.107,"58",1,"Ok",2.54007176563371,2.54007176563371,"Within_Range"
"35","E08",0.109,"58",1,"Ok",2.71351193080734,2.71351193080734,"Within_Range"
"36","E09",0.1,"58",1,"Ok",1.93303118752603,1.93303118752603,"Within_Range"
"37","E10",0.164,"58 Spike",1,"Ok",7.48311647308199,7.48311647308199,"Within_Range"
"38","E11",0.174,"58 Spike",1,"Ok",8.3503172989501,8.3503172989501,"Within_Range"
"39","E12",0.14,"58 Spike",1,"Ok",5.4018344909985,5.4018344909985,"Within_Range"
"40","F04",0.128,"54",1,"Ok",4.36119349995676,4.36119349995676,"Within_Range"
"41","F05",0.152,"54",1,"Ok",6.44247548204024,6.44247548204024,"Within_Range"
"42","F06",0.139,"54",1,"Ok",5.31511440841169,5.31511440841169,"Within_Range"
"43","F07",0.335,"59",1,"Ok",22.3122505954268,22.3122505954268,"Within_Range"
"44","F08",0.334,"59",1,"Ok",22.22553051284,22.22553051284,"Within_Range"
"45","F09",0.303,"59",1,"Ok",19.5372079526488,19.5372079526488,"Within_Range"
"46","G04",0.192,"55",1,"Ok",9.91127878551272,9.91127878551272,"Within_Range"
"47","G05",0.277,"55",1,"Ok",17.2824858053917,17.2824858053917,"Within_Range"
"48","G06",0.253,"55",1,"Ok",15.2012038233082,15.2012038233082,"Within_Range"
"49","G07",0.331,"60",1,"Ok",21.9653702650796,21.9653702650796,"Within_Range"
"50","G08",0.256,"60",1,"Ok",15.4613640710687,15.4613640710687,"Within_Range"
"51","G09",0.277,"60",1,"Ok",17.2824858053917,17.2824858053917,"Within_Range"
"52","G10",0.055,"64 Dup",1,"Ok",-1.9693725288805,0,"bdl"
"53","G11",0.061,"64 Dup",1,"Ok",-1.44905203335963,0,"bdl"
"54","G12",0.059,"64 Dup",1,"Ok",-1.62249219853325,0,"bdl"
"55","H04",0.435,"56",1,"Ok",30.984258854108,30.984258854108,"Within_Range"
"56","H05",0.397,"56",1,"Ok",27.6888957158091,27.6888957158091,"Within_Range"
"57","H06",0.405,"56",1,"Ok",28.3826563765036,28.3826563765036,"Within_Range"
"58","H07",0.207,"61",1,"Ok",11.2120800243149,11.2120800243149,"Within_Range"
"59","H08",0.177,"61",1,"Ok",8.61047754671054,8.61047754671054,"Within_Range"
"60","H09",0.179,"61",1,"Ok",8.78391771188416,8.78391771188416,"Within_Range"
