"","IDs","FE_2_mean","FE_3_mean"
"1","101",343.70555995905,0
"2","102",8.52682829888711,0
"3","105",4.44386528161512,4.14667402559445
"4","107",24.3986281970148,0
"5","112",11.2871413246485,0
"6","113",2.143604426814,0.317569754424792
"7","114",3.86880006791484,21.6949854478577
"8","95",459.398242708408,0
"9","97",130.206147370704,0
"10","100",77.4539065084724,0
"11","103",2.143604426814,0
"12","104",53.6694475743591,0
"13","106",31.5869433682683,0
"14","108",138.58311265784,0
"15","109",4.78890440983529,0
"16","110",21.6958216926235,0
"17","111",17.5553521539815,0
"18","94",107.943041427416,0
"19","96",238.653887169026,0
"20","98",210.428796922281,0
"21","99",200.165127741647,0
