"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag"
"1","138",3425.45651830721,112.329816633001,3.27926558205189,0,0,0,"within range","bdl",8,"ok","ok"
"2","139",24.3252410043279,3.95148985940863,16.2444016842653,1006.43078075248,55.3855539647087,5.50316574412584,"within range","high",8,"High cv rerun","ok"
"3","140",13.1487399028171,0,0,606.963372296838,59.2250471906177,9.75759821659444,"within range","within range",8,"ok","ok"
"4","141",320.502520194366,3.95148985940864,1.23290445797814,1254.43446760788,94.7705133034877,7.55483971069519,"within range","high",8,"ok","ok"
"5","142",35.5017421058388,2.79412527537772,7.87038919681123,1282.11404380476,94.0702384837718,7.33711941915962,"within range","high",8,"ok","ok"
"6","143",149.129503304533,8.98185611273533,6.02285658686448,2062.82582012084,28.6161720294087,1.38723161937795,"within range","high",8,"ok","ok"
"7","144",3418.23568420988,209.341930997866,6.12426849221941,0,0,0,"within range","bdl",8,"ok","ok"
"8","145",0.595795509585488,0,0,0,0,0,"within range","within range",1,"ok","ok"
"9","146",0.945061169007703,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"10","147",7.58110869802978,0.493936232426077,6.5153561583208,0,0,0,"within range","bdl",1,"ok","ok"
"11","148",1.46895965814103,0.246968116213039,16.8124505560335,8.71461143535179,1.77220020711745,20.3359635740995,"within range","within range",1,"High cv rerun","High cv rerun"
"12","149",4.76636407668391,0,0,241.173484777622,0,0,"within range","within range",8,"ok","ok"
"13","150",1114.78960716142,76.5885113406825,6.8702211474414,0,0,0,"within range","bdl",8,"ok","ok"
"14","151",1539.01361037959,58.7178586945234,3.815291710126,0,0,0,"within range","bdl",8,"ok","ok"
"15","153",4.76636407668391,0,0,180.188346356378,18.0693667916455,10.0280440755629,"within range","within range",8,"ok","High cv rerun"
"16","154",80.2077465118823,4.83956693966659,6.03378993941643,741.003810293947,54.85598292418,7.40292858985695,"within range","high",8,"ok","ok"
"17","155",15.9428651781948,0,0,1746.70464493622,23.0972559680758,1.322333231038,"within range","high",8,"ok","ok"
"18","157",13.3439920784963,0.24696811621304,1.85078134609377,0,0,0,"within range","bdl",1,"ok","ok"
"19","152",1564.88826589502,86.9753388665913,5.5579264514995,0,0,0,"within range","bdl",8,"ok","ok"
"20","156",15.1485313188444,0.806594489944432,5.32457221738088,0,0,0,"within range","bdl",1,"ok","ok"
"21","158",17.3605471618518,0.924070076326161,5.32281654322924,0,0,0,"within range","bdl",1,"ok","ok"
"22","159",10.0259683139853,0.349265659422215,3.48361024575573,0,0,0,"within range","bdl",1,"ok","ok"
