"","IDs","FE_2_mean","FE_3_mean"
"1","23",241.368170426143,0
"2","26",96.928956395656,0
"3","29",1.02965738286085,0
"4","30",3.95107218195662,0
"5","32",6.87248698105238,54.6169512724712
"6","35",1.02965738286085,16.7955321498167
"7","36",0,29.0624409770558
"8","38",2.56321950543741,0
"9","41",3.17184758858236,2.49844016184311
"10","43",5.60635992116216,0
"11","24",11.2057382860957,0
"12","27",33.7249773624589,0
"13","28",1.02965738286085,0
"14","31",39.9818547041377,448.14243829901
"15","34",1.02965738286085,71.3563643298077
"16","37",245.752636831421,0
"17","39",1.58941457240549,0
"18","40",2.44149388880842,18.6130624979621
"19","42",5.24118307127519,19.2796071985524
"20","44",4.87600622138822,57.7225280898147
