"","IDs","FE_2_mean","FE_3_mean"
"1","138",3425.45651830721,0
"2","140",13.1487399028171,606.963372296838
"3","141",320.502520194366,1254.43446760788
"4","142",35.5017421058388,1282.11404380476
"5","143",149.129503304533,2062.82582012084
"6","144",3418.23568420988,0
"7","145",0.595795509585488,0
"8","146",0.945061169007703,0
"9","147",7.58110869802978,0
"10","149",4.76636407668391,241.173484777622
"11","150",1114.78960716142,0
"12","151",1539.01361037959,0
"13","154",80.2077465118823,741.003810293947
"14","155",15.9428651781948,1746.70464493622
"15","157",13.3439920784963,0
"16","152",1564.88826589502,0
"17","156",15.1485313188444,0
"18","158",17.3605471618518,0
"19","159",10.0259683139853,0
