"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag"
"1","101",343.70555995905,8.32479097122933,2.42207049901118,0,0,0,"within range","bdl",1,"ok","ok"
"2","102",8.52682829888711,0.243979507339176,2.86131605782445,0,0,0,"within range","bdl",1,"ok","ok"
"3","105",4.44386528161512,0.199208433558868,4.48277391267958,4.14667402559445,0,0,"within range","within range",1,"ok","ok"
"4","107",24.3986281970148,0.243979507339173,0.999972233557886,0,0,0,"within range","bdl",1,"ok","ok"
"5","112",11.2871413246485,0.243979507339175,2.16157041292981,0,0,0,"within range","bdl",1,"ok","ok"
"6","113",2.143604426814,0,0,0.317569754424792,0,0,"within range","within range",1,"ok","ok"
"7","114",3.86880006791484,0,0,21.6949854478577,1.04265402516858,4.80596784761399,"within range","within range",1,"ok","ok"
"8","115",1.1084870421535,0,0,104.821741297118,11.2815806912829,10.7626343081872,"within range","high",1,"ok","High cv rerun"
"9","95",459.398242708408,25.9349257180609,5.64541247810616,0,0,0,"within range","bdl",1,"ok","ok"
"10","97",130.206147370704,10.5660808480988,8.11488632561765,0,0,0,"within range","bdl",1,"ok","ok"
"11","100",77.4539065084724,3.1696625410783,4.09232107709323,0,0,0,"within range","bdl",1,"ok","ok"
"12","103",2.143604426814,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"13","104",53.6694475743591,2.29738372940396,4.28061743363565,0,0,0,"within range","bdl",1,"ok","ok"
"14","106",31.5869433682683,0.79683373423547,2.5226680687184,0,0,0,"within range","bdl",1,"ok","ok"
"15","108",138.58311265784,2.3960396639115,1.72895500610331,0,0,0,"within range","bdl",1,"ok","ok"
"16","109",4.78890440983529,0.398416867117735,8.31958279015717,0,0,0,"within range","bdl",1,"ok","ok"
"17","110",21.6958216926235,1.054111948527,4.85859426511322,0,0,0,"within range","bdl",1,"ok","ok"
"18","111",17.5553521539815,0.527055974263499,3.00225235951171,0,0,0,"within range","bdl",1,"ok","ok"
"19","94",107.943041427416,2.87572296209288,2.66411148330168,0,0,0,"within range","bdl",1,"ok","ok"
"20","96",238.653887169026,7.05859272513708,2.95766928788294,0,0,0,"within range","bdl",1,"ok","ok"
"21","98",210.428796922281,5.22858720380524,2.4847298850149,0,0,0,"within range","bdl",1,"ok","ok"
"22","99",200.165127741647,8.45916898736842,4.22609526584804,0,0,0,"within range","bdl",1,"ok","ok"
