Date,Plate,Well_ID,SampleID,Dil_Factor,Abs1,Abs2,Notes
20221220,Samples4,69,166spk,7,0.252,0.398,
20221220,Samples4,70,174,7,0.077,0.099,
20221220,Samples4,71,174,7,0.085,0.103,
20221220,Samples4,72,174,7,0.071,0.085,
20221220,Samples4,73,Stds,1,0.037,0.039,
20221220,Samples4,74,Stds,1,0.04,0.041,
20221220,Samples4,75,Stds,1,0.037,0.039,
20221220,Samples4,76,161,1,0.048,0.049,
20221220,Samples4,77,161,1,0.05,0.05,
20221220,Samples4,78,161,1,0.05,0.05,
20221220,Samples4,79,167,7,0.31,0.413,BR
20221220,Samples4,80,167,7,0.223,0.302,
20221220,Samples4,81,167,7,0.231,0.31,
20221220,Samples4,82,175,7,0.042,0.044,
20221220,Samples4,83,175,7,0.042,0.044,
20221220,Samples4,84,175,7,0.042,0.044,
20221220,Samples4,85,Stds,1,0.037,0.038,
20221220,Samples4,86,Stds,1,0.038,0.038,
20221220,Samples4,87,Stds,1,0.039,0.039,
20221220,Samples4,88,162,1,0.042,0.045,
20221220,Samples4,89,162,1,0.042,0.044,
20221220,Samples4,90,162,1,0.042,0.044,
20221220,Samples4,91,168,7,0.157,0.242,
20221220,Samples4,92,168,7,0.156,0.238,
20221220,Samples4,93,168,7,0.131,0.209,
20221220,Samples4,94,176,7,0.916,1.095,
20221220,Samples4,95,176,7,0.811,1.151,
20221220,Samples4,96,176,7,0.815,1.01,
20221220,Samples5,1,Stds,1,1.317,1.349,
20221220,Samples5,2,Stds,1,1.019,1.387,BR
20221220,Samples5,3,Stds,1,1.32,1.375,
20221220,Samples5,4,177,1,0.053,0.069,ND
20221220,Samples5,5,177,1,0.05,0.062,ND
20221220,Samples5,6,177,1,0.055,0.067,ND
20221220,Samples5,7,185,1,0.345,0.48,BR
20221220,Samples5,8,185,1,0.385,0.546,
20221220,Samples5,9,185,1,0.375,0.546,
20221220,Samples5,10,191,7,0.058,0.075,
20221220,Samples5,11,191,7,0.054,0.065,
20221220,Samples5,12,191,7,0.055,0.064,
20221220,Samples5,13,Stds,1,0.064,0.083,
20221220,Samples5,14,Stds,1,0.066,0.085,
20221220,Samples5,15,Stds,1,0.061,0.079,
20221220,Samples5,16,178,1,0.196,0.361,
20221220,Samples5,17,178,1,0.249,0.375,BR
20221220,Samples5,18,178,1,0.184,0.282,
20221220,Samples5,19,186,1,1.091,1.246,
20221220,Samples5,20,186,1,1.144,1.339,
20221220,Samples5,21,186,1,1.035,1.269,
20221220,Samples5,22,192,7,0.271,0.412,
20221220,Samples5,23,192,7,0.283,0.4,
20221220,Samples5,24,192,7,0.228,0.349,BR
20221220,Samples5,25,Stds,1,0.039,0.041,
20221220,Samples5,26,Stds,1,0.039,0.041,
20221220,Samples5,27,Stds,1,0.039,0.041,
20221220,Samples5,28,179,1,0.428,0.639,
20221220,Samples5,29,179,1,0.418,0.621,
20221220,Samples5,30,179,1,0.408,0.58,BR
20221220,Samples5,31,187,1,1.093,1.274,
20221220,Samples5,32,187,1,0.978,1.197,
20221220,Samples5,33,187,1,0.713,0.906,BR
20221220,Samples5,34,193,7,0.061,0.074,
20221220,Samples5,35,193,7,0.058,0.07,
20221220,Samples5,36,193,7,0.061,0.071,
20221220,Samples5,37,Stds,1,0.037,0.038,
20221220,Samples5,38,Stds,1,0.037,0.038,
20221220,Samples5,39,Stds,1,0.037,0.038,
20221220,Samples5,40,180,1,0.412,0.571,BR
20221220,Samples5,41,180,1,0.301,0.483,
20221220,Samples5,42,180,1,0.279,0.441,
20221220,Samples5,43,187d,1,1.074,1.339,
20221220,Samples5,44,187d,1,1.072,1.294,
20221220,Samples5,45,187d,1,1.112,1.295,
20221220,Samples5,46,194,7,0.046,0.057,
20221220,Samples5,47,194,7,0.049,0.057,
20221220,Samples5,48,194,7,0.047,0.055,
20221220,Samples5,49,Stds,1,0.041,0.208,
20221220,Samples5,50,Stds,1,0.042,0.211,
20221220,Samples5,51,Stds,1,0.042,0.205,
20221220,Samples5,52,181,1,0.897,1.001,
20221220,Samples5,53,181,1,0.868,1.169,
20221220,Samples5,54,181,1,0.678,0.872,BR
20221220,Samples5,55,188,7,0.038,0.039,
20221220,Samples5,56,188,7,0.039,0.041,
20221220,Samples5,57,188,7,0.038,0.039,
20221220,Samples5,58,195,7,0.125,0.192,
20221220,Samples5,59,195,7,0.129,0.185,
20221220,Samples5,60,195,7,0.117,0.172,BR
20221220,Samples5,61,Stds,1,0.039,0.065,
20221220,Samples5,62,Stds,1,0.038,0.063,
20221220,Samples5,63,Stds,1,0.038,0.062,
20221220,Samples5,64,182,1,0.205,0.327,
20221220,Samples5,65,182,1,0.246,0.364,BR
20221220,Samples5,66,182,1,0.194,0.292,
20221220,Samples5,67,188spk,7,0.092,0.13,
20221220,Samples5,68,188spk,7,0.093,0.126,
20221220,Samples5,69,188spk,7,0.084,0.119,
20221220,Samples5,70,196,7,0.2,0.299,BR
20221220,Samples5,71,196,7,0.15,0.227,
20221220,Samples5,72,196,7,0.167,0.233,
20221220,Samples5,73,Stds,1,0.037,0.041,
20221220,Samples5,74,Stds,1,0.044,0.046,
20221220,Samples5,75,Stds,1,0.038,0.04,
20221220,Samples5,76,183,1,0.361,0.547,
20221220,Samples5,77,183,1,0.353,0.516,
20221220,Samples5,78,183,1,0.327,0.486,BR
20221220,Samples5,79,189,7,0.037,0.038,
20221220,Samples5,80,189,7,0.037,0.039,
20221220,Samples5,81,189,7,0.037,0.039,
20221220,Samples5,82,197,7,0.138,0.188,
20221220,Samples5,83,197,7,0.142,0.195,
20221220,Samples5,84,197,7,0.129,0.18,
20221220,Samples5,85,Stds,1,0.039,0.041,
20221220,Samples5,86,Stds,1,0.039,0.041,
20221220,Samples5,87,Stds,1,0.038,0.04,
20221220,Samples5,88,184,1,1.036,1.234,BR
20221220,Samples5,89,184,1,0.852,1.133,
20221220,Samples5,90,184,1,0.886,1.229,
20221220,Samples5,91,190,7,0.037,0.039,
20221220,Samples5,92,190,7,0.038,0.04,
20221220,Samples5,93,190,7,0.039,0.04,
20221220,Samples5,94,198,7,0.154,0.245,
20221220,Samples5,95,198,7,0.147,0.246,
20221220,Samples5,96,198,7,0.157,0.218,BR
20221220,Samples6,1,Stds,1,1.306,1.425,
20221220,Samples6,2,Stds,1,1.041,1.299,
20221220,Samples6,3,Stds,1,1.12,1.364,
20221220,Samples6,4,199,7,0.421,0.577,
20221220,Samples6,5,199,7,0.422,0.618,
20221220,Samples6,6,199,7,0.403,0.616,
20221220,Samples6,7,207,7,0.338,0.51,BR
20221220,Samples6,8,207,7,0.284,0.388,
20221220,Samples6,9,207,7,0.213,0.447,
20221220,Samples6,10,213,7,0.689,0.892,
20221220,Samples6,11,213,7,0.622,0.872,
20221220,Samples6,12,213,7,0.433,0.668,BR
20221220,Samples6,13,Stds,1,0.054,0.07,
20221220,Samples6,14,Stds,1,0.052,0.067,
20221220,Samples6,15,Stds,1,0.052,0.069,
20221220,Samples6,16,200,7,0.73,0.788,BR
20221220,Samples6,17,200,7,0.591,0.694,
20221220,Samples6,18,200,7,0.624,0.7,
20221220,Samples6,19,208,7,1.09,1.082,
20221220,Samples6,20,208,7,0.943,0.987,
20221220,Samples6,21,208,7,1.017,1.019,
20221220,Samples6,22,214,7,0.558,0.61,BR
20221220,Samples6,23,214,7,0.782,0.854,
20221220,Samples6,24,214,7,0.679,0.738,
20221220,Samples6,25,Stds,1,0.039,0.04,
20221220,Samples6,26,Stds,1,0.039,0.041,
20221220,Samples6,27,Stds,1,0.038,0.04,
20221220,Samples6,28,201,7,0.269,0.403,BR
20221220,Samples6,29,201,7,0.211,0.327,
20221220,Samples6,30,201,7,0.224,0.371,
20221220,Samples6,31,209,7,1.241,1.341,
20221220,Samples6,32,209,7,1.319,1.369,
20221220,Samples6,33,209,7,1.471,1.493,
20221220,Samples6,34,215,7,1.492,1.471,ND
20221220,Samples6,35,215,7,1.58,1.612,ND
20221220,Samples6,36,215,7,1.352,1.464,ND
20221220,Samples6,37,Stds,1,0.037,0.038,
20221220,Samples6,38,Stds,1,0.038,0.038,
20221220,Samples6,39,Stds,1,0.037,0.038,
20221220,Samples6,40,202,7,0.5,0.685,BR
20221220,Samples6,41,202,7,0.369,0.54,
20221220,Samples6,42,202,7,0.443,0.572,
20221220,Samples6,43,209d,7,1.381,1.477,BR
20221220,Samples6,44,209d,7,1.483,1.571,
20221220,Samples6,45,209d,7,1.462,1.516,
20221220,Samples6,46,216,1,0.051,0.048,
20221220,Samples6,47,216,1,0.046,0.047,
20221220,Samples6,48,216,1,0.046,0.047,
20221220,Samples6,49,Stds,1,0.042,0.167,
20221220,Samples6,50,Stds,1,0.042,0.193,
20221220,Samples6,51,Stds,1,0.042,0.201,
20221220,Samples6,52,203,7,0.951,1.158,BR
20221220,Samples6,53,203,7,0.85,1.022,
20221220,Samples6,54,203,7,0.788,1.161,
20221220,Samples6,55,210,7,0.256,0.537,
20221220,Samples6,56,210,7,0.262,0.349,
20221220,Samples6,57,210,7,0.237,0.367,
20221220,Samples6,58,217,1,0.063,0.065,
20221220,Samples6,59,217,1,0.043,0.044,
20221220,Samples6,60,217,1,0.043,0.045,
20221220,Samples6,61,Stds,1,0.039,0.06,
20221220,Samples6,62,Stds,1,0.046,0.065,
20221220,Samples6,63,Stds,1,0.038,0.061,
20221220,Samples6,64,204,7,0.36,0.528,
20221220,Samples6,65,204,7,0.354,0.516,
20221220,Samples6,66,204,7,0.346,0.472,
20221220,Samples6,67,210spk,7,0.244,0.356,BR
20221220,Samples6,68,210spk,7,0.296,0.419,
20221220,Samples6,69,210spk,7,0.267,0.402,
20221220,Samples6,70,218,1,1.168,1.505,
20221220,Samples6,71,218,1,1.457,1.757,BR
20221220,Samples6,72,218,1,1.299,1.635,
20221220,Samples6,73,Stds,1,0.037,0.04,
20221220,Samples6,74,Stds,1,0.037,0.039,
20221220,Samples6,75,Stds,1,0.037,0.039,
20221220,Samples6,76,205,7,0.842,1.118,
20221220,Samples6,77,205,7,0.825,1.027,
20221220,Samples6,78,205,7,0.731,0.999,BR
20221220,Samples6,79,211,7,0.673,0.867,BR
20221220,Samples6,80,211,7,0.823,1.069,
20221220,Samples6,81,211,7,0.833,1.463,
20221220,Samples6,82,219,1,0.05,0.051,
20221220,Samples6,83,219,1,0.049,0.051,
20221220,Samples6,84,219,1,0.049,0.051,
20221220,Samples6,85,Stds,1,0.037,0.039,
20221220,Samples6,86,Stds,1,0.037,0.038,
20221220,Samples6,87,Stds,1,0.037,0.038,
20221220,Samples6,88,206,7,1.883,1.82,ND
20221220,Samples6,89,206,7,1.865,1.954,ND
20221220,Samples6,90,206,7,1.985,1.945,ND
20221220,Samples6,91,212,7,1.779,1.841,ND
20221220,Samples6,92,212,7,1.739,1.779,ND
20221220,Samples6,93,212,7,1.856,1.788,ND
20221220,Samples6,94,220,1,0.044,0.045,
20221220,Samples6,95,220,1,0.044,0.045,
20221220,Samples6,96,220,1,0.043,0.046,
20221220,Samples7,1,Stds,1,1.291,1.42,
20221220,Samples7,2,Stds,1,1.137,1.373,
20221220,Samples7,3,Stds,1,1.471,1.552,
20221220,Samples7,4,221,1,0.05,0.051,
20221220,Samples7,5,221,1,0.045,0.048,
20221220,Samples7,6,221,1,0.047,0.049,
20221220,Samples7,7,229,7,0.25,0.512,BR
20221220,Samples7,8,229,7,0.239,0.355,
20221220,Samples7,9,229,7,0.222,0.34,
20221220,Samples7,10,235,7,0.179,0.255,
20221220,Samples7,11,235,7,0.168,0.265,
20221220,Samples7,12,235,7,0.166,0.253,
20221220,Samples7,13,Stds,1,0.063,0.08,
20221220,Samples7,14,Stds,1,0.06,0.075,
20221220,Samples7,15,Stds,1,0.073,0.087,
20221220,Samples7,16,222,1,0.052,0.053,
20221220,Samples7,17,222,1,0.051,0.053,
20221220,Samples7,18,222,1,0.051,0.053,
20221220,Samples7,19,230,7,0.078,0.109,
20221220,Samples7,20,230,7,0.073,0.093,
20221220,Samples7,21,230,7,0.072,0.098,
20221220,Samples7,22,236,7,0.077,0.09,
20221220,Samples7,23,236,7,0.074,0.1,
20221220,Samples7,24,236,7,0.077,0.099,
20221220,Samples7,25,Stds,1,0.039,0.041,
20221220,Samples7,26,Stds,1,0.039,0.041,
20221220,Samples7,27,Stds,1,0.038,0.04,
20221220,Samples7,28,223,1,0.045,0.048,
20221220,Samples7,29,223,1,0.045,0.048,
20221220,Samples7,30,223,1,0.045,0.047,
20221220,Samples7,31,231,7,0.155,0.271,
20221220,Samples7,32,231,7,0.156,0.23,
20221220,Samples7,33,231,7,0.13,0.203,
20221220,Samples7,34,237,7,0.046,0.05,
20221220,Samples7,35,237,7,0.045,0.052,
20221220,Samples7,36,237,7,0.046,0.05,
20221220,Samples7,37,Stds,1,0.037,0.037,
20221220,Samples7,38,Stds,1,0.037,0.038,
20221220,Samples7,39,Stds,1,0.037,0.039,
20221220,Samples7,40,224,1,0.045,0.047,
20221220,Samples7,41,224,1,0.044,0.046,
20221220,Samples7,42,224,1,0.044,0.045,
20221220,Samples7,43,231d,7,0.149,0.239,
20221220,Samples7,44,231d,7,0.155,0.246,
20221220,Samples7,45,231d,7,0.139,0.235,
20221220,Samples7,46,238,7,0.204,0.292,
20221220,Samples7,47,238,7,0.204,0.319,
20221220,Samples7,48,238,7,0.236,0.406,BR
20221220,Samples7,49,Stds,1,0.043,0.258,
20221220,Samples7,50,Stds,1,0.042,0.236,
20221220,Samples7,51,Stds,1,0.043,0.23,
20221220,Samples7,52,225,1,0.047,0.048,
20221220,Samples7,53,225,1,0.043,0.046,
20221220,Samples7,54,225,1,0.044,0.045,
20221220,Samples7,55,232,7,0.123,0.218,
20221220,Samples7,56,232,7,0.124,0.234,
20221220,Samples7,57,232,7,0.105,0.171,BR
20221220,Samples7,58,239,7,0.071,0.092,
20221220,Samples7,59,239,7,0.066,0.095,
20221220,Samples7,60,239,7,0.083,0.122,
20221220,Samples7,61,Stds,1,0.039,0.062,
20221220,Samples7,62,Stds,1,0.039,0.062,
20221220,Samples7,63,Stds,1,0.039,0.058,
20221220,Samples7,64,226,7,0.058,0.069,
20221220,Samples7,65,226,7,0.061,0.069,
20221220,Samples7,66,226,7,0.055,0.066,
20221220,Samples7,67,232spk,7,0.158,0.206,
20221220,Samples7,68,232spk,7,0.139,0.201,
20221220,Samples7,69,232spk,7,0.137,0.18,
20221220,Samples7,70,240,7,0.293,0.385,
20221220,Samples7,71,240,7,0.25,0.358,
20221220,Samples7,72,240,7,0.244,0.37,
20221220,Samples7,73,Stds,1,0.039,0.041,
20221220,Samples7,74,Stds,1,0.037,0.04,
20221220,Samples7,75,Stds,1,0.037,0.04,
20221220,Samples7,76,227,7,0.056,0.067,
20221220,Samples7,77,227,7,0.056,0.067,
20221220,Samples7,78,227,7,0.05,0.058,
20221220,Samples7,79,233,7,0.062,0.077,
20221220,Samples7,80,233,7,0.057,0.074,
20221220,Samples7,81,233,7,0.06,0.073,
20221220,Samples7,82,241,7,0.132,0.162,
20221220,Samples7,83,241,7,0.126,0.178,
20221220,Samples7,84,241,7,0.13,0.168,
20221220,Samples7,85,Stds,1,0.037,0.038,
20221220,Samples7,86,Stds,1,0.037,0.038,
20221220,Samples7,87,Stds,1,0.037,0.038,
20221220,Samples7,88,228,7,0.055,0.082,
20221220,Samples7,89,228,7,0.052,0.065,
20221220,Samples7,90,228,7,0.054,0.067,
20221220,Samples7,91,234,7,0.048,0.059,
20221220,Samples7,92,234,7,0.047,0.056,
20221220,Samples7,93,234,7,0.047,0.055,
20221220,Samples7,94,242,7,0.07,0.143,
20221220,Samples7,95,242,7,0.07,0.238,
20221220,Samples7,96,242,7,0.072,0.249,
20221220,Samples8,1,Stds,1,1.382,1.534,
20221220,Samples8,2,Stds,1,1.477,1.53,
20221220,Samples8,3,Stds,1,1.567,1.667,
20221220,Samples8,4,243,7,0.28,0.512,
20221220,Samples8,5,243,7,0.326,0.537,
20221220,Samples8,6,243,7,0.3,0.529,
20221220,Samples8,7,251,7,0.938,1.166,
20221220,Samples8,8,251,7,0.861,1.003,
20221220,Samples8,9,251,7,0.69,0.815,BR
20221220,Samples8,10,257,7,1.536,1.524,ND
20221220,Samples8,11,257,7,1.506,1.594,ND
20221220,Samples8,12,257,7,1.563,1.524,ND
20221220,Samples8,13,Stds,1,0.068,0.08,
20221220,Samples8,14,Stds,1,0.063,0.077,
20221220,Samples8,15,Stds,1,0.064,0.08,
20221220,Samples8,16,244,7,0.45,0.586,BR
20221220,Samples8,17,244,7,0.36,0.512,
20221220,Samples8,18,244,7,0.362,0.502,
20221220,Samples8,19,252,7,0.772,0.911,BR
20221220,Samples8,20,252,7,0.65,0.868,
20221220,Samples8,21,252,7,0.704,0.832,
20221220,Samples8,22,258,7,1.05,1.132,
20221220,Samples8,23,258,7,1.25,1.258,
20221220,Samples8,24,258,7,0.969,1.034,BR
20221220,Samples8,25,Stds,1,0.039,0.043,
20221220,Samples8,26,Stds,1,0.039,0.04,
20221220,Samples8,27,Stds,1,0.039,0.04,
20221220,Samples8,28,245,7,0.807,1.008,
20221220,Samples8,29,245,7,0.621,0.794,BR
20221220,Samples8,30,245,7,0.749,0.906,
20221220,Samples8,31,253,7,0.811,1.028,
20221220,Samples8,32,253,7,0.575,0.871,BR
20221220,Samples8,33,253,7,0.754,0.988,
20221220,Samples8,34,259,7,1.478,1.549,
20221220,Samples8,35,259,7,1.339,1.367,
20221220,Samples8,36,259,7,1.19,1.283,BR
20221220,Samples8,37,Stds,1,0.037,0.038,
20221220,Samples8,38,Stds,1,0.038,0.037,
20221220,Samples8,39,Stds,1,0.037,0.038,
20221220,Samples8,40,246,7,0.923,1.089,BR
20221220,Samples8,41,246,7,1.134,1.258,
20221220,Samples8,42,246,7,1.048,1.223,
20221220,Samples8,43,253d,7,0.638,0.827,
20221220,Samples8,44,253d,7,0.504,0.649,
20221220,Samples8,45,253d,7,0.752,1.014,
20221220,Samples8,46,260,7,1.338,1.427,
20221220,Samples8,47,260,7,1.316,1.385,
20221220,Samples8,48,260,7,1.24,1.334,BR
20221220,Samples8,49,Stds,1,0.043,0.181,
20221220,Samples8,50,Stds,1,0.044,0.163,
20221220,Samples8,51,Stds,1,0.043,0.187,
20221220,Samples8,52,247,7,1.227,1.349,
20221220,Samples8,53,247,7,1.137,1.285,
20221220,Samples8,54,247,7,0.983,1.159,BR
20221220,Samples8,55,254,7,0.111,0.175,
20221220,Samples8,56,254,7,0.095,0.152,
20221220,Samples8,57,254,7,0.117,0.182,
20221220,Samples8,58,261,7,1.381,1.515,BR
20221220,Samples8,59,261,7,1.263,1.407,
20221220,Samples8,60,261,7,1.31,1.443,
20221220,Samples8,61,Stds,1,0.039,0.061,
20221220,Samples8,62,Stds,1,0.039,0.06,
20221220,Samples8,63,Stds,1,0.039,0.062,
20221220,Samples8,64,248,7,0.896,1.058,
20221220,Samples8,65,248,7,0.911,1.052,
20221220,Samples8,66,248,7,0.882,1.041,
20221220,Samples8,67,254spk,7,0.143,0.21,
20221220,Samples8,68,254spk,7,0.137,0.193,
20221220,Samples8,69,254spk,7,0.153,0.214,
20221220,Samples8,70,262,7,1.02,1.083,BR
20221220,Samples8,71,262,7,1.26,1.343,
20221220,Samples8,72,262,7,1.26,1.339,
20221220,Samples8,73,Stds,1,0.038,0.039,
20221220,Samples8,74,Stds,1,0.037,0.04,
20221220,Samples8,75,Stds,1,0.038,0.039,
20221220,Samples8,76,249,7,0.91,1.105,
20221220,Samples8,77,249,7,0.965,1.129,
20221220,Samples8,78,249,7,0.816,1.013,BR
20221220,Samples8,79,255,7,0.089,0.165,
20221220,Samples8,80,255,7,0.089,0.14,
20221220,Samples8,81,255,7,0.086,0.146,
20221220,Samples8,82,263,7,1.076,1.138,
20221220,Samples8,83,263,7,1.023,1.158,
20221220,Samples8,84,263,7,1.167,1.277,BR
20221220,Samples8,85,Stds,1,0.037,0.037,
20221220,Samples8,86,Stds,1,0.037,0.038,
20221220,Samples8,87,Stds,1,0.037,0.038,
20221220,Samples8,88,250,7,0.633,0.815,
20221220,Samples8,89,250,7,0.853,1.075,BR
20221220,Samples8,90,250,7,0.699,0.955,
20221220,Samples8,91,256,7,1.072,1.241,
20221220,Samples8,92,256,7,0.039,0.079,BR
20221220,Samples8,93,256,7,1.004,1.178,
20221220,Samples8,94,264,7,1.355,1.426,
20221220,Samples8,95,264,7,1.417,1.45,
20221220,Samples8,96,264,7,0.195,0.227,BR
