"","Site","Zone","Replicate","Date","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","Notes"
"1","GCW","WC","1","202206","GCW_WC_1_202206",2022-06-10 13:50:34.5,NA,NA,NA,NA,NA,2887.99820857103,6.31343463153255,0.0245050025281996,12349.2300086226,4.30608748814128,0,0.995679934121778,34.9348226977769,2887.46652106931,0.995746916951581,34.7839195166756,2887.99882233306,TRUE,6.3132507592971,0.0247855752657072,46.7443940602322,2022-06-10 13:48:10,2022-06-10 13:52:59,NA
"2","GCW","WC","1","202207","GCW_WC_1_202207",2022-07-11 09:15:34.5,3610.48490505021,4.29148090743523,1.79912657315511e-135,0.881612514595027,121.40727890459,2518.42881456645,4.1945782799499,0.0129576801117693,15072.6535896414,2.27695974078834,0,0.997259193110053,18.4727284462937,2430.10278174558,0.998006510278113,15.8092786798916,2518.68216485283,TRUE,4.20022686085769,0.0131814600530445,17.6403066201453,2022-07-11 09:13:10,2022-07-11 09:17:59,NA
"3","GCW","WC","1","202208","GCW_WC_1_202208",2022-08-15 09:02:34.5,NA,NA,NA,NA,NA,2610.38544300482,3.19009244506634,0.0151838836972706,34938.2276091392,2.66815445274769,3.64755326552155e-317,0.993517727135,21.6464488921147,2582.48180643923,0.994193031512379,20.5594251847024,2610.93872854516,TRUE,3.19170442018312,0.015061869861591,19.4302567963097,2022-08-15 09:00:10,2022-08-15 09:04:59,"High water"
"4","GCW","WC","1","202209","GCW_WC_1_202209",2022-09-19 09:32:04.5,3872.93190934149,7.77636347598811,1.19234084840515e-140,0.891017002916872,190.8801358095,2746.20001726292,6.87522846633112,0.0191901598788172,13537.9590410843,3.37214849312961,0,0.997761268314853,27.3578765044806,2516.6378916827,0.998999477009699,18.3530448257482,2747.24242938805,TRUE,6.85867085629712,0.019777186221364,28.173271794271,2022-09-19 09:29:40,2022-09-19 09:34:29,"Louise; SW adjusted start time from 9:26:40 AM to 9:29:30 AM in QAQC"
"5","GCW","WC","1","202210","GCW_WC_1_202210",2022-10-11 09:05:34.5,NA,NA,NA,NA,NA,2590.31208748817,1.77475283363099,0.014667370733148,16920.0422533411,2.57739135204156,5.86266143381333e-249,0.980708708574479,20.9100976592608,2528.85353019204,0.984606665215755,18.7436857743637,2590.69047024527,TRUE,1.77501758762364,0.0146920698661227,19.2559593987732,2022-10-11 09:03:10,2022-10-11 09:07:59,NA
"6","GCW","WC","1","202211","GCW_WC_1_202211",2022-11-15 10:11:04.5,NA,NA,NA,NA,NA,2504.88398098946,0.563782003137352,0.0126585833382168,17095.7320817572,2.22440162034515,3.48383128880431e-131,0.873216633079978,18.0463300918552,2477.64719059526,0.886163092582923,17.1598121081546,2505.29718985603,TRUE,0.555699610316905,0.012485799901276,16.7294700178868,2022-11-15 10:08:40,2022-11-15 10:13:29,NA
"7","GCW","WC","2","202206","GCW_WC_2_202206",2022-06-10 13:57:34.5,NA,NA,NA,NA,NA,3154.02599740664,5.99311676117391,0.0387660895173446,6934.36320342033,6.81208552591271,3.87314026446076e-279,0.98809336659764,55.26571410944,3121.35073518511,0.989507830131851,52.0603614326934,3154.379404712,TRUE,6.01064095911777,0.0395756723969509,61.84889422089,2022-06-10 13:55:10,2022-06-10 13:59:59,NA
"8","GCW","WC","2","202207","GCW_WC_2_202207",2022-07-11 09:30:34.5,3212.00501048519,3.07701131862126,1.90588899140107e-140,0.890661600139192,61.0758499706831,2656.52242421512,2.18097399224704,0.0164410474583227,14177.1054133793,2.8890667801707,2.94441975084859e-260,0.983897243559864,23.438686744116,2586.1327333268,0.987540613316422,20.6892488016652,2656.52951173041,TRUE,2.18098412822271,0.0168188620617426,22.7100112385489,2022-07-11 09:28:10,2022-07-11 09:32:59,"w/o increase"
"9","GCW","WC","2","202208","GCW_WC_2_202208",2022-08-15 09:18:34.5,NA,NA,NA,NA,NA,2989.64317457393,4.84435513544275,0.0291987886234844,16164.0334234576,5.13089269082013,7.12542203427136e-288,0.98964548275011,41.6263782212406,2935.58786570131,0.991524054982757,37.7929672113382,3004.60749922595,TRUE,4.78351188658963,0.015463271900682,21.9455530154239,2022-08-15 09:16:10,2022-08-15 09:20:59,"High water"
"10","GCW","WC","2","202209","GCW_WC_2_202209",2022-09-19 09:41:19.5,3145.81745590503,6.14944565446631,7.11912817757884e-100,0.849566071520016,168.431974834647,2720.0268164656,6.16175593979072,0.0646331233947504,17233.2252288585,9.4925281584914,1.36189082390341e-191,0.974481688052235,69.3709454180345,2719.51684749365,0.97495673891795,69.0127859852956,2725.80268769297,TRUE,6.05083000656379,0.0230099858725996,23.7884637423712,2022-09-19 09:39:20,2022-09-19 09:43:19,"Louise; SW adjusted obs length in QAQC from 300 to 250 to exclude lid removal "
