"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"1","81 Spike",6.82656711075728,3.49036322106391,51.1291131316032,"within range",1,"High CV"
"2","90 Spike",3.4901163019324,1.22809076296693,35.1876744705317,"within range",1,"High CV"
"3","81",0,0,0,"bdl",1,"within range"
"4","82",0,0,0,"bdl",1,"within range"
"5","83",0,0,0,"bdl",1,"within range"
"6","84",0,0,0,"bdl",1,"within range"
"7","85",0,0,0,"bdl",1,"within range"
"8","86",0,0,0,"bdl",1,"within range"
"9","87",0,0,0,"bdl",1,"within range"
"10","88",0,0,0,"bdl",1,"within range"
"11","89",0,0,0,"bdl",1,"within range"
"12","89 Dup",0,0,0,"bdl",1,"within range"
"13","90",0,0,0,"bdl",1,"within range"
"14","91",0,0,0,"bdl",1,"within range"
"15","92",0,0,0,"bdl",1,"within range"
"16","93",0,0,0,"bdl",1,"within range"
"17","94",0,0,0,"bdl",1,"within range"
"18","95",0,0,0,"bdl",1,"within range"
"19","96",0,0,0,"bdl",1,"within range"
"20","96 Dup",0,0,0,"bdl",1,"within range"
