"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",1.42,"17",25,"Dilute",3222.36152228326,3222.36152228326,"within range"
"2","A05",1.817,"17",25,"Dilute",4179.08775880601,4179.08775880601,"within range"
"3","A06",1.351,"17",25,"Dilute",3056.07912852993,3056.07912852993,"within range"
"4","A07",0.078,"25",1,"Ok",-0.468421669226686,0,"bdl"
"5","A08",0.076,"25",1,"Ok",-0.661212850389961,0,"bdl"
"6","A09",0.075,"25",1,"Ok",-0.757608440971598,0,"bdl"
"7","A10",0.062,"30",1,"Ok",-2.01075111853288,0,"bdl"
"8","A11",0.06,"30",1,"Ok",-2.20354229969615,0,"bdl"
"9","A12",0.06,"30",1,"Ok",-2.20354229969615,0,"bdl"
"10","B04",0.846,"18",25,"Ok",1839.08479743677,1839.08479743677,"within range"
"11","B05",0.833,"18",25,"Ok",1807.75623049773,1807.75623049773,"within range"
"12","B06",0.813,"18",25,"Ok",1759.55843520691,1759.55843520691,"within range"
"13","B10",0.082,"31",1,"Ok",-0.0828393069001375,0,"bdl"
"14","B11",0.078,"31",1,"Ok",-0.468421669226686,0,"bdl"
"15","B12",0.074,"31",1,"Ok",-0.854004031553235,0,"bdl"
"16","C04",0.773,"19",25,"Ok",1663.16284462528,1663.16284462528,"within range"
"17","C05",0.762,"19",25,"Ok",1636.65405721533,1636.65405721533,"within range"
"18","C06",0.802,"19",25,"Ok",1733.04964779696,1733.04964779696,"within range"
"19","C07",0.08,"25 Dup",1,"Ok",-0.275630488063412,0,"bdl"
"20","C08",0.078,"25 Dup",1,"Ok",-0.468421669226686,0,"bdl"
"21","C09",0.078,"25 Dup",1,"Ok",-0.468421669226686,0,"bdl"
"22","C10",0.077,"43",25,"Ok",-14.1204314952081,0,"bdl"
"23","C11",0.077,"43",25,"Ok",-14.1204314952081,0,"bdl"
"24","C12",0.076,"43",25,"Ok",-16.530321259749,0,"bdl"
"25","D04",1.464,"20",25,"Dilute",3328.39667192306,3328.39667192306,"within range"
"26","D05",1.243,"20",25,"Dilute",2795.81103395951,2795.81103395951,"within range"
"27","D06",1.141,"20",25,"Dilute",2550.00227797634,2550.00227797634,"within range"
"28","D10",1.759,"17 Spike",25,"Dilute",4039.31415246263,4039.31415246263,"within range"
"29","D11",1.618,"17 Spike",25,"Dilute",3699.51969566236,3699.51969566236,"within range"
"30","D12",1.61,"17 Spike",25,"Dilute",3680.24057754603,3680.24057754603,"within range"
"31","E04",0.06,"21",1,"Ok",-2.20354229969615,0,"bdl"
"32","E05",0.059,"21",1,"Ok",-2.29993789027779,0,"bdl"
"33","E06",0.061,"21",1,"Ok",-2.10714670911452,0,"bdl"
"34","E07",0.443,"26",1,"Ok",34.7159688930709,34.7159688930709,"within range"
"35","E08",0.396,"26",1,"Ok",30.1853761357339,30.1853761357339,"within range"
"36","E09",0.408,"26",1,"Ok",31.3421232227136,31.3421232227136,"within range"
"37","E10",0.495,"26 Spike",1,"Ok",39.728539603316,39.728539603316,"within range"
"38","E11",0.449,"26 Spike",1,"Ok",35.2943424365607,35.2943424365607,"within range"
"39","E12",0.53,"26 Spike",1,"Ok",43.1023852736733,43.1023852736733,"within range"
"40","F04",0.059,"22",1,"Ok",-2.29993789027779,0,"bdl"
"41","F05",0.068,"22",1,"Ok",-1.43237757504306,0,"bdl"
"42","F06",0.058,"22",1,"Ok",-2.39633348085943,0,"bdl"
"43","F07",0.062,"27",1,"Ok",-2.01075111853288,0,"bdl"
"44","F08",0.068,"27",1,"Ok",-1.43237757504306,0,"bdl"
"45","F09",0.066,"27",1,"Ok",-1.62516875620633,0,"bdl"
"46","G04",0.059,"23",1,"Ok",-2.29993789027779,0,"bdl"
"47","G05",0.058,"23",1,"Ok",-2.39633348085943,0,"bdl"
"48","G06",0.054,"23",1,"Ok",-2.78191584318598,0,"bdl"
"49","G07",0.175,"28",1,"Ok",8.88195061719211,8.88195061719211,"within range"
"50","G08",0.205,"28",1,"Ok",11.7738183346412,11.7738183346412,"within range"
"51","G09",0.192,"28",1,"Ok",10.5206756570799,10.5206756570799,"within range"
"52","G10",0.073,"43 Dup",25,"Ok",-23.7599905533718,0,"bdl"
"53","G11",0.079,"43 Dup",25,"Ok",-9.30065196612623,0,"bdl"
"54","G12",0.077,"43 Dup",25,"Ok",-14.1204314952081,0,"bdl"
"55","H04",0.061,"24",1,"Ok",-2.10714670911452,0,"bdl"
"56","H05",0.062,"24",1,"Ok",-2.01075111853288,0,"bdl"
"57","H06",0.063,"24",1,"Ok",-1.91435552795124,0,"bdl"
"58","H07",0.263,"29",1,"Ok",17.3647625883762,17.3647625883762,"within range"
"59","H08",0.263,"29",1,"Ok",17.3647625883762,17.3647625883762,"within range"
"60","H09",0.235,"29",1,"Ok",14.6656860520903,14.6656860520903,"within range"
