[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	7/26/2026 12:17:29 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:08:58 AM	1	1	IC	1.248	1.402	IC:1.429mg/L	1	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:11:14 AM	1	2	IC	1.636	1.430	IC:1.429mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:13:30 AM	1	3	IC	1.581	1.426	IC:1.429mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:15:46 AM	1	4	IC	1.613	1.429	IC:1.429mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:20:18 AM	1	1	IC	1.143	1.395	IC:1.419mg/L	1	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:22:35 AM	1	2	IC	1.495	1.420	IC:1.419mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:24:51 AM	1	3	IC	1.484	1.419	IC:1.419mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:27:06 AM	1	4	IC	1.447	1.417	IC:1.419mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:31:38 AM	1	1	IC	1.040	1.387	IC:1.411mg/L	1	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:33:49 AM	1	2	IC	1.352	1.410	IC:1.411mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:36:00 AM	1	3	IC	1.417	1.415	IC:1.411mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:38:11 AM	1	4	IC	1.342	1.409	IC:1.411mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:42:42 AM	1	1	IC	1.187	1.398	IC:1.403mg/L	0	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:44:53 AM	1	2	IC	1.398	1.413	IC:1.403mg/L	1	150	
Unknown	IC	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_DIC_2026_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20260720.2026_07_20_17_45_36.cal	1.00		7/23/2026 8:47:04 AM	1	3	IC	1.354	1.410	IC:1.403mg/L	0	150	
