"","ID_full","H2S_mean","H2S_sd","H2S_cv","IDs","Plate","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag"
"1","20260720_Plate1_1_SWH_SWAMP_C_45",103.665955529642,10.5681852414663,10.1944608405644,"SWH_SWAMP_C_45","20260720_Plate1","Spk recovery out of range",1,"High CV","adl"
