Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.21,0.222,0.227,0.061,0.061,0.06,0.04,0.038,0.039,0.042,0.042,0.042
B,0.063,0.059,0.059,0.048,0.047,0.047,0.304,0.29,0.287,0.188,0.183,0.18
C,0.039,0.039,0.039,0.054,0.053,0.052,0.046,0.046,0.045,0.042,0.042,0.042
D,0.038,0.038,0.037,0.043,0.042,0.042,0.046,0.045,0.046,0.455,0.292,0.333
E,0.041,0.04,0.039,0.099,0.084,0.086,0.135,0.071,0.135,0.05,0.049,0.051
F,0.037,0.038,0.037,0.065,0.095,0.102,0.112,0.115,0.14,0.045,0.045,0.045
G,0.037,0.037,0.038,0.117,0.115,0.113,0.055,0.054,0.054,0.038,0.038,0.04
H,0.037,0.038,0.038,0.094,0.091,0.091,0.042,0.042,0.043,0.038,0.038,0.039
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.325,0.337,0.344,0.409,0.389,0.396,0.045,0.045,0.045,0.062,0.063,0.065
B,0.082,0.079,0.08,0.155,0.151,0.157,0.302,0.294,0.289,0.182,0.169,0.173
C,0.041,0.042,0.041,0.536,0.562,0.554,0.051,0.051,0.05,0.127,0.115,0.198
D,0.039,0.038,0.038,0.045,0.046,0.046,0.051,0.05,0.05,0.987,0.967,0.879
E,0.181,0.179,0.187,0.099,0.098,0.096,0.134,0.127,0.131,1.112,1.168,1.193
F,0.062,0.063,0.063,0.1,0.099,0.101,0.209,0.19,0.214,0.139,0.135,0.141
G,0.039,0.04,0.04,0.117,0.113,0.113,0.102,0.099,0.097,0.041,0.043,0.047
H,0.038,0.038,0.038,0.096,0.094,0.094,0.07,0.069,0.069,0.042,0.042,0.042
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,183,183,183,191,191,191,197,197,197
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,184,184,184,192,192,192,198,198,198
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,185,185,185,193,193,193,199,199,199
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,186,186,186,193 dup,193 dup,193 dup,200,200,200
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,187,187,187,194,194,194,201,201,201
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,188,188,188,194 spk,194 spk,194 spk,202,202,202
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,189,189,189,195,195,195,203,203,203
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,190,190,190,196,196,196,204,204,204
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
