Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.187,0.192,0.209,1.113,0.882,0.856,0.125,0.126,0.135,0.762,0.792,0.769
B,0.066,0.065,0.062,0.678,0.549,0.94,0.908,0.824,0.706,0.297,0.279,0.299
C,0.039,0.041,0.039,1.487,1.399,1.366,0.039,0.039,0.039,0.058,0.062,0.061
D,0.038,0.038,0.037,0.094,0.131,0.135,0.038,0.039,0.039,0.039,0.042,0.039
E,0.041,0.04,0.04,1.55,1.564,1.461,0.16,0.168,0.173,0.038,0.038,0.039
F,0.038,0.038,0.038,0.339,0.313,0.388,0.17,0.169,0.153,0.058,0.061,0.059
G,0.038,0.038,0.038,0.546,0.527,0.441,0.445,0.473,0.446,0.075,0.082,0.084
H,0.039,0.038,0.038,0.044,0.044,0.043,0.037,0.038,0.038,0.421,0.449,0.64
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.296,0.295,0.313,1.535,1.583,1.559,0.19,0.173,0.175,0.92,0.896,0.969
B,0.086,0.083,0.081,1.372,1.215,1.325,1.049,0.963,0.855,0.409,0.412,0.411
C,0.041,0.042,0.04,1.616,1.607,1.565,0.046,0.044,0.045,0.292,0.296,0.283
D,0.039,0.038,0.038,0.153,0.144,0.146,0.045,0.046,0.045,0.044,0.046,0.043
E,0.188,0.174,0.18,1.647,1.643,1.609,0.265,0.265,0.281,0.041,0.042,0.042
F,0.062,0.062,0.06,0.482,0.462,0.541,0.259,0.249,0.26,0.065,0.067,0.065
G,0.041,0.041,0.041,0.711,0.691,0.633,0.614,0.645,0.621,0.101,0.109,0.108
H,0.04,0.039,0.038,0.094,0.086,0.086,0.038,0.038,0.038,0.6,0.64,0.8
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,396,396,396,404,404,404,410,410,410
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,397,397,397,405,405,405,411,411,411
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,398,398,398,406,406,406,412,412,412
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,399,399,399,406 dup,406 dup,406 dup,413,413,413
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,400,400,400,407,407,407,414,414,414
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,401,401,401,407 spk,407 spk,407 spk,415,415,415
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,402,402,402,408,408,408,416,416,416
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,403,403,403,409,409,409,417,417,417
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,8,8,8,8,8,8
B,1,1,1,1,1,1,8,8,8,8,8,8
C,1,1,1,1,1,1,8,8,8,8,8,8
D,1,1,1,1,1,1,8,8,8,1,1,1
E,1,1,1,1,1,1,8,8,8,1,1,1
F,1,1,1,8,8,8,8,8,8,1,1,1
G,1,1,1,8,8,8,8,8,8,8,8,8
H,1,1,1,8,8,8,8,8,8,8,8,8
