Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.053,0.053,0.05,0.055,0.054,0.053,0.137,0.11,0.112,0.225,0.218,0.225
B,0.14,0.1,0.143,0.056,0.056,0.057,0.787,0.765,0.705,0.859,0.772,0.762
C,0.282,0.255,0.294,0.057,0.053,0.054,0.363,0.041,0.358,0.813,0.701,0.666
D,0.562,0.549,0.482,0.054,0.053,0.053,2.114,2.179,2.249,0.606,0.506,0.469
E,0.946,0.879,0.809,0.055,0.055,0.056,0.306,0.308,0.312,0.434,0.411,0.404
F,1.518,1.474,1.454,0.238,0.242,0.24,0.294,0.258,0.285,0.25,0.045,0.044
G,1.48,1.402,1.463,1.601,1.531,1.56,0.288,0.3,0.271,0.045,0.045,0.045
H,1.476,1.52,1.477,1.563,1.505,1.63,0.349,0.326,0.326,0.045,0.045,0.046
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,MSM_RHZ_TR_SF4,MSM_RHZ_TR_SF4,MSM_RHZ_TR_SF4,MSM_RHZ_WC_Col1,MSM_RHZ_WC_Col1,MSM_RHZ_WC_Col1,MSM_WC_LysA_10cm,MSM_WC_LysA_10cm,MSM_WC_LysA_10cm
B,Std 1,Std 1,Std 1,MSM_RHZ_TR_SF5,MSM_RHZ_TR_SF5,MSM_RHZ_TR_SF5,MSM_RHZ_WC_Col2,MSM_RHZ_WC_Col2,MSM_RHZ_WC_Col2,GCW_WC_LysB_10cm,GCW_WC_LysB_10cm,GCW_WC_LysB_10cm
C,Std 2,Std 2,Std 2,MSM_RHZ_TR_SF6,MSM_RHZ_TR_SF6,MSM_RHZ_TR_SF6,MSM_RHZ_WC_Col3,MSM_RHZ_WC_Col3,MSM_RHZ_WC_Col3,GCW_WC_LysB_20cm,GCW_WC_LysB_20cm,GCW_WC_LysB_20cm
D,Std 3,Std 3,Std 3,MSM_RHZ_TR_SF7,MSM_RHZ_TR_SF7,MSM_RHZ_TR_SF7,MSM_RHZ_WC_Col4,MSM_RHZ_WC_Col4,MSM_RHZ_WC_Col4,GCW_WC_LysC_10cm,GCW_WC_LysC_10cm,GCW_WC_LysC_10cm
E,Std 4,Std 4,Std 4,MSM_RHZ_TR_SF8,MSM_RHZ_TR_SF8,MSM_RHZ_TR_SF8,MSM_RHZ_WC_Col5,MSM_RHZ_WC_Col5,MSM_RHZ_WC_Col5,GCW_WC_LysC_20cm,GCW_WC_LysC_20cm,GCW_WC_LysC_20cm
F,Std 5,Std 5,Std 5,MSM_RHZ_WC_SipA,MSM_RHZ_WC_SipA,MSM_RHZ_WC_SipA,MSM_RHZ_WC_Col5_dup,MSM_RHZ_WC_Col5_dup,MSM_RHZ_WC_Col5_dup,NA,NA,NA
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,MSM_RHZ_WC_SipB,MSM_RHZ_WC_SipB,MSM_RHZ_WC_SipB,GWI_TR_LysB_20cm,GWI_TR_LysB_20cm,GWI_TR_LysB_20cm,NA,NA,NA
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,MSM_RHZ_WC_SipC,MSM_RHZ_WC_SipC,MSM_RHZ_WC_SipC,GWI_TR_LysB_20cm_spk,GWI_TR_LysB_20cm_spk,GWI_TR_LysB_20cm_spk,NA,NA,NA
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,25,25,25
B,1,1,1,1,1,1,1,1,1,25,25,25
C,1,1,1,1,1,1,1,1,1,25,25,25
D,1,1,1,1,1,1,1,1,1,25,25,25
E,1,1,1,1,1,1,1,1,1,25,25,25
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,25,25,25,1,1,1
H,1,1,1,1,1,1,25,25,25,1,1,1
