,1,2,3,4,5,6,7,8,9,10,11,12
A,0.059,0.06,0.056,0.068,0.083,0.075,0.062,0.059,0.059,0.057,0.055,0.056
B,0.146,0.129,0.144,0.065,0.066,0.067,0.054,0.052,0.053,0.542,0.606,0.467
C,0.222,0.221,0.208,0.077,0.076,0.076,0.056,0.055,0.056,0.057,0.056,0.062
D,0.376,0.364,0.411,0.073,0.072,0.074,0.455,0.471,0.404,0.116,0.1,0.097
E,0.637,0.724,0.649,0.073,0.073,0.073,0.055,0.058,0.059,0.157,0.198,0.098
F,1.021,1.178,1.026,0.072,0.069,0.07,0.058,0.054,0.053,0.053,0.053,0.053
G,1.106,1.071,1.139,0.055,0.054,0.06,0.592,0.522,0.468,0.056,0.062,0.071
H,1.141,1.247,1.163,0.054,0.054,0.053,0.061,0.056,0.057,0.682,0.602,0.639
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,17,17,17,25,25,25,30,30,30
B,Std 1,Std 1,Std 1,18,18,18,ChkStd 0,ChkStd 0,ChkStd 0,31,31,31
C,Std 2,Std 2,Std 2,19,19,19,25 Dup,25 Dup,25 Dup,32,32,32
D,Std 3,Std 3,Std 3,20,20,20,ChkStd 3,ChkStd 3,ChkStd 3,17 Spike,17 Spike,17 Spike
E,Std 4,Std 4,Std 4,21,21,21,26,26,26,26 Spike,26 Spike,26 Spike
F,Std 5,Std 5,Std 5,22,22,22,27,27,27,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,23,23,23,28,28,28,32 Dup,32 Dup,32 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,24,24,24,29,29,29,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
