,1,2,3,4,5,6,7,8,9,10,11,12
A,0.051,0.05,0.05,0.057,0.053,0.058,0.066,0.071,0.064,0.054,0.06,0.059
B,0.144,0.14,0.148,0.062,0.051,0.06,0.117,0.121,0.118,0.087,0.091,0.088
C,0.249,0.323,0.257,0.13,0.12,0.111,0.122,0.111,0.108,0.815,0.785,0.751
D,0.413,0.48,0.371,0.065,0.062,0.064,0.14,0.143,0.119,0.761,0.713,0.656
E,0.764,0.754,0.808,0.07,0.068,0.071,0.16,0.134,0.143,0.765,0.757,0.719
F,1.315,1.373,1.312,0.08,0.076,0.075,0.184,0.184,0.172,0.482,0.471,0.445
G,1.163,1.219,1.173,0.071,0.065,0.066,0.129,0.115,0.104,0.454,0.52,0.464
H,1.105,1.223,1.191,0.08,0.082,0.075,0.06,0.06,0.061,0.491,0.474,0.485
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,,,,,,,,,
B,Std 1,Std 1,Std 1,,,,,,,,,
C,Std 2,Std 2,Std 2,,,,,,,,,
D,Std 3,Std 3,Std 3,,,,,,,,,
E,Std 4,Std 4,Std 4,,,,,,,,,
F,Std 5,Std 5,Std 5,,,,,,,,,
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,,,,,,,,,
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,,,,,,,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,,,,,,,,,
B,1,1,1,,,,,,,,,
C,1,1,1,,,,,,,,,
D,1,1,1,,,,,,,,,
E,1,1,1,,,,,,,,,
F,1,1,1,,,,,,,,,
G,1,1,1,,,,,,,,,
H,1,1,1,,,,,,,,,
