,1,2,3,4,5,6,7,8,9,10,11,12
A,0.048,0.05,0.048,0.05,0.051,0.052,0.049,0.052,0.05,0.054,0.049,0.05
B,0.155,0.151,0.155,0.068,0.068,0.067,0.163,0.157,0.15,0.24,0.243,0.253
C,0.253,0.251,0.246,0.052,0.055,0.053,0.047,0.048,0.049,0.241,0.242,0.26
D,0.513,0.489,0.47,0.066,0.067,0.067,0.103,0.1,0.101,1.412,1.422,1.439
E,0.868,0.847,0.85,0.051,0.05,0.051,0.102,0.103,0.099,2.253,2.097,2.254
F,1.222,1.305,1.342,0.056,0.055,0.055,0.52,0.499,0.468,0.078,0.074,0.08
G,1.198,1.361,1.286,0.374,0.254,0.365,0.793,0.414,0.786,2.542,2.255,2.351
H,1.278,1.352,1.206,0.046,0.05,0.046,0.047,0.047,0.051,2.563,2.567,2.42
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,1,1,1,9,9,9,15,15,15
B,Std 1,Std 1,Std 1,2,2,2,10,10,10,16,16,16
C,Std 2,Std 2,Std 2,3,3,3,11,11,11,17,17,17
D,Std 3,Std 3,Std 3,4,4,4,12,12,12,18,18,18
E,Std 4,Std 4,Std 4,5,5,5,12_dup,12_dup,12_dup,19,19,19
F,Std 5,Std 5,Std 5,6,6,6,13,13,13,20,20,20
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,7,7,7,13_spk,13_spk,13_spk,21,21,21
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,8,8,8,14,14,14,22,22,22
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
