,1,2,3,4,5,6,7,8,9,10,11,12
A,0.049,0.048,0.047,0.067,0.067,0.068,0.05,0.05,0.049,0.281,0.263,0.259
B,0.155,0.149,0.159,0.091,0.088,0.089,0.125,0.122,0.115,1.637,1.588,1.489
C,0.228,0.22,0.22,0.049,0.052,0.05,0.452,0.455,0.454,2.762,2.569,2.567
D,0.437,0.453,0.412,0.075,0.073,0.074,0.5,0.724,0.487,0.089,0.087,0.097
E,0.933,0.868,0.864,0.339,0.329,0.335,0.046,0.044,0.06,2.526,2.451,2.531
F,1.46,1.534,1.412,0.046,0.045,0.046,0.045,0.045,0.047,2.794,2.638,2.599
G,1.436,1.321,1.383,0.081,0.08,0.078,0.108,0.12,0.104,0.07,0.07,0.069
H,1.436,1.413,1.408,0.214,0.216,0.164,0.424,0.442,0.344,2.457,2.621,2.607
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,,,,,,,,,
B,Std 1,Std 1,Std 1,,,,,,,,,
C,Std 2,Std 2,Std 2,,,,,,,,,
D,Std 3,Std 3,Std 3,,,,,,,,,
E,Std 4,Std 4,Std 4,,,,,,,,,
F,Std 5,Std 5,Std 5,,,,,,,,,
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,,,,,,,,,
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,,,,,,,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,,,,,,,,,
B,1,1,1,,,,,,,,,
C,1,1,1,,,,,,,,,
D,1,1,1,,,,,,,,,
E,1,1,1,,,,,,,,,
F,1,1,1,,,,,,,,,
G,1,1,1,,,,,,,,,
H,1,1,1,,,,,,,,,
