"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","SWH","UP","A",10,"202405_SWH_UP_LysA_10cm",2024,5,15,NA,NA,14.51,1208.05927899426,"",0.3734,26.6586704934067,"","5/31/2024 9:08:46 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"2","COMPASS: Synoptic","CB","SWH","UP","A",20,"202405_SWH_UP_LysA_20cm",2024,5,15,NA,NA,17.51,1457.83032220465,"",0.5254,37.5106199176109,"","5/31/2024 9:33:40 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"3","COMPASS: Synoptic","CB","SWH","UP","A",45,"202405_SWH_UP_LysA_45cm",2024,5,15,NA,NA,13.59,1131.46282574307,"",0.3952,28.2150685029307,"","5/31/2024 9:58:11 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"4","COMPASS: Synoptic","CB","SWH","UP","B",10,"202405_SWH_UP_LysB_10cm",2024,5,15,NA,NA,29.88,2487.71959037549,"",0.6257,44.6714786495035,"","5/31/2024 10:23:37 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"5","COMPASS: Synoptic","CB","SWH","UP","B",20,"202405_SWH_UP_LysB_20cm",2024,5,15,NA,NA,52.66,4384.31437848639,"",1.326,94.6689798453597,"","5/31/2024 10:49:45 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"6","COMPASS: Synoptic","CB","SWH","UP","C",10,"202405_SWH_UP_LysC_10cm",2024,5,15,NA,NA,27,2247.93938889351,"",0.6164,44.007510691312,"","5/31/2024 11:06:37 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"7","COMPASS: Synoptic","CB","SWH","UP","C",20,"202405_SWH_UP_LysC_20cm",2024,5,15,NA,NA,26.18,2179.66863708267,"",0.7101,50.697166356101,"","5/31/2024 11:33:04 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"8","COMPASS: Synoptic","CB","SWH","UP","C",45,"202405_SWH_UP_LysC_45cm",2024,5,15,NA,NA,23.67,1970.69353092998,"",0.5842,41.7086108790793,"","5/31/2024 11:57:25 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"9","COMPASS: Synoptic","CB","GWI","UP","A",20,"202405_GWI_UP_LysA_20cm",2024,5,16,NA,NA,19.54,1626.84206144368,"",0.6521,46.5562909179178,"","6/1/2024 4:10:06 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"10","COMPASS: Synoptic","CB","GWI","UP","A",45,"202405_GWI_UP_LysA_45cm",2024,5,16,NA,NA,29.49,2455.24935475814,"",0.7372,52.63195470739,"","6/1/2024 4:35:50 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"11","COMPASS: Synoptic","CB","GWI","UP","B",10,"202405_GWI_UP_LysB_10cm",2024,5,16,NA,NA,60.22,5013.73740737657,"",1.178,84.102608037582,"","6/1/2024 5:01:42 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"12","COMPASS: Synoptic","CB","GWI","UP","B",20,"202405_GWI_UP_LysB_20cm",2024,5,16,NA,NA,49.44,4116.22679210724,"",1.149,82.0321703184904,"","6/1/2024 6:43:32 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"13","COMPASS: Synoptic","CB","GWI","UP","B",45,"202405_GWI_UP_LysB_45cm",2024,5,16,NA,NA,41.59,3462.65922904005,"",1.048,74.8213355037232,"","6/1/2024 7:09:17 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"14","COMPASS: Synoptic","CB","GWI","UP","C",20,"202405_GWI_UP_LysC_20cm",2024,5,16,NA,NA,82.15,6839.56373324453,"",1.852,132.222436405435,"","6/1/2024 7:35:56 PM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"15","COMPASS: Synoptic","CB","MSM","UP","B",10,"202405_MSM_UP_LysB_10cm",2024,5,21,NA,NA,53.07,4418.44975439181,"",1.252,89.3857939414709,"","6/2/2024 5:32:17 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"16","COMPASS: Synoptic","CB","MSM","UP","B",20,"202405_MSM_UP_LysB_20cm",2024,5,21,NA,NA,45.69,3804.01298809425,"",1.197,85.4591017156075,"","6/2/2024 5:57:49 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"17","COMPASS: Synoptic","CB","MSM","UP","C",10,"202405_MSM_UP_LysC_10cm",2024,5,21,NA,NA,53.61,4463.40854216968,"",1.351,96.4538399480249,"","6/2/2024 6:23:25 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"18","COMPASS: Synoptic","CB","MSM","UP","C",20,"202405_MSM_UP_LysC_20cm",2024,5,21,NA,NA,30.1,2506.03613354425,"",0.7263,51.853755702628,"","6/2/2024 6:40:19 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"19","COMPASS: Synoptic","CB","MSM","UP","C",45,"202405_MSM_UP_LysC_45cm",2024,5,21,NA,NA,25.5,2123.05386728832,"",1.089,77.7485060720941,"","6/2/2024 7:05:57 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"20","COMPASS: Synoptic","CB","MSM","UP","A",20,"202405_MSM_UP_LysA_20cm",2024,5,21,NA,NA,85.67,7132.62842394472,"",2.288,163.350396595915,"","6/2/2024 7:32:16 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"21","COMPASS: Synoptic","CB","MSM","UP","A",45,"202405_MSM_UP_LysA_45cm",2024,5,21,NA,NA,28.36,2361.16892848222,"",1.99,142.074864172146,"","6/2/2024 7:58:13 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"22","COMPASS: Synoptic","CB","GCW","UP","B",10,"202405_GCW_UP_LysB_10cm",2024,5,23,NA,NA,22.36,1861.62684206144,"",0.00022,0.0157067689034533,"blank is ≥ 25% of sample value","6/3/2024 12:19:30 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"23","COMPASS: Synoptic","CB","SWH","SWAMP","A",10,"202405_SWH_SWAMP_LysA_10cm",2024,5,15,NA,NA,12.4,1032.38697860295,"",0.3487,24.8952287119736,"","6/1/2024 12:19:44 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
"24","COMPASS: Synoptic","CB","SWH","SWAMP","A",20,"202405_SWH_SWAMP_LysA_20cm",2024,5,15,NA,NA,11.71,974.939638664558,"",0.4125,29.450191693975,"","6/1/2024 12:44:52 AM","Samples were put in the wrong vials, so 
  MSM_202405_UP_LysA_ was switched to MSM_202405_UP_LysB_, 
  MSM_202405_UP_LysB_ was switched to MSM_202405_UP_LysC_, 
  MSM_202405_UP_LysC_ was switched to MSM_202405_UP_LysA_.
  Second NPOC Curve did not look good. One duplicate out of range and some checks 
  below expected concentration, but not by much - run okay.",NA
