[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	5/31/2024 8:14:15 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	IC	DI	Untitled			0.000				mg/L	0	5/28/2024 6:41:44 PM	
Unknown	IC	DI	Untitled			0.000				mg/L	0	5/28/2024 6:52:49 PM	
Unknown	IC	Chk_Std_10mgL	Untitled			0.000				mg/L	1	5/28/2024 7:04:05 PM	
Unknown	IC	DI	Untitled			0.000				mg/L	0	5/28/2024 7:13:01 PM	
Unknown	IC	DI	Untitled			0.000				mg/L	0	5/28/2024 7:24:13 PM	
Standard	IC	CalCurve_IC	Untitled			200.0				mg/L	2, 3, 4, 5, 6, 7, 8, 9	5/28/2024 9:09:07 PM	
Unknown	IC	Di	Untitled			1.498				mg/L	0	5/28/2024 9:21:43 PM	
Unknown	IC	Chk_Std_10mgL	Untitled			10.61				mg/L	10	5/28/2024 9:33:06 PM	
Unknown	IC	DI	Untitled			1.488				mg/L	0	5/28/2024 9:42:01 PM	
Unknown	IC	DI	Untitled			1.482				mg/L	0	5/28/2024 9:53:06 PM	
Unknown	IC	202405_SWH_UP_LysA_10cm	Untitled			10.45				mg/L	11	5/28/2024 10:04:26 PM	
Unknown	IC	202405_SWH_UP_LysA_20cm	Untitled			8.737				mg/L	12	5/28/2024 10:15:28 PM	
Unknown	IC	202405_SWH_UP_LysA_45cm	Untitled			17.74				mg/L	13	5/28/2024 10:27:09 PM	
Unknown	IC	202405_SWH_UP_LysB_10cm	Untitled			11.27				mg/L	14	5/28/2024 10:38:17 PM	
Unknown	IC	202405_SWH_UP_LysB_20cm	Untitled			26.53				mg/L	15	5/28/2024 10:53:06 PM	
Unknown	IC	202405_SWH_UP_LysC_10cm	Untitled			9.696				mg/L	16	5/28/2024 11:03:56 PM	
Unknown	IC	202405_SWH_UP_LysC_20cm	Untitled			28.62				mg/L	17	5/28/2024 11:15:44 PM	
Unknown	IC	202405_SWH_UP_LysC_45cm	Untitled			39.26				mg/L	18	5/28/2024 11:28:36 PM	
Unknown	IC	DI	Untitled			1.619				mg/L	0	5/28/2024 11:41:52 PM	
Unknown	IC	202405_SWH_SWAMP_LysA_10cm	Untitled			9.499				mg/L	19	5/28/2024 11:52:51 PM	
Unknown	IC	202405_SWH_SWAMP_LysA_20cm	Untitled			11.12				mg/L	20	5/29/2024 12:03:53 AM	
Unknown	IC	202405_SWH_SWAMP_LysA_45cm	Untitled			15.67				mg/L	21	5/29/2024 12:15:16 AM	
Unknown	IC	202405_SWH_SWAMP_LysB_10cm	Untitled			26.12				mg/L	22	5/29/2024 12:27:04 AM	
Unknown	IC	202405_SWH_SWAMP_LysB_20cm	Untitled			26.06				mg/L	23	5/29/2024 12:44:44 AM	
Unknown	IC	202405_SWH_SWAMP_LysB_45cm	Untitled			22.38				mg/L	24	5/29/2024 12:56:24 AM	
Unknown	IC	202405_SWH_SWAMP_LysC_10cm	Untitled			8.236				mg/L	25	5/29/2024 1:07:16 AM	
Unknown	IC	202405_SWH_SWAMP_LysC_20cm	Untitled			5.649				mg/L	26	5/29/2024 1:17:56 AM	
Unknown	IC	202405_SWH_SWAMP_LysC_45cm	Untitled			8.619				mg/L	27	5/29/2024 1:28:52 AM	
Unknown	IC	DI	Untitled			1.520				mg/L	0	5/29/2024 1:42:11 AM	
Unknown	IC	202405_SWH_TR_LysA_10cm	Untitled			33.56				mg/L	28	5/29/2024 1:55:00 AM	
Unknown	IC	202405_SWH_TR_LysA_20cm	Untitled			25.57				mg/L	29	5/29/2024 2:07:12 AM	
Unknown	IC	202405_SWH_TR_LysA_45cm	Untitled			38.89				mg/L	30	5/29/2024 2:20:07 AM	
Unknown	IC	202405_SWH_TR_LysB_10cm	Untitled			10.55				mg/L	31	5/29/2024 2:31:13 AM	
Unknown	IC	202405_SWH_TR_LysB_20cm	Untitled			35.52				mg/L	32	5/29/2024 2:44:08 AM	
Unknown	IC	202405_SWH_TR_LysB_45cm	Untitled			39.11				mg/L	33	5/29/2024 2:56:59 AM	
Unknown	IC	202405_SWH_TR_LysC_10cm	Untitled			12.87				mg/L	34	5/29/2024 3:08:09 AM	
Unknown	IC	202405_SWH_TR_LysC_20cm	Untitled			24.13				mg/L	35	5/29/2024 3:20:06 AM	
Unknown	IC	202405_SWH_TR_LysC_45cm	Untitled			28.83				mg/L	36	5/29/2024 3:32:18 AM	
