,Project,Region,Site,Zone,Replicate,Depth_cm,Sample_ID,Year,Month,Day,Time,Time_Zone,NOx_Conc_mgL,NOx_Conc_uM,NOx_Conc_Flag,NOx_QAQC_Flag,NH3_Conc_mgL,NH3_Conc_uM,NH3_Conc_Flag,NH3_QAQC_Flag,PO4_Conc_mgL,PO4_Conc_uM,PO4_Conc_Flag,PO4_QAQC_Flag,Analysis_rundate,Run_notes,Field_notes
1,COMPASS: Synoptic,CB,GCW,SW,A,0,GCW_202308_SW_A,2023,8,15,NA,NA,0.026502,1.892094498,Within_Range,,0.147163,10.50661469,Within_Range,,0.096083,3.102077171,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
2,COMPASS: Synoptic,CB,GCW,SW,B,0,GCW_202308_SW_B,2023,8,15,NA,NA,0.020239,1.444951345,bdl,,0.137659,9.828082275,Within_Range,,0.098527,3.180982665,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
3,COMPASS: Synoptic,CB,GCW,SW,C,0,GCW_202308_SW_C,2023,8,15,NA,NA,0.020811,1.485788944,bdl,,0.199744,14.26060385,Within_Range,,0.095752,3.091390707,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
4,COMPASS: Synoptic,CB,GCW,TR,A,20,GCW_202308_TR_LysA_20cm,2023,8,15,NA,NA,0.012278,0.876580494,bdl,,0.551964,39.40714087,Within_Range,,0.004448,0.143605417,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
5,COMPASS: Synoptic,CB,GCW,TR,A,45,GCW_202308_TR_LysA_45cm,2023,8,15,NA,NA,0.017038,1.216417857,bdl,,0.104238,7.442009895,Within_Range,,0.004373,0.141184012,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
6,COMPASS: Synoptic,CB,GCW,TR,B,10,GCW_202308_TR_LysB_10cm,2023,8,15,NA,NA,0.009828,0.701664204,bdl,,0.176126,12.57441082,Within_Range,,0.00811,0.261834517,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
7,COMPASS: Synoptic,CB,GCW,TR,C,10,GCW_202308_TR_LysC_10cm,2023,8,15,NA,NA,0.013728,0.98010238,bdl,,0.029186,2.083717078,Within_Range,,0.013813,0.445958098,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
8,COMPASS: Synoptic,CB,GCW,TR,C,20,GCW_202308_TR_LysC_20cm,2023,8,15,NA,NA,0.019045,1.359706426,bdl,,0.453333,32.3654394,Within_Range,,0.013929,0.449703204,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
9,COMPASS: Synoptic,CB,GCW,TR,C,45,GCW_202308_TR_LysC_45cm,2023,8,15,NA,NA,0.01005,0.717513761,bdl,,0.092476,6.602268914,Within_Range,,0.007018,0.22657887,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
10,COMPASS: Synoptic,CB,GCW,UP,A,20,GCW_202308_UP_LysA_20cm,2023,8,15,NA,NA,0.02026,1.446450627,bdl,,0.03656,2.610179414,Within_Range,,0.010855,0.350457913,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
11,COMPASS: Synoptic,CB,GCW,UP,B,10,GCW_202308_UP_LysB_10cm,2023,8,15,NA,NA,0.01276,0.910992596,bdl,,0.111094,7.93148993,Within_Range,,0.006194,0.199975708,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
12,COMPASS: Synoptic,CB,GCW,UP,B,20,GCW_202308_UP_LysB_20cm,2023,8,15,NA,NA,0.027739,1.980409376,Within_Range,,0.053642,3.829738625,Within_Range,,0.020439,0.659881095,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
13,COMPASS: Synoptic,CB,GCW,UP,C,10,GCW_202308_UP_LysC_10cm,2023,8,15,NA,NA,0.016843,1.202495948,bdl,,0.081095,5.789729201,Within_Range,,0.007227,0.233326517,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
14,COMPASS: Synoptic,CB,GCW,WC,A,10,GCW_202308_WC_LysA_10cm,2023,8,15,NA,NA,0.020228,1.444166006,bdl,,0.327861,23.40744072,Within_Range,,0.102965,3.324265228,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
15,COMPASS: Synoptic,CB,GCW,WC,A,20,GCW_202308_WC_LysA_20cm,2023,8,15,NA,NA,0.026699,1.906159195,Within_Range,,0.275643,19.67936773,Within_Range,,0.068307,2.205318166,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
16,COMPASS: Synoptic,CB,GCW,WC,A,45,GCW_202308_WC_LysA_45cm,2023,8,15,NA,NA,0.024533,1.751518916,bdl,,1.867783,133.3492543,Within_Range,,0.388324,12.53719196,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
17,COMPASS: Synoptic,CB,GCW,WC,B,10,GCW_202308_WC_LysB_10cm,2023,8,15,NA,NA,0.030935,2.208585891,Within_Range,,1.172543,83.71300877,Within_Range,,0.219693,7.092874285,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
18,COMPASS: Synoptic,CB,GCW,WC,B,20,GCW_202308_WC_LysB_20cm,2023,8,15,NA,NA,0.018502,1.320939265,bdl,,0.646201,46.13513533,Within_Range,,0.124631,4.023760498,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
19,COMPASS: Synoptic,CB,GCW,WC,B,45,GCW_202308_WC_LysB_45cm,2023,8,15,NA,NA,0.024874,1.775864408,bdl,,1.821711,130.0599713,Within_Range,,0.391272,12.63236929,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
20,COMPASS: Synoptic,CB,GCW,WC,C,10,GCW_202308_WC_LysC_10cm,2023,8,15,NA,NA,0.031573,2.254135521,Within_Range,,0.352247,25.14846466,Within_Range,,0.198779,6.417657629,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
21,COMPASS: Synoptic,CB,GCW,WC,C,20,GCW_202308_WC_LysC_20cm,2023,8,15,NA,NA,0.018942,1.352352803,bdl,,0.253881,18.12568271,Within_Range,,0.120684,3.896330062,Within_Range,,1/22/2024,"NH3 peCheck is out of range, but other run metrics are good,
  so we are accepting this run.",
