"","Analysis_No","Site","Date","Zone","Replicate","Depth","RHZ","RHZ_Rep","Sample_ID","SO4_ppm","Cl_ppm","SO4_mM","Cl_mM","salinity"
"30","125","MSM","202308","WC","RHZ","Collar","3","125","125_MSM_202308_WC_RHZ_Collar_3",1093.1433,9760.7637,34.0967966313163,275.338891396333,17.6377260059
"31","126","MSM","202308","WC","RHZ","Collar","4","126","126_MSM_202308_WC_RHZ_Collar_4",938.2101,9959.6114,29.2641952588896,280.948135401975,17.9970437998
"32","127","MSM","202308","WC","RHZ","Collar","5","127","127_MSM_202308_WC_RHZ_Collar_5",909.6604,10019.3293,28.3736868371803,282.632702397743,18.1049540451
"33","128","MSM","202308","WC","RHZ","LysB","128","MSM","128_MSM_202308_WC_RHZ_LysB",1190.3772,10398.4095,37.1296693699314,293.326078984485,18.7899519665
"34","129","MSM","202308","WC","RHZ","LysA","129","MSM","129_MSM_202308_WC_RHZ_LysA",1157.9589,9769.3138,36.1184934497817,275.580078984485,17.6531760366
"35","13","MSM","202308","TR","LysB","45cm","13","MSM","13_MSM_202308_TR_LysB_45cm",539.2446,4786.6341,16.8198565190268,135.024939351199,8.6494738187
"36","130","MSM","202308","WC","RHZ","LysC","130","MSM","130_MSM_202308_WC_RHZ_LysC",830.9295,9806.2381,25.9179507174049,276.621667136812,17.7198982467
"37","14","MSM","202308","TR","LysC","10cm","14","MSM","14_MSM_202308_TR_LysC_10cm",536.4569,5930.9298,16.732903930131,167.304084626234,10.7172161486
"38","15","MSM","202308","TR","LysC","20cm","15","MSM","15_MSM_202308_TR_LysC_20cm",372.9395,5830.0554,11.6325483468497,164.458544428773,10.5349361078
"39","16","MSM","202308","TR","LysC","45cm","16","MSM","16_MSM_202308_TR_LysC_45cm",327.8583,4443.9228,10.2263973799127,125.357483779972,8.0301944996
"40","17","MSM","202308","WC","LysA","10cm","17","MSM","17_MSM_202308_WC_LysA_10cm",1138.225,9598.2625,35.5029631940112,270.754936530324,17.3440863375
"41","18","MSM","202308","WC","LysA","20cm","18","MSM","18_MSM_202308_WC_LysA_20cm",1051.0458,9457.3113,32.783711790393,266.778880112835,17.0893875191
"42","19","MSM","202308","WC","LysA","45cm","19","MSM","19_MSM_202308_WC_LysA_45cm",22.1616,8250.225,0.691253898939488,232.728490832158,14.908182575
"43","2","MSM","202308","UP","LysA","45cm","2","MSM","2_MSM_202308_UP_LysA_45cm",138.55,2096.2117,4.32158452900811,59.1315007052186,3.7878805419
"44","20","MSM","202308","WC","LysB","10cm","20","MSM","20_MSM_202308_WC_LysB_10cm",801.5951,9723.4972,25.0029663131628,274.287650211566,17.5703854404
"45","21","MSM","202308","WC","LysB","20cm","21","MSM","21_MSM_202308_WC_LysB_20cm",736.3388,9223.3107,22.9675233936369,260.178016925247,16.6665484349
"46","22","MSM","202308","WC","LysC","10cm","22","MSM","22_MSM_202308_WC_LysC_10cm",616.4442,9301.5234,19.2278290704928,262.384299012694,16.8078787838
"47","23","MSM","202308","WC","LysC","20cm","23","MSM","23_MSM_202308_WC_LysC_20cm",530.3495,8538.3834,16.5424048658765,240.857077574048,15.4288848038
"48","24","MSM","202308","WC","LysC","45cm","24","MSM","24_MSM_202308_WC_LysC_45cm",49.5973,7246.0132,1.54701497192764,204.400936530324,13.0935718524
"49","25","MSM","202308","SW","A","25","MSM","202308","25_MSM_202308_SW_A",1238.6004,9113.4271,38.6338240798503,257.078338504937,16.4679887697
"50","26","MSM","202308","SW","B","26","MSM","202308","26_MSM_202308_SW_B",1292.9228,9485.2843,40.3282220835933,267.567963328632,17.1399347301
"51","27","MSM","202308","SW","C","27","MSM","202308","27_MSM_202308_SW_C",1312.4254,9646.1423,40.9365377417342,272.105565585331,17.4306051361
"52","28","GCW","202308","UP","LysA","20cm","28","GCW","28_GCW_202308_UP_LysA_20cm",7.5725,0.597,0.236197754210855,0.0168406205923836,0.001104779
"53","29","GCW","202308","UP","LysB","20cm","29","GCW","29_GCW_202308_UP_LysB_20cm",9.6062,0.2541,0.299631940112289,0.00716784203102962,0.0004851587
"54","3","MSM","202308","UP","LysB","10cm","3","MSM","3_MSM_202308_UP_LysB_10cm",58.4528,490.8198,1.82323144104803,13.8454104372355,0.8869373786
"55","30","GCW","202308","TR","LysA","20cm","30","GCW","30_GCW_202308_TR_LysA_20cm",6.2202,1.5851,0.194017467248908,0.0447136812411848,0.0028902757
"56","31","GCW","202308","TR","LysA","45cm","31","GCW","31_GCW_202308_TR_LysA_45cm",16.4155,1.9038,0.512024329382408,0.053703808180536,0.0034661666
"57","32","GCW","202308","TR","LysB","10cm","32","GCW","32_GCW_202308_TR_LysB_10cm",31.64,92.6384,0.986899563318777,2.61321297602257,0.1674235888
"58","33","GCW","202308","TR","LysB","20cm","33","GCW","33_GCW_202308_TR_LysB_20cm",6.8772,3.9627,0.21451029320025,0.111782792665726,0.0071865989
"59","34","GCW","202308","TR","LysB","45cm","34","GCW","34_GCW_202308_TR_LysB_45cm",7.9258,2.2173,0.247217716781036,0.0625472496473907,0.0040326611
"60","35","GCW","202308","TR","LysC","10cm","35","GCW","35_GCW_202308_TR_LysC_10cm",18.5077,5.0972,0.577283218964442,0.143785613540197,0.0092366404
"61","36","GCW","202308","TR","LysC","20cm","36","GCW","36_GCW_202308_TR_LysC_20cm",12.9278,62.6609,0.403237679351216,1.76758533145275,0.1132542463
"62","37","GCW","202308","TR","LysC","45cm","37","GCW","37_GCW_202308_TR_LysC_45cm",16.8171,3.4387,0.52455084217093,0.0970014104372355,0.0062397309
"63","38","GCW","202308","WC","LysA","10cm","38","GCW","38_GCW_202308_WC_LysA_10cm",280.5117,6454.5468,8.74958515283843,182.074662905501,11.6633920676
"64","39","GCW","202308","WC","LysA","20cm","39","GCW","39_GCW_202308_WC_LysA_20cm",301.9826,6111.7949,9.41929507174049,172.406062059238,11.0440393843
"65","4","MSM","202308","UP","LysB","45cm","4","MSM","4_MSM_202308_UP_LysB_45cm",152.7034,1532.7686,4.76305053025577,43.2374781382228,2.7697388602
"66","40","GCW","202308","WC","LysA","45cm","40","GCW","40_GCW_202308_WC_LysA_45cm",248.7117,5355.677,7.75769494697442,151.076925246827,9.677734339
"67","41","GCW","202308","WC","LysB","10cm","41","GCW","41_GCW_202308_WC_LysB_10cm",44.5147,5774.5799,1.3884809731753,162.893650211566,10.4346918793
"68","42","GCW","202308","WC","LysB","20cm","42","GCW","42_GCW_202308_WC_LysB_20cm",174.3873,5727.1482,5.43940424204616,161.555661495063,10.3489827974
"69","43","GCW","202308","WC","LysB","45cm","43","GCW","43_GCW_202308_WC_LysB_45cm",285.0832,5115.8808,8.89217716781035,144.312575458392,9.2444226056
"70","44","GCW","202308","WC","LysC","10cm","44","GCW","44_GCW_202308_WC_LysC_10cm",364.7391,5789.5632,11.3767654398004,163.316310296192,10.4617667024
"71","45","GCW","202308","WC","LysC","20cm","45","GCW","45_GCW_202308_WC_LysC_20cm",515.7861,5919.9396,16.0881503431067,166.994064880113,10.6973568572
"72","46","GCW","202308","WC","LysC","45cm","46","GCW","46_GCW_202308_WC_LysC_45cm",481.9739,5345.4713,15.0334965689333,150.789035260931,9.6592926391
"73","47","GCW","202308","SW","A","47","GCW","202308","47_GCW_202308_SW_A",853.4492,6217.2702,26.6203742981909,175.38138787024,11.2346332514
"74","48","GCW","202308","SW","B","48","GCW","202308","48_GCW_202308_SW_B",904.4817,6182.7733,28.2121553337492,174.408273624824,11.1722973531
"75","49","GCW","202308","SW","C","49","GCW","202308","49_GCW_202308_SW_C",853.8607,6231.3067,26.6332096069869,175.777339915374,11.2599972069
"76","5","MSM","202308","UP","LysC","10cm","5","MSM","5_MSM_202308_UP_LysC_10cm",81.9546,565.0347,2.55628820960699,15.9389196050776,1.0210437029
"77","50","SWH","202308","UPCON","LysA","10cm","50","SWH","50_SWH_202308_UPCON_LysA_10cm",17.779,3.5539,0.55455396132252,0.100251057827927,0.0064478973
"78","51","SWH","202308","UPCON","LysA","20cm","51","SWH","51_SWH_202308_UPCON_LysA_20cm",27.645,4.2612,0.862289457267623,0.120203102961918,0.0077259884
"79","52","SWH","202308","UPCON","LysA","45cm","52","SWH","52_SWH_202308_UPCON_LysA_45cm",23.2857,6.9209,0.726316281971304,0.195229901269393,0.0125320663
"80","53","SWH","202308","UPCON","LysB","10cm","53","SWH","53_SWH_202308_UPCON_LysB_10cm",20.6461,7.3711,0.64398315658141,0.207929478138223,0.0133455777
"81","54","SWH","202308","UPCON","LysB","20cm","54","SWH","54_SWH_202308_UPCON_LysB_20cm",24.6067,62.8251,0.76752027448534,1.77221720733427,0.1135509557
"82","55","SWH","202308","UPCON","LysB","45cm","55","SWH","55_SWH_202308_UPCON_LysB_45cm",12.3395,58.889,0.384887710542732,1.66118476727786,0.106438423
"83","56","SWH","202308","UPCON","LysC","10cm","56","SWH","56_SWH_202308_UPCON_LysC_10cm",28.2645,67.7265,0.881612601372427,1.91047954866008,0.1224077855
"84","57","SWH","202308","UPCON","LysC","20cm","57","SWH","57_SWH_202308_UPCON_LysC_20cm",24.783,72.6981,0.773019338739863,2.0507221438646,0.1313914667
"85","58","SWH","202308","UPCON","LysC","45cm","58","SWH","58_SWH_202308_UPCON_LysC_45cm",5.4538,64.4905,0.170112289457268,1.81919605077574,0.1165603335
"86","59","SWH","202308","UP","LysA","10cm","59","SWH","59_SWH_202308_UP_LysA_10cm",30.9303,199.46,0.964762944479102,5.62651622002821,0.36045022
"87","6","MSM","202308","UP","LysC","20cm","6","MSM","6_MSM_202308_UP_LysC_20cm",135.216,1079.1902,4.21759201497193,30.4426008462623,1.9501226914
"88","60","SWH","202308","UP","LysA","20cm","60","SWH","60_SWH_202308_UP_LysA_20cm",10.7865,168.4313,0.336447286338116,4.75123554301834,0.3043813591
"89","61","SWH","202308","UP","LysA","45cm","61","SWH","61_SWH_202308_UP_LysA_45cm",4.9217,151.9266,0.153515283842795,4.285658674189,0.2745573662
"90","62","SWH","202308","UP","LysB","10cm","62","SWH","62_SWH_202308_UP_LysB_10cm",15.1707,194.9326,0.473197130380536,5.49880394922426,0.3522692082
"91","63","SWH","202308","UP","LysB","20cm","63","SWH","63_SWH_202308_UP_LysB_20cm",5.7644,152.2615,0.179800374298191,4.29510578279267,0.2751625305
"92","64","SWH","202308","UP","LysB","45cm","64","SWH","64_SWH_202308_UP_LysB_45cm",4.7258,108.202,0.147404865876482,3.05224259520451,0.195547014
"93","65","SWH","202308","UP","LysC","10cm","65","SWH","65_SWH_202308_UP_LysC_10cm",136.9328,103.0413,4.27114160948222,2.90666572637518,0.1862216291
"94","66","SWH","202308","UP","LysC","20cm","66","SWH","66_SWH_202308_UP_LysC_20cm",131.0819,90.8086,4.08864316905802,2.56159661495063,0.1641171402
"95","67","SWH","202308","UP","LysC","45cm","67","SWH","67_SWH_202308_UP_LysC_45cm",22.4751,115.9496,0.701032439176544,3.27079266572638,0.2095469272
"96","68","SWH","202308","TR","LysA","10cm","68","SWH","68_SWH_202308_TR_LysA_10cm",67.221,1385.8931,2.09672489082969,39.0943046544429,2.5043348317
"97","69","SWH","202308","TR","LysA","20cm","69","SWH","69_SWH_202308_TR_LysA_20cm",24.3014,1140.4228,0.757997504678727,32.1698956276446,2.0607699996
"98","7","MSM","202308","UP","LysC","45cm","7","MSM","7_MSM_202308_UP_LysC_45cm",144.8163,1891.7621,4.51703992514036,53.3642341325811,3.4184401147
"99","70","SWH","202308","TR","LysA","45cm","70","SWH","70_SWH_202308_TR_LysA_45cm",0.5588,851.7228,0.0174298190892077,24.0260310296192,1.5390890996
"100","71","SWH","202308","TR","LysB","10cm","71","SWH","71_SWH_202308_TR_LysB_10cm",153.5284,1556.3624,4.7887835308796,43.9030296191819,2.8123728568
"101","72","SWH","202308","TR","LysB","20cm","72","SWH","72_SWH_202308_TR_LysB_20cm",37.9941,1233.1688,1.18509357454772,34.786143864598,2.2283620216
"102","73","SWH","202308","TR","LysB","45cm","73","SWH","73_SWH_202308_TR_LysB_45cm",0.7001,873.9571,0.0218371802869619,24.6532327221439,1.5792664797
"103","74","SWH","202308","TR","LysC","10cm","74","SWH","74_SWH_202308_TR_LysC_10cm",125.8915,1505.8672,3.92674672489083,42.4786234132581,2.7211280304
"104","75","SWH","202308","TR","LysC","20cm","75","SWH","75_SWH_202308_TR_LysC_20cm",76.4887,1341.2704,2.38579850280724,37.8355543018336,2.4237016128
"105","76","SWH","202308","TR","LysC","45cm","76","SWH","76_SWH_202308_TR_LysC_45cm",2.0707,881.3172,0.0645882719900187,24.8608519040903,1.5925661804
"106","77","SWH","202308","WC","LysA","10cm","77","SWH","77_SWH_202308_WC_LysA_10cm",0,1252.1351,0,35.3211593794076,2.2626341257
"107","78","SWH","202308","WC","LysC","20cm","78","SWH","78_SWH_202308_WC_LysC_20cm",0,1049.6264,0,29.6086431593794,1.8967009048
"108","79","SWH","202308","WC","LysA","45cm","79","SWH","79_SWH_202308_WC_LysA_45cm",0.5745,1001.2921,0.0179195258889582,28.2451932299013,1.8093608247
"109","8","MSM","202308","TR","LysA","10cm","8","MSM","8_MSM_202308_TR_LysA_10cm",538.6268,4899.026,16.8005864004991,138.195373765867,8.852565982
"110","80","SWH","202308","WC","LysB","10cm","80","SWH","80_SWH_202308_WC_LysB_10cm",0,1523.735,0,42.9826516220028,2.753415145
"111","81","SWH","202308","WC","LysB","20cm","81","SWH","81_SWH_202308_WC_LysB_20cm",0,1137.905,0,32.0988716502116,2.056220335
"112","82","SWH","202308","WC","LysB","45cm","82","SWH","82_SWH_202308_WC_LysB_45cm",0,966.9851,0,27.2774358251058,1.7473680757
"113","83","SWH","202308","WC","LysC","10cm","83","SWH","83_SWH_202308_WC_LysC_10cm",43.1141,1615.3209,1.34479413599501,45.5661748942172,2.9189108663
"114","84","SWH","202308","WC","LysC","20cm","84","SWH","84_SWH_202308_WC_LysC_20cm",0,1090.0557,0,30.7491029619182,1.9697566499
"115","85","SWH","202308","WC","LysC","45cm","85","SWH","85_SWH_202308_WC_LysC_45cm",0,963.7434,0,27.1859915373766,1.7415103238
"116","86","SWH","202308","SW","A","86","SWH","202308","86_SWH_202308_SW_A",375.1638,2738.9131,11.7019276356831,77.2613004231312,4.9492419717
"117","87","SWH","202308","SW","B","87","SWH","202308","87_SWH_202308_SW_B",373.5574,2728.1958,11.651821584529,76.9589788434415,4.9298758106
"118","88","SWH","202308","SW","C","88","SWH","202308","88_SWH_202308_SW_C",373.4708,2733.5514,11.6491203992514,77.1100535966149,4.9395533798
"119","89","GWI","202308","UP","LysA","20cm","89","GWI","89_GWI_202308_UP_LysA_20cm",720.3238,5327.2995,22.4679912663755,150.276431593794,9.6264561965
"120","9","MSM","202308","TR","LysA","20cm","9","MSM","9_MSM_202308_TR_LysA_20cm",560.6621,4627.0926,17.4879008109794,130.524473906911,8.3611823282
"121","90","GWI","202308","UP","LysA","45cm","90","GWI","90_GWI_202308_UP_LysA_45cm",603.085,4866.6646,18.811135371179,137.282499294781,8.7940889322
"122","91","GWI","202308","UP","LysB","10cm","91","GWI","91_GWI_202308_UP_LysB_10cm",307.8231,2528.6263,9.60146912039925,71.3293737658674,4.5692537241
"123","92","GWI","202308","UP","LysB","20cm","92","GWI","92_GWI_202308_UP_LysB_20cm",417.3385,3205.2919,13.0174204616344,90.4172609308886,5.7919884633
"124","93","GWI","202308","UP","LysC","10cm","93","GWI","93_GWI_202308_UP_LysC_10cm",718.4591,5322.6621,22.4098284466625,150.145616361072,9.6180764147
"125","94","GWI","202308","UP","LysC","20cm","94","GWI","94_GWI_202308_UP_LysC_20cm",457.4127,3807.7026,14.2673955084217,107.410510578279,6.8805445982
"126","95","GWI","202308","TR","LysA","10cm","95","GWI","95_GWI_202308_TR_LysA_10cm",543.482,8172.1218,16.952027448534,230.525297602257,14.7670500926
"127","96","GWI","202308","TR","LysA","20cm","96","GWI","96_GWI_202308_TR_LysA_20cm",768.2647,9769.0086,23.9633406113537,275.571469675599,17.6526245402
"128","97","GWI","202308","TR","LysA","45cm","97","GWI","97_GWI_202308_TR_LysA_45cm",832.7813,9120.6689,25.9757111665627,257.282620592384,16.4810747023
"129","98","GWI","202308","TR","LysB","10cm","98","GWI","98_GWI_202308_TR_LysB_10cm",1006.7959,7741.7928,31.4034903306301,218.386256699577,13.9894455896
"130","99","GWI","202308","TR","LysB","20cm","99","GWI","99_GWI_202308_TR_LysB_20cm",463.7718,9057.6019,14.4657454772302,255.503579689704,16.3671126333
