,1,2,3,4,5,6,7,8,9,10,11,12
A,0.048,0.054,0.048,0.063,0.059,0.063,0.046,0.045,0.045,0.046,0.045,0.045
B,0.141,0.114,0.129,0.122,0.141,0.134,0.046,0.044,0.045,0.045,0.044,0.045
C,0.237,0.206,0.198,0.203,0.217,0.223,0.045,0.045,0.046,0.045,0.045,0.046
D,0.468,0.506,0.459,0.563,0.52,0.522,0.045,0.045,0.045,0.045,0.045,0.045
E,0.872,0.75,0.814,0.724,0.891,0.895,0.749,0.741,0.63,0.046,0.045,0.045
F,1.489,1.442,1.324,1.144,1.211,1.367,0.733,0.709,0.794,0.045,0.045,0.045
G,1.519,1.162,1.271,1.368,1.215,1.305,0.989,1.079,1.006,0.045,0.045,0.045
H,1.448,1.168,1.257,1.298,1.365,1.06,1.293,1.524,1.377,0.045,0.045,0.046
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,Std 0,Std 0,Std 0,,,,,,
B,,,,Std 1,Std 1,Std 1,,,,,,
C,,,,Std 2,Std 2,Std 2,,,,,,
D,,,,Std 3,Std 3,Std 3,,,,,,
E,,,,Std 4,Std 4,Std 4,SWH_WC_A_10,SWH_WC_A_10,SWH_WC_A_10,,,
F,,,,Std 5,Std 5,Std 5,SWH_WC_A_10 dup,SWH_WC_A_10 dup,SWH_WC_A_10 dup,,,
G,,,,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,SWH_WC_C_10,SWH_WC_C_10,SWH_WC_C_10,,,
H,,,,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,SWH_WC_C_10 spk,SWH_WC_C_10 spk,SWH_WC_C_10 spk,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,1,1,1,,,,,,
B,,,,1,1,1,,,,,,
C,,,,1,1,1,,,,,,
D,,,,1,1,1,,,,,,
E,,,,1,1,1,5,5,5,,,
F,,,,1,1,1,5,5,5,,,
G,,,,1,1,1,10,10,10,,,
H,,,,1,1,1,10,10,10,,,
