,1,2,3,4,5,6,7,8,9,10,11,12
A,0.056,0.057,0.059,0.109,0.11,0.114,2.387,2.627,2.489,0.073,0.071,0.07
B,0.156,0.194,0.133,0.06,0.059,0.059,0.057,0.054,0.055,0.45,0.451,0.402
C,0.268,0.255,0.26,0.335,0.275,0.269,2.42,2.471,2.521,0.468,0.453,0.422
D,0.375,0.407,0.415,0.079,0.075,0.078,0.479,0.443,0.461,0.145,0.136,0.169
E,0.746,0.821,0.847,2.623,2.512,2.211,0.978,1.018,0.889,0.999,0.873,1.172
F,1.117,1.241,1.138,0.057,0.324,0.056,0.06,0.054,0.054,0.054,0.055,0.053
G,1.195,1.277,1.198,2.441,2.484,2.43,0.056,0.058,0.054,0.475,0.533,0.483
H,1.272,1.145,1.192,0.968,0.83,0.887,0.056,0.054,0.056,0.793,0.825,0.737
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,32,32,32,41,41,41,46,46,46
B,Std 1,Std 1,Std 1,33,33,33,ChkStd 0,ChkStd 0,ChkStd 0,8,8,8
C,Std 2,Std 2,Std 2,34,34,34,Dup 41,Dup 41,Dup 41,9,9,9
D,Std 3,Std 3,Std 3,35,35,35,ChkStd 3,ChkStd 3,ChkStd 3,Spike 32,Spike 32,Spike 32
E,Std 4,Std 4,Std 4,36,36,36,42,42,42,Spike 42,Spike 42,Spike 42
F,Std 5,Std 5,Std 5,38,,38,43,43,43,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,39,39,39,44,44,44,Dup 9,Dup 9,Dup 9
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,40,40,40,45,45,45,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,100,100,100
C,1,1,1,1,1,1,1,1,1,100,100,100
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,25,25,25,25,25,25
F,1,1,1,25,,25,25,25,25,1,1,1
G,1,1,1,1,1,1,1,1,1,100,100,100
H,1,1,1,25,25,25,1,1,1,1,1,1
