,1,2,3,4,5,6,7,8,9,10,11,12
A,0.055,0.056,0.056,0.228,0.236,0.299,0.072,0.073,0.068,0.101,0.101,0.099
B,0.123,0.12,0.139,0.175,0.165,0.186,0.056,0.057,0.055,1.191,0.993,0.934
C,0.214,0.235,0.242,0.281,0.251,0.238,0.068,0.077,0.073,0.091,0.088,0.088
D,0.431,0.452,0.468,0.063,0.056,0.062,0.365,0.409,0.343,0.297,0.298,0.358
E,0.672,0.677,0.768,0.058,0.056,0.059,0.109,0.102,0.104,0.144,0.184,0.144
F,1.407,1.132,1.236,0.068,0.054,0.062,0.059,0.062,0.061,0.055,0.054,0.054
G,1.204,1.177,1.104,0.058,0.062,0.057,0.071,0.068,0.087,0.09,0.089,0.089
H,1.3,1.323,1.26,0.057,0.07,0.062,0.427,0.382,0.373,0.717,0.817,0.776
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,79,79,79,87,87,87,93,93,93
B,Std 1,Std 1,Std 1,80,80,80,ChkStd 0,ChkStd 0,ChkStd 0,94,94,94
C,Std 2,Std 2,Std 2,81,81,81,Dup 87,Dup 87,Dup 87,96,96,96
D,Std 3,Std 3,Std 3,82,82,82,ChkStd 3,ChkStd 3,ChkStd 3,Spike 79,Spike 79,Spike 79
E,Std 4,Std 4,Std 4,83,83,83,88,88,88,Spike 88,Spike 88,Spike 88
F,Std 5,Std 5,Std 5,84,84,84,89,89,89,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,85,85,85,90,90,90,Dup 96,Dup 96,Dup 96
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,86,86,86,91,91,91,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
