,1,2,3,4,5,6,7,8,9,10,11,12
A,0.056,0.057,0.059,0.767,0.654,0.732,0.364,0.342,0.303,0.044,0.044,0.044
B,0.156,0.194,0.133,0.433,0.409,0.46,0.061,0.055,0.059,0.044,0.044,0.046
C,0.268,0.255,0.26,0.557,0.537,0.527,0.361,0.364,0.329,0.044,0.044,0.046
D,0.375,0.407,0.415,0.705,0.681,0.662,0.356,0.491,0.451,0.783,0.804,0.911
E,0.746,0.821,0.847,0.289,0.277,0.304,0.092,0.093,0.104,0.142,0.123,0.124
F,1.117,1.241,1.138,0.506,0.536,0.457,0.075,0.078,0.079,0.055,0.053,0.052
G,1.195,1.277,1.198,0.197,0.198,0.188,0.044,0.044,0.044,0.044,0.045,0.044
H,1.272,1.145,1.192,0.276,0.299,0.315,0.044,0.045,0.046,0.68,0.823,0.735
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,10,10,10,41,41,41,,,
B,Std 1,Std 1,Std 1,11,11,11,ChkStd 0,ChkStd 0,ChkStd 0,,,
C,Std 2,Std 2,Std 2,12,12,12,Dup 41,Dup 41,Dup 41,,,
D,Std 3,Std 3,Std 3,13,13,13,ChkStd 3,ChkStd 3,ChkStd 3,Spike 10,Spike 10,Spike 10
E,Std 4,Std 4,Std 4,14,14,14,38,38,38,Spike 38,Spike 38,Spike 38
F,Std 5,Std 5,Std 5,16,16,16,43,43,43,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,36,36,36,,,,,,
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,39,39,39,,,,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,100,100,100,100,100,100,,,
B,1,1,1,100,100,100,1,1,1,,,
C,1,1,1,100,100,100,100,100,100,,,
D,1,1,1,100,100,100,1,1,1,100,100,100
E,1,1,1,100,100,100,1,1,1,1,1,1
F,1,1,1,100,100,100,1,1,1,1,1,1
G,1,1,1,100,100,100,,,,,,
H,1,1,1,100,100,100,,,,1,1,1
