,1,2,3,4,5,6,7,8,9,10,11,12
A,0.064,0.06,0.058,1.276,1.279,1.18,0.071,0.076,0.075,0.115,0.081,0.083
B,0.131,0.15,0.146,1.749,1.754,1.499,0.063,0.064,0.062,0.131,0.122,0.131
C,0.238,0.298,0.242,0.65,0.623,0.597,0.071,0.072,0.066,0.081,0.081,0.083
D,0.367,0.476,0.429,0.767,0.697,0.625,0.472,0.459,0.445,1.366,1.242,1.315
E,0.643,0.834,0.727,0.894,0.895,0.858,0.067,0.067,0.068,0.26,0.361,0.343
F,1.177,1.157,1.269,0.059,0.061,0.062,0.073,0.078,0.072,0.06,0.063,0.059
G,1.188,1.327,1.187,0.064,0.063,0.063,0.075,0.076,0.104,0.08,0.087,0.083
H,1.179,1.226,1.139,0.061,0.061,0.062,0.128,0.094,0.096,0.7,0.709,0.71
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,17,17,17,25,25,25,30,30,30
B,Std 1,Std 1,Std 1,18,18,18,ChkStd 0,ChkStd 0,ChkStd 0,31,31,31
C,Std 2,Std 2,Std 2,19,19,19,25 Dup,25 Dup,25 Dup,32,32,32
D,Std 3,Std 3,Std 3,20,20,20,ChkStd 3,ChkStd 3,ChkStd 3,17 Spike,17 Spike,17 Spike
E,Std 4,Std 4,Std 4,21,21,21,26,26,26,26 Spike,26 Spike,26 Spike
F,Std 5,Std 5,Std 5,22,22,22,27,27,27,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,23,23,23,28,28,28,32 Dup,32 Dup,32 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,24,24,24,29,29,29,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,25,25,25,1,1,1,1,1,1
B,1,1,1,25,25,25,1,1,1,1,1,1
C,1,1,1,25,25,25,1,1,1,1,1,1
D,1,1,1,25,25,25,1,1,1,25,25,25
E,1,1,1,25,25,25,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
