,1,2,3,4,5,6,7,8,9,10,11,12
A,0.057,0.056,0.056,0.072,0.07,0.072,0.045,0.046,0.044,0.353,0.347,0.373
B,0.114,0.109,0.164,0.147,0.186,0.169,0.062,0.059,0.055,0.548,0.51,0.579
C,0.321,0.263,0.284,0.089,0.088,0.088,0.092,0.09,0.092,0.045,0.045,0.047
D,0.701,0.544,0.407,0.089,0.099,0.089,0.439,0.429,0.434,0.127,0.12,0.125
E,0.888,0.693,0.717,0.058,0.061,0.057,0.044,0.044,0.045,0.044,0.044,0.045
F,1.346,1.206,1.114,0.058,0.06,0.061,0.044,0.044,0.044,0.054,0.055,0.055
G,1.18,1.128,1.078,0.059,0.054,0.059,0.045,0.044,0.044,0.045,0.045,0.044
H,1.195,1.195,1.073,0.045,0.044,0.044,0.045,0.044,0.046,0.751,0.786,0.686
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,33,33,33,,,,,,
B,Std 1,Std 1,Std 1,34,34,34,ChkStd 0,ChkStd 0,ChkStd 0,,,
C,Std 2,Std 2,Std 2,35,35,35,Dup 35,Dup 35,Dup 35,,,
D,Std 3,Std 3,Std 3,36,36,36,ChkStd 3,ChkStd 3,ChkStd 3,Spike 33,Spike 33,Spike 33
E,Std 4,Std 4,Std 4,37,37,37,,,,,,
F,Std 5,Std 5,Std 5,38,38,38,,,,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,39,39,39,,,,,,
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,,,,,,,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,,,,,,
B,1,1,1,1,1,1,1,1,1,,,
C,1,1,1,1,1,1,1,1,1,,,
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,,,,,,
F,1,1,1,1,1,1,,,,1,1,1
G,1,1,1,1,1,1,,,,,,
H,1,1,1,,,,,,,1,1,1
