"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.845,"35",25,"Ok",1928.18227416516,1928.18227416516,"Within_Range"
"2","A05",0.755,"35",25,"Ok",1699.89337542927,1699.89337542927,"Within_Range"
"3","A06",0.787,"35",25,"Ok",1781.06276164647,1781.06276164647,"Within_Range"
"4","A07",0.059,"43",1,"Ok",-2.62163099179828,0,"bdl"
"5","A08",0.063,"43",1,"Ok",-2.21578406071225,0,"bdl"
"6","A09",0.064,"43",1,"Ok",-2.11432232794074,0,"bdl"
"7","A10",0.085,"48",1,"Ok",0.0163740602609078,0.0163740602609078,"Within_Range"
"8","A11",0.079,"48",1,"Ok",-0.592396336368136,0,"bdl"
"9","A12",0.079,"48",1,"Ok",-0.592396336368136,0,"bdl"
"10","B04",1.431,"36",25,"Dilute",3414.59665926774,3414.59665926774,"adl"
"11","B05",1.384,"36",25,"Dilute",3295.37912326122,3295.37912326122,"adl"
"12","B06",1.126,"36",25,"Dilute",2640.950946885,2640.950946885,"adl"
"13","B10",0.059,"49",1,"Ok",-2.62163099179828,0,"bdl"
"14","B11",0.06,"49",1,"Ok",-2.52016925902677,0,"bdl"
"15","B12",0.058,"49",1,"Ok",-2.72309272456979,0,"bdl"
"16","C04",0.056,"37",1,"Ok",-2.9260161901128,0,"bdl"
"17","C05",0.057,"37",1,"Ok",-2.82455445734129,0,"bdl"
"18","C06",0.055,"37",1,"Ok",-3.02747792288431,0,"bdl"
"19","C07",0.061,"43 Dup",1,"Ok",-2.41870752625526,0,"bdl"
"20","C08",0.06,"43 Dup",1,"Ok",-2.52016925902677,0,"bdl"
"21","C09",0.071,"43 Dup",1,"Ok",-1.40409019854019,0,"bdl"
"22","C10",0.197,"50",1,"Ok",11.3800881306697,11.3800881306697,"Within_Range"
"23","C11",0.208,"50",1,"Ok",12.4961671911563,12.4961671911563,"Within_Range"
"24","C12",0.214,"50",1,"Ok",13.1049375877853,13.1049375877853,"Within_Range"
"25","D04",0.057,"38",1,"Ok",-2.82455445734129,0,"bdl"
"26","D05",0.058,"38",1,"Ok",-2.72309272456979,0,"bdl"
"27","D06",0.056,"38",1,"Ok",-2.9260161901128,0,"bdl"
"28","D10",0.831,"35 Spike",25,"Ok",1892.67066769513,1892.67066769513,"Within_Range"
"29","D11",0.848,"35 Spike",25,"Ok",1935.79190412302,1935.79190412302,"Within_Range"
"30","D12",0.839,"35 Spike",25,"Ok",1912.96301424943,1912.96301424943,"Within_Range"
"31","E04",0.056,"39",1,"Ok",-2.9260161901128,0,"bdl"
"32","E05",0.056,"39",1,"Ok",-2.9260161901128,0,"bdl"
"33","E06",0.057,"39",1,"Ok",-2.82455445734129,0,"bdl"
"34","E07",0.061,"44",1,"Ok",-2.41870752625526,0,"bdl"
"35","E08",0.064,"44",1,"Ok",-2.11432232794074,0,"bdl"
"36","E09",0.064,"44",1,"Ok",-2.11432232794074,0,"bdl"
"37","E10",0.15,"44 Spike",1,"Ok",6.61138669040887,6.61138669040887,"Within_Range"
"38","E11",0.109,"44 Spike",1,"Ok",2.45145564677708,2.45145564677708,"Within_Range"
"39","E12",0.095,"44 Spike",1,"Ok",1.03099138797598,1.03099138797598,"Within_Range"
"40","F04",0.057,"40",1,"Ok",-2.82455445734129,0,"bdl"
"41","F05",0.056,"40",1,"Ok",-2.9260161901128,0,"bdl"
"42","F06",0.059,"40",1,"Ok",-2.62163099179828,0,"bdl"
"43","F07",0.061,"45",1,"Ok",-2.41870752625526,0,"bdl"
"44","F08",0.066,"45",1,"Ok",-1.91139886239773,0,"bdl"
"45","F09",0.059,"45",1,"Ok",-2.62163099179828,0,"bdl"
"46","G04",0.058,"41",1,"Ok",-2.72309272456979,0,"bdl"
"47","G05",0.059,"41",1,"Ok",-2.62163099179828,0,"bdl"
"48","G06",0.062,"41",1,"Ok",-2.31724579348376,0,"bdl"
"49","G07",0.06,"46",1,"Ok",-2.52016925902677,0,"bdl"
"50","G08",0.061,"46",1,"Ok",-2.41870752625526,0,"bdl"
"51","G09",0.064,"46",1,"Ok",-2.11432232794074,0,"bdl"
"52","G10",0.252,"50 Dup",1,"Ok",16.9604834331026,16.9604834331026,"Within_Range"
"53","G11",0.244,"50 Dup",1,"Ok",16.1487895709305,16.1487895709305,"Within_Range"
"54","G12",0.223,"50 Dup",1,"Ok",14.0180931827289,14.0180931827289,"Within_Range"
"55","H04",0.061,"42",1,"Ok",-2.41870752625526,0,"bdl"
"56","H05",0.059,"42",1,"Ok",-2.62163099179828,0,"bdl"
"57","H06",0.059,"42",1,"Ok",-2.62163099179828,0,"bdl"
"58","H07",0.072,"47",1,"Ok",-1.30262846576869,0,"bdl"
"59","H08",0.072,"47",1,"Ok",-1.30262846576869,0,"bdl"
"60","H09",0.095,"47",1,"Ok",1.03099138797598,1.03099138797598,"Within_Range"
