"","IDs","H2S_info"
"1","83","Within_Range"
"2","83","Within_Range"
"3","83","Within_Range"
"4","91","Within_Range"
"5","91","Within_Range"
"6","91","Within_Range"
"7","96","Within_Range"
"8","96","Within_Range"
"9","96","Within_Range"
"10","84","Within_Range"
"11","84","Within_Range"
"12","84","Within_Range"
"13","97","Within_Range"
"14","97","Within_Range"
"15","97","Within_Range"
"16","85","Within_Range"
"17","85","Within_Range"
"18","85","Within_Range"
"19","91 Dup","Within_Range"
"20","91 Dup","Within_Range"
"21","91 Dup","Within_Range"
"22","98","Within_Range"
"23","98","Within_Range"
"24","98","Within_Range"
"25","86","Within_Range"
"26","86","Within_Range"
"27","86","Within_Range"
"28","83 Spike","Within_Range"
"29","83 Spike","Within_Range"
"30","83 Spike","Within_Range"
"31","87","Within_Range"
"32","87","Within_Range"
"33","87","Within_Range"
"34","92","Within_Range"
"35","92","Within_Range"
"36","92","Within_Range"
"37","92 Spike","Within_Range"
"38","92 Spike","Within_Range"
"39","92 Spike","Within_Range"
"40","88","Within_Range"
"41","88","Within_Range"
"42","88","Within_Range"
"43","93","Within_Range"
"44","93","Within_Range"
"45","93","Within_Range"
"46","89","Within_Range"
"47","89","Within_Range"
"48","89","Within_Range"
"49","94","Within_Range"
"50","94","Within_Range"
"51","94","Within_Range"
"52","98 Dup","Within_Range"
"53","98 Dup","Within_Range"
"54","98 Dup","Within_Range"
"55","90","Within_Range"
"56","90","Within_Range"
"57","90","Within_Range"
"58","95","Within_Range"
"59","95","Within_Range"
"60","95","Within_Range"
