"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.125,"13",1,"Ok",4.30080956268658,4.30080956268658,"Within_Range"
"2","A05",0.128,"13",1,"Ok",4.60327377428221,4.60327377428221,"Within_Range"
"3","A06",0.113,"13",1,"Ok",3.09095271630406,3.09095271630406,"Within_Range"
"4","A07",0.061,"27",1,"Ok",-2.15176028468686,0,"bdl"
"5","A08",0.059,"27",1,"Ok",-2.35340309241728,0,"bdl"
"6","A09",0.056,"27",1,"Ok",-2.65586730401291,0,"bdl"
"7","A10",1.431,"32",25,"Dilute",3399.33907526627,3399.33907526627,"adl"
"8","A11",1.317,"32",25,"Dilute",3111.99807425042,3111.99807425042,"adl"
"9","A12",1.404,"32",25,"Dilute",3331.28462765725,3331.28462765725,"adl"
"10","B04",0.083,"17",1,"Ok",0.0663106003477584,0.0663106003477584,"Within_Range"
"11","B05",0.087,"17",1,"Ok",0.469596215808597,0.469596215808597,"Within_Range"
"12","B06",0.084,"17",1,"Ok",0.167132004212968,0.167132004212968,"Within_Range"
"13","B10",1.821,"33",25,"Dilute",4382.34776295207,4382.34776295207,"adl"
"14","B11",1.764,"33",25,"Dilute",4238.67726244414,4238.67726244414,"adl"
"15","B12",1.469,"33",25,"Dilute",3495.11940893822,3495.11940893822,"adl"
"16","C04",0.055,"21",1,"Ok",-2.75668870787812,0,"bdl"
"17","C05",0.058,"21",1,"Ok",-2.45422449628249,0,"bdl"
"18","C06",0.065,"21",1,"Ok",-1.74847466922602,0,"bdl"
"19","C07",0.058,"27 Dup",1,"Ok",-2.45422449628249,0,"bdl"
"20","C08",0.059,"27 Dup",1,"Ok",-2.35340309241728,0,"bdl"
"21","C09",0.057,"27 Dup",1,"Ok",-2.5550459001477,0,"bdl"
"22","C10",0.479,"34",25,"Ok",999.789663274273,999.789663274273,"Within_Range"
"23","C11",0.477,"34",25,"Ok",994.748593081012,994.748593081012,"Within_Range"
"24","C12",0.423,"34",25,"Ok",858.639697862979,858.639697862979,"Within_Range"
"25","D04",0.12,"22",1,"Ok",3.79670254336053,3.79670254336053,"Within_Range"
"26","D05",0.121,"22",1,"Ok",3.89752394722574,3.89752394722574,"Within_Range"
"27","D06",0.118,"22",1,"Ok",3.59505973563011,3.59505973563011,"Within_Range"
"28","D10",0.105,"13 Dup",1,"Ok",2.28438148538238,2.28438148538238,"Within_Range"
"29","D11",0.098,"13 Dup",1,"Ok",1.57863165832591,1.57863165832591,"Within_Range"
"30","D12",0.108,"13 Dup",1,"Ok",2.58684569697801,2.58684569697801,"Within_Range"
"31","E04",0.064,"23",1,"Ok",-1.84929607309123,0,"bdl"
"32","E05",0.064,"23",1,"Ok",-1.84929607309123,0,"bdl"
"33","E06",0.068,"23",1,"Ok",-1.44601045763039,0,"bdl"
"34","E07",1.101,"28",25,"Dilute",2567.56249337829,2567.56249337829,"adl"
"35","E08",1.052,"28",25,"Ok",2444.05627364341,2444.05627364341,"Within_Range"
"36","E09",1.007,"28",25,"Ok",2330.63219429504,2330.63219429504,"Within_Range"
"37","E10",1.164,"28 Dup",25,"Dilute",2726.35620446599,2726.35620446599,"adl"
"38","E11",1.047,"28 Dup",25,"Ok",2431.45359816025,2431.45359816025,"Within_Range"
"39","E12",1.075,"28 Dup",25,"Dilute",2502.0285808659,2502.0285808659,"adl"
"40","F04",0.063,"24",1,"Ok",-1.95011747695644,0,"bdl"
"41","F05",0.066,"24",1,"Ok",-1.64765326536081,0,"bdl"
"42","F06",0.064,"24",1,"Ok",-1.84929607309123,0,"bdl"
"43","F07",1.438,"29",25,"Dilute",3416.98282094268,3416.98282094268,"adl"
"44","F08",1.279,"29",25,"Dilute",3016.21774057847,3016.21774057847,"adl"
"45","F09",1.229,"29",25,"Dilute",2890.19098574696,2890.19098574696,"adl"
"46","G04",0.061,"25",1,"Ok",-2.15176028468686,0,"bdl"
"47","G05",0.06,"25",1,"Ok",-2.25258168855207,0,"bdl"
"48","G06",0.061,"25",1,"Ok",-2.15176028468686,0,"bdl"
"49","G07",1.816,"30",25,"Dilute",4369.74508746892,4369.74508746892,"adl"
"50","G08",1.911,"30",25,"Dilute",4609.19592164879,4609.19592164879,"adl"
"51","G09",1.592,"30",25,"Dilute",3805.14522582374,3805.14522582374,"adl"
"52","G10",0.492,"34 Dup",25,"Ok",1032.55661953047,1032.55661953047,"Within_Range"
"53","G11",0.458,"34 Dup",25,"Ok",946.858426245037,946.858426245037,"Within_Range"
"54","G12",0.444,"34 Dup",25,"Ok",911.570934892214,911.570934892214,"Within_Range"
"55","H04",0.06,"26",1,"Ok",-2.25258168855207,0,"bdl"
"56","H05",0.057,"26",1,"Ok",-2.5550459001477,0,"bdl"
"57","H06",0.058,"26",1,"Ok",-2.45422449628249,0,"bdl"
"58","H07",1.135,"31",25,"Dilute",2653.26068666372,2653.26068666372,"adl"
"59","H08",1.028,"31",25,"Ok",2383.56343132428,2383.56343132428,"Within_Range"
"60","H09",1.072,"31",25,"Dilute",2494.46697557601,2494.46697557601,"adl"
