"RepNumber","Month","Site","Zone","Replicate","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","soilp_c","soilp_m","soilp_t","qaqc_flag"
"1","Jul","GWI","UP","1","1-Jul-GWI-UP-1",2025-07-23 12:51:07.5,NA,NA,NA,NA,NA,353.664961291678,6.13825587640564,0.0538367152470728,3385.22444490418,1.89208801920846,4.48167155847768e-64,0.99601584045695,6.16600809770689,311.26940131819,0.998312666709076,4.09216218129008,353.938896737112,TRUE,6.1610072770177,0.060999042577148,6.07863618278395,2025-07-23 12:50:41,2025-07-23 12:51:34,0.01,0.057,33.9,NA
"1","Jul","GWI","UP","2","1-Jul-GWI-UP-2",2025-07-23 12:54:41.5,535.204701361783,9.05606349545446,1.23013159723508e-32,0.935581966678322,33.1146294444759,379.764836180845,8.1998231618723,0.0685539606710839,3381.10820188889,2.40932469709133,3.74618245709215e-65,0.996378538793618,7.85159857335031,323.180499936636,0.998820671227346,4.56930644689252,380.01608795024,TRUE,8.22227339365014,0.0727435949023184,8.37533075991102,2025-07-23 12:54:15,2025-07-23 12:55:08,0.00603389830508475,0.0363559322033898,33.8322033898305,NA
"1","Jul","GWI","UP","3","1-Jul-GWI-UP-3",2025-07-23 12:58:31.5,455.636014023713,2.85616086315977,2.92966626222738e-30,0.920513171304817,15.8509281494263,370.138049253445,3.5108357580528,0.062707701195884,3377.6925817064,2.20385827033322,3.75780126058553e-48,0.983681561133829,7.18201680002066,341.8150172063,0.99103147684596,5.42980519597956,370.228763588148,TRUE,3.52785424629314,0.0658815018174042,8.29963542808256,2025-07-23 12:58:05,2025-07-23 12:58:58,0.002,0.0116101694915254,33.1,NA
"1","Jul","GWI","UP","4","1-Jul-GWI-UP-4",2025-07-23 13:04:34.5,473.226678896893,2.59159574335879,3.03307559249741e-22,0.838630574590811,18.6548204812363,426.669409844721,2.82249089414353,0.10583939357808,3398.95595853967,3.71971892472141,5.30389435987685e-32,0.931862708995231,12.1219609120621,424.221578968638,0.939531632343821,11.6455831318897,426.782892779529,TRUE,2.78935874634881,0.104085486822731,12.7696754778069,2025-07-23 13:04:08,2025-07-23 13:05:01,0.003,0.00855932203389831,32.7559322033898,NA
"1","Jul","GWI","UP","5","1-Jul-GWI-UP-5",2025-07-23 13:08:46.5,NA,NA,NA,NA,NA,412.107040804715,1.58228263125091,0.092488659759662,3390.94647090248,3.25050821248644,5.23908003384604e-23,0.849134870389286,10.5928792722015,345.446266145589,0.959233796512524,5.61547361695448,413.43869715843,TRUE,1.48775270485823,0.084415606105679,9.69322260209372,2025-07-23 13:08:20,2025-07-23 13:09:13,0.002,0,32.3,NA
"1","Jul","SWH","SWAMP","1","1-Jul-SWH-SWAMP-1",2025-07-22 10:15:25.5,NA,NA,NA,NA,NA,649.56823351534,-0.572041165154276,0.833639276932404,3625.54682520674,29.298200697918,0.495636998974325,0.00897387443757301,95.4780860708476,646.477300836521,0.13092682414836,91.181345248368,654.665763585057,TRUE,0.20244776285533,0.382841015912312,34.4762035245353,2025-07-22 10:14:59,2025-07-22 10:15:52,0.02,0.615,24.8,"low r2, but also low flux - checked"
"1","Jul","SWH","SWAMP","2","1-Jul-SWH-SWAMP-2",2025-07-22 10:22:37.5,452.063786732475,10.6811628961375,6.75217534778134e-45,0.978232556663085,15.335215929721,457.987341659632,6.46431406383419,0.141443966235333,4049.63118000693,4.97103942309613,1.17118875666112e-43,0.975708879058348,16.1998115445252,313.455010859239,0.998448050051287,4.17581941633455,460.245486388474,TRUE,6.28475450572261,0.118898964610022,15.9145960925415,2025-07-22 10:22:11,2025-07-22 10:23:04,0.024,0.599,24.335593220339,NA
"1","Jul","SWH","SWAMP","3","1-Jul-SWH-SWAMP-3",2025-07-22 10:29:49.5,485.292966040937,9.81200437410991,1.34295704642177e-39,0.965206930922423,20.8599168715326,436.182674075967,6.99162274294198,0.115585275100224,4242.91965453356,4.06223732652297,7.15181976538776e-50,0.98598723988487,13.2381728523531,292.688178622704,0.999087357639445,3.44534871466785,437.140736249188,TRUE,6.89880222733914,0.109411694287172,13.5031033846933,2025-07-22 10:29:23,2025-07-22 10:30:16,0.025,0.622152542372881,24.0847457627119,NA
"1","Jul","SWH","SWAMP","4","1-Jul-SWH-SWAMP-4",2025-07-22 10:34:55,433.51914823868,13.7293949031906,1.45624925035541e-32,0.963564198017792,28.6171277812021,375.951258824356,11.2269709385145,0.173265316331083,4330.94178318585,5.1912170213427,1.63129599401847e-44,0.989862256582295,15.0949793676813,262.235128394598,0.99925892139433,4.17961533025032,376.149878819923,TRUE,11.161922901262,0.192848553250452,16.5676888545418,2025-07-22 10:34:33,2025-07-22 10:35:17,0.014,0.299,24.4,NA
"1","Jul","SWH","SWAMP","5","1-Jul-SWH-SWAMP-5",2025-07-22 10:43:22.5,579.48261902351,13.9024733878479,5.47794670511793e-32,0.931778152110849,49.8967505303303,400.995244147752,12.0127512533434,0.0834459430616274,4068.61647887864,2.9327024948284,2.52247580835876e-69,0.997497117401911,9.55720196296262,380.019274531938,0.998423944587518,7.73415613551019,404.116050624025,TRUE,11.8890417468742,0.0534281912164859,5.65663998831327,2025-07-22 10:42:56,2025-07-22 10:43:49,0.015,0.415,24.9,NA
"1","Jul","SWH","TR","1","1-Jul-SWH-TR-1",2025-07-21 16:43:31.80531,1805.4436941688,60.3544034339408,3.37996850626835e-54,0.886157667525217,700.7355122384,1476.85507008491,62.3853304921006,0.468265341297184,3837.21127204464,32.7844932721407,2.60163512186859e-124,0.993785094543571,163.726696052959,1445.74990449864,0.995444727603784,141.451530626233,1477.57000290998,TRUE,62.1238207233193,0.478690165908495,169.600843106427,2025-07-21 16:42:35,2025-07-21 16:44:28,0.025,0.442398305084746,28.3305084745763,NA
"1","Jul","SWH","TR","10","1-Jul-SWH-TR-10",2025-07-21 16:00:51.5,352.346398177412,6.9824472692319,8.93305084367211e-35,0.958300780435547,7.884796770013,416.416332344214,2.41674784791123,0.146644299505412,3491.69494430462,4.8158756003204,2.14807257488213e-21,0.849813013191577,14.9638274812135,345.830415670287,0.966210072233475,7.25039846443278,417.852103823203,TRUE,2.25437756475336,0.126258642297422,9.12002250615831,2025-07-21 16:00:27,2025-07-21 16:01:16,0.055,0.69,28.5,NA
"1","Jul","SWH","TR","2","1-Jul-SWH-TR-2",2025-07-21 16:57:51.5,367.240842590293,9.44547967483487,1.40551084636582e-26,0.951504074079143,22.6966797295327,279.079061500178,8.67905905016779,0.10327531704035,4149.26918730503,2.79702659605288,8.94983349063259e-45,0.994648187623357,7.53980547594917,250.580242676424,0.997625077524791,5.1603002102369,279.221551518788,TRUE,8.64718617670853,0.111367723387585,8.47546794831366,2025-07-21 16:57:32,2025-07-21 16:58:11,0.028,0.475,27.7,NA
"1","Jul","SWH","TR","3","1-Jul-SWH-TR-3",2025-07-21 16:18:23.5,491.429969964234,3.37853601121849,4.34864371761059e-15,0.696892357171947,22.0795882889227,477.686742337738,2.20851063919741,0.169746389797121,3480.02510809175,5.96572634428107,5.5632277345919e-18,0.765000406589782,19.4413349559336,481.044825166637,0.767777391979633,19.7088573488117,481.541823952723,TRUE,1.99605459071316,0.0616651298919095,5.89112510425755,2025-07-21 16:17:57,2025-07-21 16:18:50,0.04,0.617,27.5559322033898,NA
"1","Jul","SWH","TR","4","1-Jul-SWH-TR-4",2025-07-21 16:07:42.5,1593.71763952435,34.609232440509,1.00795068225453e-57,0.899569317260312,258.161436706802,1353.94107460666,24.3859134070124,0.256693539110653,4460.78270364167,17.9045660287185,6.76309199193935e-109,0.98774217431425,90.1913489110446,1256.76273972581,0.994953800876093,58.3919558745476,1354.08697356175,TRUE,24.3720184329413,0.261916873960999,80.8012931620907,2025-07-21 16:06:46,2025-07-21 16:08:39,0.027,0.400873949579832,28.2941176470588,NA
"1","Jul","SWH","TR","5","1-Jul-SWH-TR-5",2025-07-21 15:45:55,NA,NA,NA,NA,NA,1152.09662898523,16.7482109410981,0.161919040320086,3279.24104936126,10.6399414998059,1.74483307922423e-107,0.990281328834651,51.7325632416598,982.65112782931,0.998078583055795,23.2245548596536,1153.57113178815,TRUE,16.8831937699969,0.137677559763659,34.2752594443837,2025-07-21 15:45:02,2025-07-21 15:46:48,0.034,0.335723214285714,29.61875,NA
"1","Jul","SWH","TR","6","1-Jul-SWH-TR-6",2025-07-21 16:34:54,443.131014394222,3.96589622273949,1.52148985320485e-25,0.874473211234921,13.111640393498,459.965441913204,2.08429596127057,0.129789616911537,3797.04063317958,4.63623336164859,5.19836128866781e-22,0.829523118963844,15.2799370731846,428.05945273183,0.911255316219217,11.2386161935071,460.712602920183,TRUE,2.11756577648685,0.121536199278271,12.543848049349,2025-07-21 16:34:27,2025-07-21 16:35:21,0.045,0.745,28.9,NA
"1","Jul","SWH","TR","7a","1-Jul-SWH-TR-7a",2025-07-21 16:52:13.5,NA,NA,NA,NA,NA,229.986718097031,0.537494717985706,0.0559100478346947,3676.33224892079,1.51422329421783,1.00909396317772e-11,0.7086349333752,4.08181641950235,231.971351876546,0.722951425537285,4.08934014411212,230.000420360121,TRUE,0.531860895666841,0.0546018033959149,4.63356467283656,2025-07-21 16:51:54,2025-07-21 16:52:33,0.043,0.72,27.8,"low r2, but also low flux - checked"
"1","Jul","SWH","TR","8","1-Jul-SWH-TR-8",2025-07-21 16:26:38,NA,NA,NA,NA,NA,694.766698181951,0.154877170717168,0.048386391238256,3121.74479527243,2.67704022858557,0.00191354552515874,0.105356016231094,11.7270885314215,673.23632379855,0.328463939121203,10.2789774612476,694.849452923193,TRUE,0.141189220823698,0.0499060913377076,10.3035161590255,2025-07-21 16:25:54,2025-07-21 16:27:22,0.06,0.64218085106383,28.6489361702128,"low r2, but also low flux - checked"
"1","Jul","SWH","TR","9","1-Jul-SWH-TR-9",2025-07-21 15:53:19.5,NA,NA,NA,NA,NA,651.717471178388,0.996851325949963,0.0235389725615371,3100.39932495357,1.424545480895,6.39497533036253e-64,0.949191175355436,6.59194206683705,608.88943255333,0.968492269634685,5.24594891944651,651.973033431987,TRUE,0.999388044291303,0.0233501713102627,6.86402609541344,2025-07-21 15:52:31,2025-07-21 15:54:08,0.055,0.679,29.3009708737864,NA
"1","Jul","SWH","UP","1","1-Jul-SWH-UP-1",2025-07-22 09:46:18.5,615.310680730458,22.4257838374613,4.44737093747782e-35,0.948096474625543,69.5257503863854,495.39437524597,19.1600507223627,0.199989539446781,5248.01505283393,7.02861996348941,3.65662886483361e-60,0.994366593111148,22.9051329381127,378.336244715103,0.999401364776215,7.61456432340168,498.265284800925,TRUE,18.860119869949,0.166017345288708,17.5995518668258,2025-07-22 09:45:52,2025-07-22 09:46:45,0.009,0.221,24.4,NA
"1","Jul","SWH","UP","2","1-Jul-SWH-UP-2",2025-07-22 09:50:58,498.531945906179,10.787878737309,2.65163959487813e-33,0.948892113739749,30.8707366687293,379.207190903637,9.07084894988888,0.0911603996190513,4670.08907297608,3.04626721506076,3.30132457703777e-58,0.995075426180505,9.58268824332148,293.716346264434,0.999148269151126,4.06914656719351,382.830239819232,TRUE,8.95931246591864,0.0684558768161239,6.30017593226838,2025-07-22 09:50:33,2025-07-22 09:51:23,0.019,0.489,24.4,NA
"1","Jul","SWH","UP","3","1-Jul-SWH-UP-3",2025-07-22 09:58:05.5,593.660383149682,26.9023714559645,4.46478697421818e-39,0.963562722919913,56.8963661197603,536.041067593936,18.6486949018375,0.291378562821059,4626.36306101165,10.2404815233946,3.9464715455946e-51,0.987464457818593,33.3720690351838,419.450587342385,0.998656321580343,11.1423273325219,538.533341088664,TRUE,18.2546483330949,0.227224955374195,29.1201606988965,2025-07-22 09:57:39,2025-07-22 09:58:32,0.011,0.272101694915254,24.5,NA
"1","Jul","SWH","UP","4","1-Jul-SWH-UP-4",2025-07-22 10:01:59.5,608.388860035539,21.2652926233249,4.21606427244104e-34,0.943411722060948,65.2095715286912,473.239086506385,17.2193217205112,0.162897879772972,4324.89355137777,5.72503588412478,2.25553771408801e-62,0.995367816865322,18.6569637684952,417.221625605379,0.998475610784803,10.9147228151157,478.431210749214,TRUE,16.9024569144518,0.115135799766946,12.9293284412076,2025-07-22 10:01:33,2025-07-22 10:02:26,0.016,0.503,24.6,NA
"1","Jul","SWH","UP","5","1-Jul-SWH-UP-5",2025-07-22 10:05:44.5,660.112202605019,51.1639055531927,2.57389370619639e-39,0.964325993654333,105.269749572285,601.811322517236,34.8783630380932,0.535717605475574,4788.04922482565,18.8277620272253,1.6389196875108e-51,0.987880976810543,61.3566239746795,480.028458815108,0.998820059407721,19.5242512508503,605.116177474879,TRUE,34.0487306631456,0.387095119422951,52.203023320491,2025-07-22 10:05:18,2025-07-22 10:06:11,0.0038135593220339,0.0739830508474576,24.6,NA
"1","Jun","GCW","TR","1","1-Jun-GCW-TR-1",2025-06-17 14:40:24.5,1254.3789146626,11.6193509321339,3.65479028136502e-71,0.942186110312209,58.2799062251809,1087.81509985461,7.25153171981605,0.079891041974512,4491.86254820773,5.57245983319887,1.0440309128568e-106,0.98658809214796,28.0703630740159,844.409595716587,0.998469002876999,9.56979436123387,1100.04931637596,TRUE,7.00951191348729,0.0515137257223207,19.081804116813,2025-06-17 14:39:28,2025-06-17 14:41:21,0.02,0.533,23.3344537815126,NA
"1","Jun","GCW","TR","2","1-Jun-GCW-TR-2",2025-06-17 14:47:06.5,1338.5561617956,11.5905767990806,4.80815810164742e-63,0.919290843127877,84.3062350262104,1025.0902541125,8.91525427189252,0.0606763959571743,4318.70415247567,4.23222392571241,6.18110134636459e-130,0.994838892995157,21.3191419519101,799.389875994983,0.999311861054118,7.85505132954804,1037.58067107631,TRUE,8.73601555958203,0.0431660613698686,15.1722784526535,2025-06-17 14:46:10,2025-06-17 14:48:03,0.022,0.383,23,NA
"1","Jun","GCW","TR","3","1-Jun-GCW-TR-3",2025-06-17 14:53:06,1173.97011343114,10.8809721583215,2.57759970305237e-73,0.95120115227209,47.0532182069155,1062.30448985659,6.52847350192958,0.0842876070148317,4541.14188831787,5.73320973697572,3.9210983411936e-97,0.982155236717253,28.4537783668326,735.814442947905,0.999091243155438,6.48081696921714,1068.04495085219,TRUE,6.35685797922276,0.0680797663149476,26.0067795560847,2025-06-17 14:52:11,2025-06-17 14:54:01,0.017,0.4275,22.85,NA
